,Unnamed: 0,dataid,local_15min,solar_total,grid
280288,315324,3864,2015-01-01 00:00:00-06,,0.11
280289,315325,3864,2015-01-01 00:15:00-06,,0.111
280290,315326,3864,2015-01-01 00:30:00-06,,0.11
280291,315327,3864,2015-01-01 00:45:00-06,,0.153
280292,315328,3864,2015-01-01 01:00:00-06,,0.219
280293,315329,3864,2015-01-01 01:15:00-06,,0.556
280294,315330,3864,2015-01-01 01:30:00-06,,0.2
280295,315331,3864,2015-01-01 01:45:00-06,,0.217
280296,315332,3864,2015-01-01 02:00:00-06,,0.142
280297,315333,3864,2015-01-01 02:15:00-06,,0.11
280298,315334,3864,2015-01-01 02:30:00-06,,0.11
280299,315335,3864,2015-01-01 02:45:00-06,,0.113
280300,315336,3864,2015-01-01 03:00:00-06,,0.211
280301,315337,3864,2015-01-01 03:15:00-06,,0.19
280302,315338,3864,2015-01-01 03:30:00-06,,0.108
280303,315339,3864,2015-01-01 03:45:00-06,,0.108
280304,315340,3864,2015-01-01 04:00:00-06,,0.108
280305,315341,3864,2015-01-01 04:15:00-06,,0.108
280306,315342,3864,2015-01-01 04:30:00-06,,0.143
280307,315343,3864,2015-01-01 04:45:00-06,,0.217
280308,315344,3864,2015-01-01 05:00:00-06,,0.14
280309,315345,3864,2015-01-01 05:15:00-06,,0.108
280310,315346,3864,2015-01-01 05:30:00-06,,0.108
280311,315347,3864,2015-01-01 05:45:00-06,,0.109
280312,315348,3864,2015-01-01 06:00:00-06,,0.108
280313,315349,3864,2015-01-01 06:15:00-06,,0.186
280314,315350,3864,2015-01-01 06:30:00-06,,0.197
280315,315351,3864,2015-01-01 06:45:00-06,,0.108
280316,315352,3864,2015-01-01 07:00:00-06,,0.108
280317,315353,3864,2015-01-01 07:15:00-06,,0.108
280318,315354,3864,2015-01-01 07:30:00-06,,0.108
280319,315355,3864,2015-01-01 07:45:00-06,,0.108
280320,315356,3864,2015-01-01 08:00:00-06,,0.207
280321,315357,3864,2015-01-01 08:15:00-06,,0.169
280322,315358,3864,2015-01-01 08:30:00-06,,0.108
280323,315359,3864,2015-01-01 08:45:00-06,,0.109
280324,315360,3864,2015-01-01 09:00:00-06,,0.108
280325,315361,3864,2015-01-01 09:15:00-06,,0.108
280326,315362,3864,2015-01-01 09:30:00-06,,0.128
280327,315363,3864,2015-01-01 09:45:00-06,,0.217
280328,315364,3864,2015-01-01 10:00:00-06,,0.14
280329,315365,3864,2015-01-01 10:15:00-06,,0.109
280330,315366,3864,2015-01-01 10:30:00-06,,0.108
280331,315367,3864,2015-01-01 10:45:00-06,,0.109
280332,315368,3864,2015-01-01 11:00:00-06,,0.109
280333,315369,3864,2015-01-01 11:15:00-06,,0.135
280334,315370,3864,2015-01-01 11:30:00-06,,0.217
280335,315371,3864,2015-01-01 11:45:00-06,,0.133
280336,315372,3864,2015-01-01 12:00:00-06,,0.109
280337,315373,3864,2015-01-01 12:15:00-06,,0.109
280338,315374,3864,2015-01-01 12:30:00-06,,0.109
280339,315375,3864,2015-01-01 12:45:00-06,,0.109
280340,315376,3864,2015-01-01 13:00:00-06,,0.173
280341,315377,3864,2015-01-01 13:15:00-06,,0.214
280342,315378,3864,2015-01-01 13:30:00-06,,0.109
280343,315379,3864,2015-01-01 13:45:00-06,,0.109
280344,315380,3864,2015-01-01 14:00:00-06,,0.109
280345,315381,3864,2015-01-01 14:15:00-06,,0.109
280346,315382,3864,2015-01-01 14:30:00-06,,0.113
280347,315383,3864,2015-01-01 14:45:00-06,,0.222
280348,315384,3864,2015-01-01 15:00:00-06,,0.171
280349,315385,3864,2015-01-01 15:15:00-06,,0.109
280350,315386,3864,2015-01-01 15:30:00-06,,0.109
280351,315387,3864,2015-01-01 15:45:00-06,,0.109
280352,315388,3864,2015-01-01 16:00:00-06,,0.109
280353,315389,3864,2015-01-01 16:15:00-06,,0.189
280354,315390,3864,2015-01-01 16:30:00-06,,0.208
280355,315391,3864,2015-01-01 16:45:00-06,,0.109
280356,315392,3864,2015-01-01 17:00:00-06,,0.109
280357,315393,3864,2015-01-01 17:15:00-06,,0.109
280358,315394,3864,2015-01-01 17:30:00-06,,0.109
280359,315395,3864,2015-01-01 17:45:00-06,,0.174
280360,315396,3864,2015-01-01 18:00:00-06,,0.219
280361,315397,3864,2015-01-01 18:15:00-06,,0.127
280362,315398,3864,2015-01-01 18:30:00-06,,0.109
280363,315399,3864,2015-01-01 18:45:00-06,,0.109
280364,315400,3864,2015-01-01 19:00:00-06,,0.109
280365,315401,3864,2015-01-01 19:15:00-06,,0.136
280366,315402,3864,2015-01-01 19:30:00-06,,0.22
280367,315403,3864,2015-01-01 19:45:00-06,,0.156
280368,315404,3864,2015-01-01 20:00:00-06,,0.109
280369,315405,3864,2015-01-01 20:15:00-06,,0.109
280370,315406,3864,2015-01-01 20:30:00-06,,0.109
280371,315407,3864,2015-01-01 20:45:00-06,,0.109
280372,315408,3864,2015-01-01 21:00:00-06,,0.218
280373,315409,3864,2015-01-01 21:15:00-06,,0.178
280374,315410,3864,2015-01-01 21:30:00-06,,0.108
280375,315411,3864,2015-01-01 21:45:00-06,,0.109
280376,315412,3864,2015-01-01 22:00:00-06,,0.109
280377,315413,3864,2015-01-01 22:15:00-06,,0.109
280378,315414,3864,2015-01-01 22:30:00-06,,0.196
280379,315415,3864,2015-01-01 22:45:00-06,,0.2
280380,315416,3864,2015-01-01 23:00:00-06,,0.109
280381,315417,3864,2015-01-01 23:15:00-06,,0.109
280382,315418,3864,2015-01-01 23:30:00-06,,0.109
280383,315419,3864,2015-01-01 23:45:00-06,,0.177
280384,315420,3864,2015-01-02 00:00:00-06,,0.281
280385,315421,3864,2015-01-02 00:15:00-06,,0.467
280386,315422,3864,2015-01-02 00:30:00-06,,0.447
280387,315423,3864,2015-01-02 00:45:00-06,,0.873
280388,315424,3864,2015-01-02 01:00:00-06,,0.345
280389,315425,3864,2015-01-02 01:15:00-06,,0.24
280390,315426,3864,2015-01-02 01:30:00-06,,0.233
280391,315427,3864,2015-01-02 01:45:00-06,,0.361
280392,315428,3864,2015-01-02 02:00:00-06,,0.169
280393,315429,3864,2015-01-02 02:15:00-06,,0.108
280394,315430,3864,2015-01-02 02:30:00-06,,0.108
280395,315431,3864,2015-01-02 02:45:00-06,,0.109
280396,315432,3864,2015-01-02 03:00:00-06,,0.108
280397,315433,3864,2015-01-02 03:15:00-06,,0.181
280398,315434,3864,2015-01-02 03:30:00-06,,0.213
280399,315435,3864,2015-01-02 03:45:00-06,,0.108
280400,315436,3864,2015-01-02 04:00:00-06,,0.108
280401,315437,3864,2015-01-02 04:15:00-06,,0.109
280402,315438,3864,2015-01-02 04:30:00-06,,0.109
280403,315439,3864,2015-01-02 04:45:00-06,,0.135
280404,315440,3864,2015-01-02 05:00:00-06,,0.22
280405,315441,3864,2015-01-02 05:15:00-06,,0.154
280406,315442,3864,2015-01-02 05:30:00-06,,0.108
280407,315443,3864,2015-01-02 05:45:00-06,,0.109
280408,315444,3864,2015-01-02 06:00:00-06,,0.109
280409,315445,3864,2015-01-02 06:15:00-06,,0.11
280410,315446,3864,2015-01-02 06:30:00-06,,0.175
280411,315447,3864,2015-01-02 06:45:00-06,,0.214
280412,315448,3864,2015-01-02 07:00:00-06,,0.11
280413,315449,3864,2015-01-02 07:15:00-06,,0.11
280414,315450,3864,2015-01-02 07:30:00-06,,0.11
280415,315451,3864,2015-01-02 07:45:00-06,,0.11
280416,315452,3864,2015-01-02 08:00:00-06,,0.11
280417,315453,3864,2015-01-02 08:15:00-06,,0.306
280418,315454,3864,2015-01-02 08:30:00-06,,0.459
280419,315455,3864,2015-01-02 08:45:00-06,,0.378
280420,315456,3864,2015-01-02 09:00:00-06,,0.558
280421,315457,3864,2015-01-02 09:15:00-06,,0.356
280422,315458,3864,2015-01-02 09:30:00-06,,0.167
