,sequence,dataid,local_15min,solar_total,grid,sequence_reset,local_15min_localize
193715,193715,1240,2019-05-01 00:00:00-05,-0.004,0.259,1,2019-05-01 00:00:00
193716,193716,1240,2019-05-01 00:15:00-05,-0.004,0.29,2,2019-05-01 00:15:00
193717,193717,1240,2019-05-01 00:30:00-05,-0.004,0.353,3,2019-05-01 00:30:00
193718,193718,1240,2019-05-01 00:45:00-05,-0.004,0.352,4,2019-05-01 00:45:00
193719,193719,1240,2019-05-01 01:00:00-05,-0.004,0.3,5,2019-05-01 01:00:00
193720,193720,1240,2019-05-01 01:15:00-05,-0.004,0.319,6,2019-05-01 01:15:00
193721,193721,1240,2019-05-01 01:30:00-05,-0.004,0.318,7,2019-05-01 01:30:00
193722,193722,1240,2019-05-01 01:45:00-05,-0.004,0.368,8,2019-05-01 01:45:00
193723,193723,1240,2019-05-01 02:00:00-05,-0.004,0.369,9,2019-05-01 02:00:00
193724,193724,1240,2019-05-01 02:15:00-05,-0.004,0.344,10,2019-05-01 02:15:00
193725,193725,1240,2019-05-01 02:30:00-05,-0.004,0.252,11,2019-05-01 02:30:00
193726,193726,1240,2019-05-01 02:45:00-05,-0.004,0.251,12,2019-05-01 02:45:00
193727,193727,1240,2019-05-01 03:00:00-05,-0.004,0.261,13,2019-05-01 03:00:00
193728,193728,1240,2019-05-01 03:15:00-05,-0.004,0.346,14,2019-05-01 03:15:00
193729,193729,1240,2019-05-01 03:30:00-05,-0.004,0.361,15,2019-05-01 03:30:00
193730,193730,1240,2019-05-01 03:45:00-05,-0.004,0.35,16,2019-05-01 03:45:00
193731,193731,1240,2019-05-01 04:00:00-05,-0.004,0.317,17,2019-05-01 04:00:00
193732,193732,1240,2019-05-01 04:15:00-05,-0.004,0.313,18,2019-05-01 04:15:00
193733,193733,1240,2019-05-01 04:30:00-05,-0.004,0.326,19,2019-05-01 04:30:00
193734,193734,1240,2019-05-01 04:45:00-05,-0.004,0.349,20,2019-05-01 04:45:00
193735,193735,1240,2019-05-01 05:00:00-05,-0.004,0.311,21,2019-05-01 05:00:00
193736,193736,1240,2019-05-01 05:15:00-05,-0.003,0.253,22,2019-05-01 05:15:00
193737,193737,1240,2019-05-01 05:30:00-05,-0.002,0.255,23,2019-05-01 05:30:00
193738,193738,1240,2019-05-01 05:45:00-05,-0.001,0.291,24,2019-05-01 05:45:00
193739,193739,1240,2019-05-01 06:00:00-05,-0.001,0.373,25,2019-05-01 06:00:00
193740,193740,1240,2019-05-01 06:15:00-05,0.025,0.77,26,2019-05-01 06:15:00
193741,193741,1240,2019-05-01 06:30:00-05,0.212,0.831,27,2019-05-01 06:30:00
193742,193742,1240,2019-05-01 06:45:00-05,0.196,0.67,28,2019-05-01 06:45:00
193743,193743,1240,2019-05-01 07:00:00-05,0.2,0.259,29,2019-05-01 07:00:00
193744,193744,1240,2019-05-01 07:15:00-05,0.252,0.348,30,2019-05-01 07:15:00
193745,193745,1240,2019-05-01 07:30:00-05,0.204,0.854,31,2019-05-01 07:30:00
193746,193746,1240,2019-05-01 07:45:00-05,0.403,2.19,32,2019-05-01 07:45:00
193747,193747,1240,2019-05-01 08:00:00-05,0.546,0.682,33,2019-05-01 08:00:00
193748,193748,1240,2019-05-01 08:15:00-05,0.712,0.249,34,2019-05-01 08:15:00
193749,193749,1240,2019-05-01 08:30:00-05,0.796,0.366,35,2019-05-01 08:30:00
193750,193750,1240,2019-05-01 08:45:00-05,0.94,0.428,36,2019-05-01 08:45:00
193751,193751,1240,2019-05-01 09:00:00-05,1.08,0.374,37,2019-05-01 09:00:00
193752,193752,1240,2019-05-01 09:15:00-05,1.138,0.193,38,2019-05-01 09:15:00
193753,193753,1240,2019-05-01 09:30:00-05,1.054,0.168,39,2019-05-01 09:30:00
193754,193754,1240,2019-05-01 09:45:00-05,1.326,0.579,40,2019-05-01 09:45:00
193755,193755,1240,2019-05-01 10:00:00-05,1.652,0.278,41,2019-05-01 10:00:00
193756,193756,1240,2019-05-01 10:15:00-05,2.297,0.182,42,2019-05-01 10:15:00
193757,193757,1240,2019-05-01 10:30:00-05,2.702,0.267,43,2019-05-01 10:30:00
193758,193758,1240,2019-05-01 10:45:00-05,2.332,0.226,44,2019-05-01 10:45:00
193759,193759,1240,2019-05-01 11:00:00-05,2.306,0.278,45,2019-05-01 11:00:00
193760,193760,1240,2019-05-01 11:15:00-05,2.906,0.354,46,2019-05-01 11:15:00
193761,193761,1240,2019-05-01 11:30:00-05,2.965,0.385,47,2019-05-01 11:30:00
