,Unnamed: 0,dataid,local_15min,solar_total,grid
1328303,1503771,8565,2018-01-01 00:00:00-06,,0.865
1328304,1503772,8565,2018-01-01 00:15:00-06,,0.749
1328305,1503773,8565,2018-01-01 00:30:00-06,,0.623
1328306,1503774,8565,2018-01-01 00:45:00-06,,0.613
1328307,1503775,8565,2018-01-01 01:00:00-06,,0.699
1328308,1503776,8565,2018-01-01 01:15:00-06,,0.723
1328309,1503777,8565,2018-01-01 01:30:00-06,,0.599
1328310,1503778,8565,2018-01-01 01:45:00-06,,0.594
1328311,1503779,8565,2018-01-01 02:00:00-06,,0.625
1328312,1503780,8565,2018-01-01 02:15:00-06,,0.732
1328313,1503781,8565,2018-01-01 02:30:00-06,,0.639
1328314,1503782,8565,2018-01-01 02:45:00-06,,0.593
1328315,1503783,8565,2018-01-01 03:00:00-06,,0.593
1328316,1503784,8565,2018-01-01 03:15:00-06,,0.694
1328317,1503785,8565,2018-01-01 03:30:00-06,,0.695
1328318,1503786,8565,2018-01-01 03:45:00-06,,0.582
1328319,1503787,8565,2018-01-01 04:00:00-06,,0.597
1328320,1503788,8565,2018-01-01 04:15:00-06,,0.643
1328321,1503789,8565,2018-01-01 04:30:00-06,,0.715
1328322,1503790,8565,2018-01-01 04:45:00-06,,0.61
1328323,1503791,8565,2018-01-01 05:00:00-06,,0.602
1328324,1503792,8565,2018-01-01 05:15:00-06,,0.61
1328325,1503793,8565,2018-01-01 05:30:00-06,,0.732
1328326,1503794,8565,2018-01-01 05:45:00-06,,0.692
1328327,1503795,8565,2018-01-01 06:00:00-06,,0.595
1328328,1503796,8565,2018-01-01 06:15:00-06,,0.58
1328329,1503797,8565,2018-01-01 06:30:00-06,,0.662
1328330,1503798,8565,2018-01-01 06:45:00-06,,0.721
1328331,1503799,8565,2018-01-01 07:00:00-06,,0.609
1328332,1503800,8565,2018-01-01 07:15:00-06,,0.583
1328333,1503801,8565,2018-01-01 07:30:00-06,,0.592
1328334,1503802,8565,2018-01-01 07:45:00-06,,0.717
1328335,1503803,8565,2018-01-01 08:00:00-06,,0.661
1328336,1503804,8565,2018-01-01 08:15:00-06,,0.586
1328337,1503805,8565,2018-01-01 08:30:00-06,,0.598
1328338,1503806,8565,2018-01-01 08:45:00-06,,0.699
1328339,1503807,8565,2018-01-01 09:00:00-06,,0.883
1328340,1503808,8565,2018-01-01 09:15:00-06,,0.795
1328341,1503809,8565,2018-01-01 09:30:00-06,,0.764
1328342,1503810,8565,2018-01-01 09:45:00-06,,0.805
1328343,1503811,8565,2018-01-01 10:00:00-06,,0.898
1328344,1503812,8565,2018-01-01 10:15:00-06,,0.811
1328345,1503813,8565,2018-01-01 10:30:00-06,,0.773
1328346,1503814,8565,2018-01-01 10:45:00-06,,0.75
1328347,1503815,8565,2018-01-01 11:00:00-06,,0.839
1328348,1503816,8565,2018-01-01 11:15:00-06,,0.805
1328349,1503817,8565,2018-01-01 11:30:00-06,,0.738
1328350,1503818,8565,2018-01-01 11:45:00-06,,0.901
1328351,1503819,8565,2018-01-01 12:00:00-06,,0.776
1328352,1503820,8565,2018-01-01 12:15:00-06,,1.014
1328353,1503821,8565,2018-01-01 12:30:00-06,,0.953
1328354,1503822,8565,2018-01-01 12:45:00-06,,0.867
