,sequence,dataid,local_15min,solar_total,grid,sequence_reset,local_15min_localize
1087420,1087420,5587,2019-05-01 06:45:00-05,0.083,3.826,28,2019-05-01 06:45:00
1087421,1087421,5587,2019-05-01 07:00:00-05,0.215,2.457,29,2019-05-01 07:00:00
1087422,1087422,5587,2019-05-01 07:15:00-05,0.397,2.054,30,2019-05-01 07:15:00
1087423,1087423,5587,2019-05-01 07:30:00-05,0.552,1.976,31,2019-05-01 07:30:00
1087424,1087424,5587,2019-05-01 07:45:00-05,0.651,1.145,32,2019-05-01 07:45:00
1087425,1087425,5587,2019-05-01 08:00:00-05,0.839,1.124,33,2019-05-01 08:00:00
1087426,1087426,5587,2019-05-01 08:15:00-05,0.798,0.854,34,2019-05-01 08:15:00
1087427,1087427,5587,2019-05-01 08:30:00-05,0.816,0.256,35,2019-05-01 08:30:00
1087428,1087428,5587,2019-05-01 08:45:00-05,0.88,0.883,36,2019-05-01 08:45:00
1087429,1087429,5587,2019-05-01 09:00:00-05,0.926,0.736,37,2019-05-01 09:00:00
1087430,1087430,5587,2019-05-01 09:15:00-05,1.205,0.578,38,2019-05-01 09:15:00
1087431,1087431,5587,2019-05-01 09:30:00-05,1.651,0.117,39,2019-05-01 09:30:00
1087432,1087432,5587,2019-05-01 09:45:00-05,1.656,-0.826,40,2019-05-01 09:45:00
1087433,1087433,5587,2019-05-01 10:00:00-05,2.363,-1.279,41,2019-05-01 10:00:00
1087434,1087434,5587,2019-05-01 10:15:00-05,2.08,-0.342,42,2019-05-01 10:15:00
1087435,1087435,5587,2019-05-01 10:30:00-05,2.158,-1.412,43,2019-05-01 10:30:00
1087436,1087436,5587,2019-05-01 10:45:00-05,2.142,-1.029,44,2019-05-01 10:45:00
1087437,1087437,5587,2019-05-01 11:00:00-05,2.9,-1.778,45,2019-05-01 11:00:00
1087438,1087438,5587,2019-05-01 11:15:00-05,2.385,-1.158,46,2019-05-01 11:15:00
1087439,1087439,5587,2019-05-01 11:30:00-05,3.358,-2.694,47,2019-05-01 11:30:00
1087440,1087440,5587,2019-05-01 11:45:00-05,3.668,-2.475,48,2019-05-01 11:45:00
1087441,1087441,5587,2019-05-01 12:00:00-05,4.289,-3.206,49,2019-05-01 12:00:00
1087442,1087442,5587,2019-05-01 12:15:00-05,4.955,-3.843,50,2019-05-01 12:15:00
1087443,1087443,5587,2019-05-01 12:30:00-05,5.098,-4.24,51,2019-05-01 12:30:00
1087444,1087444,5587,2019-05-01 12:45:00-05,5.462,-4.267,52,2019-05-01 12:45:00
1087445,1087445,5587,2019-05-01 13:00:00-05,5.392,-4.323,53,2019-05-01 13:00:00
1087446,1087446,5587,2019-05-01 13:15:00-05,5.315,-4.062,54,2019-05-01 13:15:00
1087447,1087447,5587,2019-05-01 13:30:00-05,5.104,-3.819,55,2019-05-01 13:30:00
1087448,1087448,5587,2019-05-01 13:45:00-05,5.124,-3.963,56,2019-05-01 13:45:00
1087449,1087449,5587,2019-05-01 14:00:00-05,3.207,-2.169,57,2019-05-01 14:00:00
1087450,1087450,5587,2019-05-01 14:15:00-05,2.354,-1.235,58,2019-05-01 14:15:00
1087451,1087451,5587,2019-05-01 14:30:00-05,1.598,-0.531,59,2019-05-01 14:30:00
1087452,1087452,5587,2019-05-01 14:45:00-05,2.123,-1.041,60,2019-05-01 14:45:00
1087453,1087453,5587,2019-05-01 15:00:00-05,2.296,-1.28,61,2019-05-01 15:00:00
1087454,1087454,5587,2019-05-01 15:15:00-05,2.35,-1.147,62,2019-05-01 15:15:00
1087455,1087455,5587,2019-05-01 15:30:00-05,3.203,-2.018,63,2019-05-01 15:30:00
1087456,1087456,5587,2019-05-01 15:45:00-05,1.473,-0.413,64,2019-05-01 15:45:00
1087457,1087457,5587,2019-05-01 16:00:00-05,1.18,-0.334,65,2019-05-01 16:00:00
1087458,1087458,5587,2019-05-01 16:15:00-05,0.879,0.164,66,2019-05-01 16:15:00
1087459,1087459,5587,2019-05-01 16:30:00-05,0.689,0.356,67,2019-05-01 16:30:00
1087460,1087460,5587,2019-05-01 16:45:00-05,0.652,0.297,68,2019-05-01 16:45:00
1087461,1087461,5587,2019-05-01 17:00:00-05,0.552,0.736,69,2019-05-01 17:00:00
1087462,1087462,5587,2019-05-01 17:15:00-05,0.352,1.076,70,2019-05-01 17:15:00
1087463,1087463,5587,2019-05-01 17:30:00-05,0.196,1.176,71,2019-05-01 17:30:00
1087464,1087464,5587,2019-05-01 17:45:00-05,0.134,1.178,72,2019-05-01 17:45:00
1087465,1087465,5587,2019-05-01 18:00:00-05,0.088,1.352,73,2019-05-01 18:00:00
1087466,1087466,5587,2019-05-01 18:15:00-05,0.052,1.17,74,2019-05-01 18:15:00
1087467,1087467,5587,2019-05-01 18:30:00-05,0.024,1.135,75,2019-05-01 18:30:00
1087468,1087468,5587,2019-05-01 18:45:00-05,0.0,1.176,76,2019-05-01 18:45:00
1087469,1087469,5587,2019-05-01 19:00:00-05,-0.003,1.385,77,2019-05-01 19:00:00
1087470,1087470,5587,2019-05-01 19:15:00-05,-0.003,1.16,78,2019-05-01 19:15:00
1087471,1087471,5587,2019-05-01 19:30:00-05,-0.003,1.144,79,2019-05-01 19:30:00
1087472,1087472,5587,2019-05-01 19:45:00-05,-0.003,1.26,80,2019-05-01 19:45:00
1087473,1087473,5587,2019-05-01 20:00:00-05,-0.003,1.446,81,2019-05-01 20:00:00
1087474,1087474,5587,2019-05-01 20:15:00-05,-0.003,1.082,82,2019-05-01 20:15:00
1087475,1087475,5587,2019-05-01 20:30:00-05,-0.003,1.528,83,2019-05-01 20:30:00
1087476,1087476,5587,2019-05-01 20:45:00-05,-0.003,1.27,84,2019-05-01 20:45:00
1087477,1087477,5587,2019-05-01 21:00:00-05,-0.003,1.063,85,2019-05-01 21:00:00
1087478,1087478,5587,2019-05-01 21:15:00-05,-0.003,1.186,86,2019-05-01 21:15:00
1087479,1087479,5587,2019-05-01 21:30:00-05,-0.003,1.427,87,2019-05-01 21:30:00
1087480,1087480,5587,2019-05-01 21:45:00-05,-0.003,1.054,88,2019-05-01 21:45:00
1087481,1087481,5587,2019-05-01 22:00:00-05,-0.003,1.121,89,2019-05-01 22:00:00
1087482,1087482,5587,2019-05-01 22:15:00-05,-0.003,1.139,90,2019-05-01 22:15:00
1087483,1087483,5587,2019-05-01 22:30:00-05,-0.003,0.685,91,2019-05-01 22:30:00
1087484,1087484,5587,2019-05-01 22:45:00-05,-0.002,0.392,92,2019-05-01 22:45:00
1087485,1087485,5587,2019-05-01 23:00:00-05,-0.003,0.457,93,2019-05-01 23:00:00
1087486,1087486,5587,2019-05-01 23:15:00-05,-0.003,0.326,94,2019-05-01 23:15:00
1087487,1087487,5587,2019-05-01 23:30:00-05,-0.003,0.458,95,2019-05-01 23:30:00
1087488,1087488,5587,2019-05-01 23:45:00-05,-0.002,0.452,96,2019-05-01 23:45:00
1087489,1087489,5587,2019-05-02 00:00:00-05,-0.003,0.474,97,2019-05-02 00:00:00
1087490,1087490,5587,2019-05-02 00:15:00-05,-0.003,0.331,98,2019-05-02 00:15:00
1087491,1087491,5587,2019-05-02 00:30:00-05,-0.003,0.483,99,2019-05-02 00:30:00
1087492,1087492,5587,2019-05-02 00:45:00-05,-0.003,0.423,100,2019-05-02 00:45:00
1087493,1087493,5587,2019-05-02 01:00:00-05,-0.003,0.507,101,2019-05-02 01:00:00
1087494,1087494,5587,2019-05-02 01:15:00-05,-0.003,0.307,102,2019-05-02 01:15:00
1087495,1087495,5587,2019-05-02 01:30:00-05,-0.003,0.505,103,2019-05-02 01:30:00
1087496,1087496,5587,2019-05-02 01:45:00-05,-0.003,0.388,104,2019-05-02 01:45:00
1087497,1087497,5587,2019-05-02 02:00:00-05,-0.003,0.544,105,2019-05-02 02:00:00
1087498,1087498,5587,2019-05-02 02:15:00-05,-0.003,0.297,106,2019-05-02 02:15:00
1087499,1087499,5587,2019-05-02 02:30:00-05,-0.003,0.517,107,2019-05-02 02:30:00
1087500,1087500,5587,2019-05-02 02:45:00-05,-0.003,0.312,108,2019-05-02 02:45:00
1087501,1087501,5587,2019-05-02 03:00:00-05,-0.003,1.12,109,2019-05-02 03:00:00
1087502,1087502,5587,2019-05-02 03:15:00-05,-0.003,1.933,110,2019-05-02 03:15:00
1087503,1087503,5587,2019-05-02 03:30:00-05,-0.003,1.066,111,2019-05-02 03:30:00
1087504,1087504,5587,2019-05-02 03:45:00-05,-0.003,1.822,112,2019-05-02 03:45:00
1087505,1087505,5587,2019-05-02 04:00:00-05,-0.003,2.416,113,2019-05-02 04:00:00
1087506,1087506,5587,2019-05-02 04:15:00-05,-0.003,0.648,114,2019-05-02 04:15:00
1087507,1087507,5587,2019-05-02 04:30:00-05,-0.003,1.826,115,2019-05-02 04:30:00
1087508,1087508,5587,2019-05-02 04:45:00-05,-0.003,1.275,116,2019-05-02 04:45:00
1087509,1087509,5587,2019-05-02 05:00:00-05,-0.001,1.141,117,2019-05-02 05:00:00
1087510,1087510,5587,2019-05-02 05:15:00-05,0.002,0.818,118,2019-05-02 05:15:00
1087511,1087511,5587,2019-05-02 05:30:00-05,0.03,1.386,119,2019-05-02 05:30:00
1087512,1087512,5587,2019-05-02 05:45:00-05,0.048,0.741,120,2019-05-02 05:45:00
1087513,1087513,5587,2019-05-02 06:00:00-05,0.14,1.189,121,2019-05-02 06:00:00
1087514,1087514,5587,2019-05-02 06:15:00-05,0.23,0.678,122,2019-05-02 06:15:00
1087515,1087515,5587,2019-05-02 06:30:00-05,0.25,0.931,123,2019-05-02 06:30:00
1087516,1087516,5587,2019-05-02 06:45:00-05,0.261,0.073,124,2019-05-02 06:45:00
1087517,1087517,5587,2019-05-02 07:00:00-05,0.249,1.079,125,2019-05-02 07:00:00
1087518,1087518,5587,2019-05-02 07:15:00-05,0.291,0.283,126,2019-05-02 07:15:00
1087519,1087519,5587,2019-05-02 07:30:00-05,0.189,0.901,127,2019-05-02 07:30:00
1087520,1087520,5587,2019-05-02 07:45:00-05,0.2,0.193,128,2019-05-02 07:45:00
1087521,1087521,5587,2019-05-02 08:00:00-05,0.163,0.575,129,2019-05-02 08:00:00
1087522,1087522,5587,2019-05-02 08:15:00-05,0.353,0.129,130,2019-05-02 08:15:00
1087523,1087523,5587,2019-05-02 08:30:00-05,0.454,0.307,131,2019-05-02 08:30:00
1087524,1087524,5587,2019-05-02 08:45:00-05,0.475,0.004,132,2019-05-02 08:45:00
1087525,1087525,5587,2019-05-02 09:00:00-05,0.559,0.06,133,2019-05-02 09:00:00
1087526,1087526,5587,2019-05-02 09:15:00-05,0.519,-0.043,134,2019-05-02 09:15:00
1087527,1087527,5587,2019-05-02 09:30:00-05,0.36,0.567,135,2019-05-02 09:30:00
1087528,1087528,5587,2019-05-02 09:45:00-05,0.483,-0.234,136,2019-05-02 09:45:00
1087529,1087529,5587,2019-05-02 10:00:00-05,0.628,0.466,137,2019-05-02 10:00:00
1087530,1087530,5587,2019-05-02 10:15:00-05,0.813,-0.68,138,2019-05-02 10:15:00
1087531,1087531,5587,2019-05-02 10:30:00-05,1.476,-0.398,139,2019-05-02 10:30:00
1087532,1087532,5587,2019-05-02 10:45:00-05,1.734,-1.601,140,2019-05-02 10:45:00
1087533,1087533,5587,2019-05-02 11:00:00-05,1.414,-0.777,141,2019-05-02 11:00:00
1087534,1087534,5587,2019-05-02 11:15:00-05,1.746,-0.767,142,2019-05-02 11:15:00
1087535,1087535,5587,2019-05-02 11:30:00-05,1.536,-0.415,143,2019-05-02 11:30:00
1087536,1087536,5587,2019-05-02 11:45:00-05,1.58,-1.309,144,2019-05-02 11:45:00
1087537,1087537,5587,2019-05-02 12:00:00-05,2.0,-0.676,145,2019-05-02 12:00:00
1087538,1087538,5587,2019-05-02 12:15:00-05,1.694,-1.461,146,2019-05-02 12:15:00
1087539,1087539,5587,2019-05-02 12:30:00-05,2.57,-2.022,147,2019-05-02 12:30:00
1087540,1087540,5587,2019-05-02 12:45:00-05,2.992,-2.678,148,2019-05-02 12:45:00
1087541,1087541,5587,2019-05-02 13:00:00-05,2.677,-2.081,149,2019-05-02 13:00:00
1087542,1087542,5587,2019-05-02 13:15:00-05,3.06,-2.847,150,2019-05-02 13:15:00
1087543,1087543,5587,2019-05-02 13:30:00-05,2.863,-2.164,151,2019-05-02 13:30:00
1087544,1087544,5587,2019-05-02 13:45:00-05,4.758,-4.51,152,2019-05-02 13:45:00
1087545,1087545,5587,2019-05-02 14:00:00-05,4.819,-3.784,153,2019-05-02 14:00:00
1087546,1087546,5587,2019-05-02 14:15:00-05,4.431,-4.075,154,2019-05-02 14:15:00
1087547,1087547,5587,2019-05-02 14:30:00-05,4.533,-3.798,155,2019-05-02 14:30:00
1087548,1087548,5587,2019-05-02 14:45:00-05,4.218,-3.933,156,2019-05-02 14:45:00
1087549,1087549,5587,2019-05-02 15:00:00-05,3.969,-3.279,157,2019-05-02 15:00:00
1087550,1087550,5587,2019-05-02 15:15:00-05,3.751,-3.448,158,2019-05-02 15:15:00
1087551,1087551,5587,2019-05-02 15:30:00-05,3.435,-2.881,159,2019-05-02 15:30:00
1087552,1087552,5587,2019-05-02 15:45:00-05,3.103,-2.894,160,2019-05-02 15:45:00
1087553,1087553,5587,2019-05-02 16:00:00-05,2.68,-2.044,161,2019-05-02 16:00:00
1087554,1087554,5587,2019-05-02 16:15:00-05,2.217,-2.007,162,2019-05-02 16:15:00
1087555,1087555,5587,2019-05-02 16:30:00-05,1.844,-1.333,163,2019-05-02 16:30:00
1087556,1087556,5587,2019-05-02 16:45:00-05,1.629,-1.353,164,2019-05-02 16:45:00
1087557,1087557,5587,2019-05-02 17:00:00-05,1.366,-0.855,165,2019-05-02 17:00:00
1087558,1087558,5587,2019-05-02 17:15:00-05,1.161,-0.969,166,2019-05-02 17:15:00
1087559,1087559,5587,2019-05-02 17:30:00-05,0.965,-0.361,167,2019-05-02 17:30:00
1087560,1087560,5587,2019-05-02 17:45:00-05,0.669,3.567,168,2019-05-02 17:45:00
1087561,1087561,5587,2019-05-02 18:00:00-05,0.48,5.528,169,2019-05-02 18:00:00
1087562,1087562,5587,2019-05-02 18:15:00-05,0.247,3.718,170,2019-05-02 18:15:00
1087563,1087563,5587,2019-05-02 18:30:00-05,0.165,3.75,171,2019-05-02 18:30:00
1087564,1087564,5587,2019-05-02 18:45:00-05,0.025,0.53,172,2019-05-02 18:45:00
1087565,1087565,5587,2019-05-02 19:00:00-05,0.0,0.889,173,2019-05-02 19:00:00
1087566,1087566,5587,2019-05-02 19:15:00-05,-0.002,3.327,174,2019-05-02 19:15:00
1087567,1087567,5587,2019-05-02 19:30:00-05,-0.003,1.1,175,2019-05-02 19:30:00
1087568,1087568,5587,2019-05-02 19:45:00-05,-0.003,1.001,176,2019-05-02 19:45:00
1087569,1087569,5587,2019-05-02 20:00:00-05,-0.003,2.031,177,2019-05-02 20:00:00
1087570,1087570,5587,2019-05-02 20:15:00-05,-0.003,0.792,178,2019-05-02 20:15:00
1087571,1087571,5587,2019-05-02 20:30:00-05,-0.003,1.337,179,2019-05-02 20:30:00
1087572,1087572,5587,2019-05-02 20:45:00-05,-0.003,1.863,180,2019-05-02 20:45:00
1087573,1087573,5587,2019-05-02 21:00:00-05,-0.003,1.565,181,2019-05-02 21:00:00
1087574,1087574,5587,2019-05-02 21:15:00-05,-0.003,1.057,182,2019-05-02 21:15:00
1087575,1087575,5587,2019-05-02 21:30:00-05,-0.003,1.183,183,2019-05-02 21:30:00
1087576,1087576,5587,2019-05-02 21:45:00-05,-0.003,0.724,184,2019-05-02 21:45:00
1087577,1087577,5587,2019-05-02 22:00:00-05,-0.003,1.153,185,2019-05-02 22:00:00
1087578,1087578,5587,2019-05-02 22:15:00-05,-0.003,0.913,186,2019-05-02 22:15:00
1087579,1087579,5587,2019-05-02 22:30:00-05,-0.003,1.043,187,2019-05-02 22:30:00
1087580,1087580,5587,2019-05-02 22:45:00-05,-0.002,0.258,188,2019-05-02 22:45:00
1087581,1087581,5587,2019-05-02 23:00:00-05,-0.003,0.584,189,2019-05-02 23:00:00
1087582,1087582,5587,2019-05-02 23:15:00-05,-0.003,0.192,190,2019-05-02 23:15:00
1087583,1087583,5587,2019-05-02 23:30:00-05,-0.003,0.593,191,2019-05-02 23:30:00
1087584,1087584,5587,2019-05-02 23:45:00-05,-0.002,0.288,192,2019-05-02 23:45:00
1087585,1087585,5587,2019-05-03 00:00:00-05,-0.003,0.538,193,2019-05-03 00:00:00
1087586,1087586,5587,2019-05-03 00:15:00-05,-0.003,0.204,194,2019-05-03 00:15:00
1087587,1087587,5587,2019-05-03 00:30:00-05,-0.003,0.571,195,2019-05-03 00:30:00
1087588,1087588,5587,2019-05-03 00:45:00-05,-0.003,0.278,196,2019-05-03 00:45:00
1087589,1087589,5587,2019-05-03 01:00:00-05,-0.003,0.522,197,2019-05-03 01:00:00
1087590,1087590,5587,2019-05-03 01:15:00-05,-0.003,0.216,198,2019-05-03 01:15:00
1087591,1087591,5587,2019-05-03 01:30:00-05,-0.003,0.55,199,2019-05-03 01:30:00
1087592,1087592,5587,2019-05-03 01:45:00-05,-0.002,0.291,200,2019-05-03 01:45:00
1087593,1087593,5587,2019-05-03 02:00:00-05,-0.003,0.512,201,2019-05-03 02:00:00
1087594,1087594,5587,2019-05-03 02:15:00-05,-0.003,0.233,202,2019-05-03 02:15:00
1087595,1087595,5587,2019-05-03 02:30:00-05,-0.003,1.292,203,2019-05-03 02:30:00
1087596,1087596,5587,2019-05-03 02:45:00-05,-0.003,2.098,204,2019-05-03 02:45:00
1087597,1087597,5587,2019-05-03 03:00:00-05,-0.003,1.989,205,2019-05-03 03:00:00
1087598,1087598,5587,2019-05-03 03:15:00-05,-0.003,1.996,206,2019-05-03 03:15:00
1087599,1087599,5587,2019-05-03 03:30:00-05,-0.003,1.966,207,2019-05-03 03:30:00
1087600,1087600,5587,2019-05-03 03:45:00-05,-0.003,2.253,208,2019-05-03 03:45:00
1087601,1087601,5587,2019-05-03 04:00:00-05,-0.004,3.22,209,2019-05-03 04:00:00
1087602,1087602,5587,2019-05-03 04:15:00-05,-0.003,2.396,210,2019-05-03 04:15:00
1087603,1087603,5587,2019-05-03 04:30:00-05,-0.003,3.153,211,2019-05-03 04:30:00
1087604,1087604,5587,2019-05-03 04:45:00-05,-0.003,2.828,212,2019-05-03 04:45:00
1087605,1087605,5587,2019-05-03 05:00:00-05,-0.002,2.507,213,2019-05-03 05:00:00
1087606,1087606,5587,2019-05-03 05:15:00-05,0.0,2.962,214,2019-05-03 05:15:00
1087607,1087607,5587,2019-05-03 05:30:00-05,0.014,3.023,215,2019-05-03 05:30:00
1087608,1087608,5587,2019-05-03 05:45:00-05,0.043,2.315,216,2019-05-03 05:45:00
1087609,1087609,5587,2019-05-03 06:00:00-05,0.059,2.065,217,2019-05-03 06:00:00
1087610,1087610,5587,2019-05-03 06:15:00-05,0.121,0.966,218,2019-05-03 06:15:00
1087611,1087611,5587,2019-05-03 06:30:00-05,0.351,0.505,219,2019-05-03 06:30:00
1087612,1087612,5587,2019-05-03 06:45:00-05,0.511,-0.146,220,2019-05-03 06:45:00
1087613,1087613,5587,2019-05-03 07:00:00-05,0.697,-0.207,221,2019-05-03 07:00:00
1087614,1087614,5587,2019-05-03 07:15:00-05,0.781,-0.405,222,2019-05-03 07:15:00
1087615,1087615,5587,2019-05-03 07:30:00-05,0.828,-0.259,223,2019-05-03 07:30:00
1087616,1087616,5587,2019-05-03 07:45:00-05,0.84,-0.285,224,2019-05-03 07:45:00
1087617,1087617,5587,2019-05-03 08:00:00-05,1.527,-0.612,225,2019-05-03 08:00:00
1087618,1087618,5587,2019-05-03 08:15:00-05,1.809,-1.295,226,2019-05-03 08:15:00
1087619,1087619,5587,2019-05-03 08:30:00-05,2.432,-1.796,227,2019-05-03 08:30:00
1087620,1087620,5587,2019-05-03 08:45:00-05,1.838,-1.287,228,2019-05-03 08:45:00
1087621,1087621,5587,2019-05-03 09:00:00-05,1.257,-0.666,229,2019-05-03 09:00:00
1087622,1087622,5587,2019-05-03 09:15:00-05,1.324,-0.844,230,2019-05-03 09:15:00
1087623,1087623,5587,2019-05-03 09:30:00-05,1.915,-1.156,231,2019-05-03 09:30:00
1087624,1087624,5587,2019-05-03 09:45:00-05,1.459,-0.893,232,2019-05-03 09:45:00
1087625,1087625,5587,2019-05-03 10:00:00-05,3.002,-2.339,233,2019-05-03 10:00:00
1087626,1087626,5587,2019-05-03 10:15:00-05,2.248,-1.754,234,2019-05-03 10:15:00
1087627,1087627,5587,2019-05-03 10:30:00-05,1.566,-0.865,235,2019-05-03 10:30:00
1087628,1087628,5587,2019-05-03 10:45:00-05,2.232,-1.732,236,2019-05-03 10:45:00
1087629,1087629,5587,2019-05-03 11:00:00-05,1.115,-0.507,237,2019-05-03 11:00:00
1087630,1087630,5587,2019-05-03 11:15:00-05,0.49,0.04,238,2019-05-03 11:15:00
1087631,1087631,5587,2019-05-03 11:30:00-05,0.46,0.222,239,2019-05-03 11:30:00
1087632,1087632,5587,2019-05-03 11:45:00-05,0.899,-0.075,240,2019-05-03 11:45:00
1087633,1087633,5587,2019-05-03 12:00:00-05,1.24,-0.46,241,2019-05-03 12:00:00
1087634,1087634,5587,2019-05-03 12:15:00-05,2.43,-1.497,242,2019-05-03 12:15:00
1087635,1087635,5587,2019-05-03 12:30:00-05,1.18,0.169,243,2019-05-03 12:30:00
1087636,1087636,5587,2019-05-03 12:45:00-05,0.565,0.446,244,2019-05-03 12:45:00
1087637,1087637,5587,2019-05-03 13:00:00-05,0.585,0.334,245,2019-05-03 13:00:00
1087638,1087638,5587,2019-05-03 13:15:00-05,0.715,0.117,246,2019-05-03 13:15:00
1087639,1087639,5587,2019-05-03 13:30:00-05,0.29,0.447,247,2019-05-03 13:30:00
1087640,1087640,5587,2019-05-03 13:45:00-05,0.256,0.48,248,2019-05-03 13:45:00
1087641,1087641,5587,2019-05-03 14:00:00-05,0.15,0.49,249,2019-05-03 14:00:00
1087642,1087642,5587,2019-05-03 14:15:00-05,0.087,0.397,250,2019-05-03 14:15:00
1087643,1087643,5587,2019-05-03 14:30:00-05,0.241,0.135,251,2019-05-03 14:30:00
1087644,1087644,5587,2019-05-03 14:45:00-05,0.188,0.228,252,2019-05-03 14:45:00
1087645,1087645,5587,2019-05-03 15:00:00-05,0.494,-0.049,253,2019-05-03 15:00:00
1087646,1087646,5587,2019-05-03 15:15:00-05,0.309,0.077,254,2019-05-03 15:15:00
1087647,1087647,5587,2019-05-03 15:30:00-05,0.568,-0.156,255,2019-05-03 15:30:00
1087648,1087648,5587,2019-05-03 15:45:00-05,1.113,-0.617,256,2019-05-03 15:45:00
1087649,1087649,5587,2019-05-03 16:00:00-05,0.586,0.089,257,2019-05-03 16:00:00
1087650,1087650,5587,2019-05-03 16:15:00-05,0.467,1.323,258,2019-05-03 16:15:00
1087651,1087651,5587,2019-05-03 16:30:00-05,0.645,0.384,259,2019-05-03 16:30:00
1087652,1087652,5587,2019-05-03 16:45:00-05,0.479,0.111,260,2019-05-03 16:45:00
1087653,1087653,5587,2019-05-03 17:00:00-05,0.163,0.419,261,2019-05-03 17:00:00
1087654,1087654,5587,2019-05-03 17:15:00-05,0.043,1.275,262,2019-05-03 17:15:00
1087655,1087655,5587,2019-05-03 17:30:00-05,0.01,0.725,263,2019-05-03 17:30:00
1087656,1087656,5587,2019-05-03 17:45:00-05,0.058,0.411,264,2019-05-03 17:45:00
1087657,1087657,5587,2019-05-03 18:00:00-05,0.084,0.341,265,2019-05-03 18:00:00
1087658,1087658,5587,2019-05-03 18:15:00-05,0.02,0.537,266,2019-05-03 18:15:00
1087659,1087659,5587,2019-05-03 18:30:00-05,0.0,0.446,267,2019-05-03 18:30:00
1087660,1087660,5587,2019-05-03 18:45:00-05,-0.001,0.442,268,2019-05-03 18:45:00
1087661,1087661,5587,2019-05-03 19:00:00-05,-0.002,0.498,269,2019-05-03 19:00:00
1087662,1087662,5587,2019-05-03 19:15:00-05,-0.003,0.508,270,2019-05-03 19:15:00
1087663,1087663,5587,2019-05-03 19:30:00-05,-0.003,0.443,271,2019-05-03 19:30:00
1087664,1087664,5587,2019-05-03 19:45:00-05,-0.003,0.531,272,2019-05-03 19:45:00
1087665,1087665,5587,2019-05-03 20:00:00-05,-0.003,0.501,273,2019-05-03 20:00:00
1087666,1087666,5587,2019-05-03 20:15:00-05,-0.003,0.471,274,2019-05-03 20:15:00
1087667,1087667,5587,2019-05-03 20:30:00-05,-0.003,0.543,275,2019-05-03 20:30:00
1087668,1087668,5587,2019-05-03 20:45:00-05,-0.002,1.201,276,2019-05-03 20:45:00
1087669,1087669,5587,2019-05-03 21:00:00-05,-0.003,0.631,277,2019-05-03 21:00:00
1087670,1087670,5587,2019-05-03 21:15:00-05,-0.003,0.646,278,2019-05-03 21:15:00
1087671,1087671,5587,2019-05-03 21:30:00-05,-0.003,0.559,279,2019-05-03 21:30:00
1087672,1087672,5587,2019-05-03 21:45:00-05,-0.003,0.507,280,2019-05-03 21:45:00
