,sequence,dataid,local_15min,solar_total,grid,sequence_reset,local_15min_localize
981974,981974,4550,2019-05-01 00:00:00-05,,0.36,1,2019-05-01 00:00:00
981975,981975,4550,2019-05-01 00:15:00-05,,0.268,2,2019-05-01 00:15:00
981976,981976,4550,2019-05-01 00:30:00-05,,0.241,3,2019-05-01 00:30:00
981977,981977,4550,2019-05-01 00:45:00-05,,0.29,4,2019-05-01 00:45:00
981978,981978,4550,2019-05-01 01:00:00-05,,0.214,5,2019-05-01 01:00:00
981979,981979,4550,2019-05-01 01:15:00-05,,0.281,6,2019-05-01 01:15:00
981980,981980,4550,2019-05-01 01:30:00-05,,0.222,7,2019-05-01 01:30:00
981981,981981,4550,2019-05-01 01:45:00-05,,0.229,8,2019-05-01 01:45:00
981982,981982,4550,2019-05-01 02:00:00-05,,0.277,9,2019-05-01 02:00:00
981983,981983,4550,2019-05-01 02:15:00-05,,0.306,10,2019-05-01 02:15:00
981984,981984,4550,2019-05-01 02:30:00-05,,0.367,11,2019-05-01 02:30:00
981985,981985,4550,2019-05-01 02:45:00-05,,0.306,12,2019-05-01 02:45:00
981986,981986,4550,2019-05-01 03:00:00-05,,0.248,13,2019-05-01 03:00:00
981987,981987,4550,2019-05-01 03:15:00-05,,0.298,14,2019-05-01 03:15:00
981988,981988,4550,2019-05-01 03:30:00-05,,0.233,15,2019-05-01 03:30:00
981989,981989,4550,2019-05-01 03:45:00-05,,0.29,16,2019-05-01 03:45:00
981990,981990,4550,2019-05-01 04:00:00-05,,0.249,17,2019-05-01 04:00:00
981991,981991,4550,2019-05-01 04:15:00-05,,0.229,18,2019-05-01 04:15:00
981992,981992,4550,2019-05-01 04:30:00-05,,0.307,19,2019-05-01 04:30:00
981993,981993,4550,2019-05-01 04:45:00-05,,0.373,20,2019-05-01 04:45:00
981994,981994,4550,2019-05-01 05:00:00-05,,0.407,21,2019-05-01 05:00:00
981995,981995,4550,2019-05-01 05:15:00-05,,0.393,22,2019-05-01 05:15:00
981996,981996,4550,2019-05-01 05:30:00-05,,0.317,23,2019-05-01 05:30:00
981997,981997,4550,2019-05-01 05:45:00-05,,0.445,24,2019-05-01 05:45:00
981998,981998,4550,2019-05-01 06:00:00-05,,0.764,25,2019-05-01 06:00:00
981999,981999,4550,2019-05-01 06:15:00-05,,0.338,26,2019-05-01 06:15:00
982000,982000,4550,2019-05-01 06:30:00-05,,0.413,27,2019-05-01 06:30:00
982001,982001,4550,2019-05-01 06:45:00-05,,0.376,28,2019-05-01 06:45:00
982002,982002,4550,2019-05-01 07:00:00-05,,0.227,29,2019-05-01 07:00:00
982003,982003,4550,2019-05-01 07:15:00-05,,0.317,30,2019-05-01 07:15:00
982004,982004,4550,2019-05-01 07:30:00-05,,0.3,31,2019-05-01 07:30:00
982005,982005,4550,2019-05-01 07:45:00-05,,0.23,32,2019-05-01 07:45:00
982006,982006,4550,2019-05-01 08:00:00-05,,0.266,33,2019-05-01 08:00:00
982007,982007,4550,2019-05-01 08:15:00-05,,0.182,34,2019-05-01 08:15:00
982008,982008,4550,2019-05-01 08:30:00-05,,0.307,35,2019-05-01 08:30:00
982009,982009,4550,2019-05-01 08:45:00-05,,0.466,36,2019-05-01 08:45:00
982010,982010,4550,2019-05-01 09:00:00-05,,0.331,37,2019-05-01 09:00:00
982011,982011,4550,2019-05-01 09:15:00-05,,0.361,38,2019-05-01 09:15:00
982012,982012,4550,2019-05-01 09:30:00-05,,0.438,39,2019-05-01 09:30:00
982013,982013,4550,2019-05-01 09:45:00-05,,0.48,40,2019-05-01 09:45:00
982014,982014,4550,2019-05-01 10:00:00-05,,0.462,41,2019-05-01 10:00:00
982015,982015,4550,2019-05-01 10:15:00-05,,0.57,42,2019-05-01 10:15:00
982016,982016,4550,2019-05-01 10:30:00-05,,0.306,43,2019-05-01 10:30:00
982017,982017,4550,2019-05-01 10:45:00-05,,0.554,44,2019-05-01 10:45:00
982018,982018,4550,2019-05-01 11:00:00-05,,0.219,45,2019-05-01 11:00:00
982019,982019,4550,2019-05-01 11:15:00-05,,0.244,46,2019-05-01 11:15:00
982020,982020,4550,2019-05-01 11:30:00-05,,0.255,47,2019-05-01 11:30:00
982021,982021,4550,2019-05-01 11:45:00-05,,0.21,48,2019-05-01 11:45:00
982022,982022,4550,2019-05-01 12:00:00-05,,0.293,49,2019-05-01 12:00:00
982023,982023,4550,2019-05-01 12:15:00-05,,0.216,50,2019-05-01 12:15:00
982024,982024,4550,2019-05-01 12:30:00-05,,0.368,51,2019-05-01 12:30:00
982025,982025,4550,2019-05-01 12:45:00-05,,0.33,52,2019-05-01 12:45:00
982026,982026,4550,2019-05-01 13:00:00-05,,0.343,53,2019-05-01 13:00:00
