,sequence,dataid,local_15min,solar_total,grid,sequence_reset,local_15min_localize
1069808,1069808,5058,2019-05-01 19:45:00-05,-0.007,1.833,80,2019-05-01 19:45:00
1069809,1069809,5058,2019-05-01 20:00:00-05,-0.007,1.814,81,2019-05-01 20:00:00
1069810,1069810,5058,2019-05-01 20:15:00-05,-0.007,1.729,82,2019-05-01 20:15:00
1069811,1069811,5058,2019-05-01 20:30:00-05,-0.007,1.734,83,2019-05-01 20:30:00
1069812,1069812,5058,2019-05-01 20:45:00-05,-0.007,1.74,84,2019-05-01 20:45:00
1069813,1069813,5058,2019-05-01 21:00:00-05,-0.007,1.786,85,2019-05-01 21:00:00
1069814,1069814,5058,2019-05-01 21:15:00-05,-0.007,1.817,86,2019-05-01 21:15:00
1069815,1069815,5058,2019-05-01 21:30:00-05,-0.007,1.747,87,2019-05-01 21:30:00
1069816,1069816,5058,2019-05-01 21:45:00-05,-0.007,1.748,88,2019-05-01 21:45:00
1069817,1069817,5058,2019-05-01 22:00:00-05,-0.007,1.743,89,2019-05-01 22:00:00
1069818,1069818,5058,2019-05-01 22:15:00-05,-0.007,1.751,90,2019-05-01 22:15:00
1069819,1069819,5058,2019-05-01 22:30:00-05,-0.007,1.844,91,2019-05-01 22:30:00
1069820,1069820,5058,2019-05-01 22:45:00-05,-0.007,1.752,92,2019-05-01 22:45:00
1069821,1069821,5058,2019-05-01 23:00:00-05,-0.007,1.742,93,2019-05-01 23:00:00
1069822,1069822,5058,2019-05-01 23:15:00-05,-0.007,1.739,94,2019-05-01 23:15:00
1069823,1069823,5058,2019-05-01 23:30:00-05,-0.007,0.668,95,2019-05-01 23:30:00
1069824,1069824,5058,2019-05-01 23:45:00-05,-0.006,0.223,96,2019-05-01 23:45:00
1069825,1069825,5058,2019-05-02 00:00:00-05,-0.006,0.288,97,2019-05-02 00:00:00
1069826,1069826,5058,2019-05-02 00:15:00-05,-0.006,0.201,98,2019-05-02 00:15:00
1069827,1069827,5058,2019-05-02 00:30:00-05,-0.006,0.201,99,2019-05-02 00:30:00
1069828,1069828,5058,2019-05-02 00:45:00-05,-0.006,0.201,100,2019-05-02 00:45:00
1069829,1069829,5058,2019-05-02 01:00:00-05,-0.006,0.201,101,2019-05-02 01:00:00
1069830,1069830,5058,2019-05-02 01:15:00-05,-0.006,0.234,102,2019-05-02 01:15:00
1069831,1069831,5058,2019-05-02 01:30:00-05,-0.006,0.278,103,2019-05-02 01:30:00
1069832,1069832,5058,2019-05-02 01:45:00-05,-0.006,0.201,104,2019-05-02 01:45:00
1069833,1069833,5058,2019-05-02 02:00:00-05,-0.006,0.201,105,2019-05-02 02:00:00
1069834,1069834,5058,2019-05-02 02:15:00-05,-0.006,0.201,106,2019-05-02 02:15:00
1069835,1069835,5058,2019-05-02 02:30:00-05,-0.006,0.2,107,2019-05-02 02:30:00
1069836,1069836,5058,2019-05-02 02:45:00-05,-0.006,0.891,108,2019-05-02 02:45:00
1069837,1069837,5058,2019-05-02 03:00:00-05,-0.006,0.301,109,2019-05-02 03:00:00
1069838,1069838,5058,2019-05-02 03:15:00-05,-0.006,0.21,110,2019-05-02 03:15:00
1069839,1069839,5058,2019-05-02 03:30:00-05,-0.007,1.066,111,2019-05-02 03:30:00
1069840,1069840,5058,2019-05-02 03:45:00-05,-0.007,1.762,112,2019-05-02 03:45:00
1069841,1069841,5058,2019-05-02 04:00:00-05,-0.006,0.594,113,2019-05-02 04:00:00
1069842,1069842,5058,2019-05-02 04:15:00-05,-0.006,0.382,114,2019-05-02 04:15:00
1069843,1069843,5058,2019-05-02 04:30:00-05,-0.006,0.639,115,2019-05-02 04:30:00
1069844,1069844,5058,2019-05-02 04:45:00-05,-0.007,1.115,116,2019-05-02 04:45:00
1069845,1069845,5058,2019-05-02 05:00:00-05,-0.006,0.442,117,2019-05-02 05:00:00
1069846,1069846,5058,2019-05-02 05:15:00-05,-0.012,0.464,118,2019-05-02 05:15:00
1069847,1069847,5058,2019-05-02 05:30:00-05,-0.007,0.511,119,2019-05-02 05:30:00
1069848,1069848,5058,2019-05-02 05:45:00-05,0.012,0.249,120,2019-05-02 05:45:00
1069849,1069849,5058,2019-05-02 06:00:00-05,0.008,0.382,121,2019-05-02 06:00:00
1069850,1069850,5058,2019-05-02 06:15:00-05,0.009,0.634,122,2019-05-02 06:15:00
1069851,1069851,5058,2019-05-02 06:30:00-05,-0.008,0.531,123,2019-05-02 06:30:00
1069852,1069852,5058,2019-05-02 06:45:00-05,0.019,0.524,124,2019-05-02 06:45:00
1069853,1069853,5058,2019-05-02 07:00:00-05,0.011,1.297,125,2019-05-02 07:00:00
1069854,1069854,5058,2019-05-02 07:15:00-05,0.101,0.604,126,2019-05-02 07:15:00
1069855,1069855,5058,2019-05-02 07:30:00-05,0.081,0.232,127,2019-05-02 07:30:00
1069856,1069856,5058,2019-05-02 07:45:00-05,0.003,0.301,128,2019-05-02 07:45:00
1069857,1069857,5058,2019-05-02 08:00:00-05,0.026,0.267,129,2019-05-02 08:00:00
1069858,1069858,5058,2019-05-02 08:15:00-05,0.177,0.076,130,2019-05-02 08:15:00
1069859,1069859,5058,2019-05-02 08:30:00-05,0.226,0.014,131,2019-05-02 08:30:00
1069860,1069860,5058,2019-05-02 08:45:00-05,0.177,0.061,132,2019-05-02 08:45:00
1069861,1069861,5058,2019-05-02 09:00:00-05,0.366,-0.164,133,2019-05-02 09:00:00
1069862,1069862,5058,2019-05-02 09:15:00-05,0.32,-0.049,134,2019-05-02 09:15:00
1069863,1069863,5058,2019-05-02 09:30:00-05,0.215,0.016,135,2019-05-02 09:30:00
1069864,1069864,5058,2019-05-02 09:45:00-05,0.435,-0.239,136,2019-05-02 09:45:00
1069865,1069865,5058,2019-05-02 10:00:00-05,1.077,-0.87,137,2019-05-02 10:00:00
1069866,1069866,5058,2019-05-02 10:15:00-05,0.848,-0.568,138,2019-05-02 10:15:00
1069867,1069867,5058,2019-05-02 10:30:00-05,0.782,-0.59,139,2019-05-02 10:30:00
1069868,1069868,5058,2019-05-02 10:45:00-05,0.426,-0.153,140,2019-05-02 10:45:00
1069869,1069869,5058,2019-05-02 11:00:00-05,0.607,-0.352,141,2019-05-02 11:00:00
1069870,1069870,5058,2019-05-02 11:15:00-05,0.756,-0.525,142,2019-05-02 11:15:00
1069871,1069871,5058,2019-05-02 11:30:00-05,0.749,-0.372,143,2019-05-02 11:30:00
1069872,1069872,5058,2019-05-02 11:45:00-05,0.651,-0.326,144,2019-05-02 11:45:00
1069873,1069873,5058,2019-05-02 12:00:00-05,0.662,-0.442,145,2019-05-02 12:00:00
1069874,1069874,5058,2019-05-02 12:15:00-05,1.356,-1.151,146,2019-05-02 12:15:00
1069875,1069875,5058,2019-05-02 12:30:00-05,1.334,-1.146,147,2019-05-02 12:30:00
1069876,1069876,5058,2019-05-02 12:45:00-05,2.06,-1.88,148,2019-05-02 12:45:00
1069877,1069877,5058,2019-05-02 13:00:00-05,3.026,-2.853,149,2019-05-02 13:00:00
1069878,1069878,5058,2019-05-02 13:15:00-05,3.159,-2.902,150,2019-05-02 13:15:00
1069879,1069879,5058,2019-05-02 13:30:00-05,3.268,-3.062,151,2019-05-02 13:30:00
1069880,1069880,5058,2019-05-02 13:45:00-05,3.254,-3.073,152,2019-05-02 13:45:00
1069881,1069881,5058,2019-05-02 14:00:00-05,3.1,-2.932,153,2019-05-02 14:00:00
1069882,1069882,5058,2019-05-02 14:15:00-05,3.164,-2.946,154,2019-05-02 14:15:00
1069883,1069883,5058,2019-05-02 14:30:00-05,3.104,-2.878,155,2019-05-02 14:30:00
1069884,1069884,5058,2019-05-02 14:45:00-05,3.006,-2.712,156,2019-05-02 14:45:00
1069885,1069885,5058,2019-05-02 15:00:00-05,2.928,-2.727,157,2019-05-02 15:00:00
1069886,1069886,5058,2019-05-02 15:15:00-05,2.777,-2.575,158,2019-05-02 15:15:00
1069887,1069887,5058,2019-05-02 15:30:00-05,2.628,-2.437,159,2019-05-02 15:30:00
1069888,1069888,5058,2019-05-02 15:45:00-05,2.492,-2.325,160,2019-05-02 15:45:00
1069889,1069889,5058,2019-05-02 16:00:00-05,2.302,-2.069,161,2019-05-02 16:00:00
1069890,1069890,5058,2019-05-02 16:15:00-05,2.12,-1.789,162,2019-05-02 16:15:00
1069891,1069891,5058,2019-05-02 16:30:00-05,1.783,-1.205,163,2019-05-02 16:30:00
1069892,1069892,5058,2019-05-02 16:45:00-05,1.56,0.176,164,2019-05-02 16:45:00
1069893,1069893,5058,2019-05-02 17:00:00-05,1.034,0.082,165,2019-05-02 17:00:00
1069894,1069894,5058,2019-05-02 17:15:00-05,1.169,-0.895,166,2019-05-02 17:15:00
1069895,1069895,5058,2019-05-02 17:30:00-05,0.71,-0.113,167,2019-05-02 17:30:00
1069896,1069896,5058,2019-05-02 17:45:00-05,0.511,-0.289,168,2019-05-02 17:45:00
1069897,1069897,5058,2019-05-02 18:00:00-05,0.318,-0.11,169,2019-05-02 18:00:00
1069898,1069898,5058,2019-05-02 18:15:00-05,0.113,0.167,170,2019-05-02 18:15:00
1069899,1069899,5058,2019-05-02 18:30:00-05,0.008,0.684,171,2019-05-02 18:30:00
1069900,1069900,5058,2019-05-02 18:45:00-05,-0.012,1.762,172,2019-05-02 18:45:00
1069901,1069901,5058,2019-05-02 19:00:00-05,-0.008,1.8,173,2019-05-02 19:00:00
1069902,1069902,5058,2019-05-02 19:15:00-05,-0.007,1.759,174,2019-05-02 19:15:00
1069903,1069903,5058,2019-05-02 19:30:00-05,-0.007,1.802,175,2019-05-02 19:30:00
1069904,1069904,5058,2019-05-02 19:45:00-05,-0.007,1.829,176,2019-05-02 19:45:00
1069905,1069905,5058,2019-05-02 20:00:00-05,-0.007,1.746,177,2019-05-02 20:00:00
1069906,1069906,5058,2019-05-02 20:15:00-05,-0.007,1.74,178,2019-05-02 20:15:00
1069907,1069907,5058,2019-05-02 20:30:00-05,-0.007,1.75,179,2019-05-02 20:30:00
1069908,1069908,5058,2019-05-02 20:45:00-05,-0.007,1.748,180,2019-05-02 20:45:00
1069909,1069909,5058,2019-05-02 21:00:00-05,-0.007,1.797,181,2019-05-02 21:00:00
1069910,1069910,5058,2019-05-02 21:15:00-05,-0.007,0.939,182,2019-05-02 21:15:00
1069911,1069911,5058,2019-05-02 21:30:00-05,-0.006,0.201,183,2019-05-02 21:30:00
1069912,1069912,5058,2019-05-02 21:45:00-05,-0.006,0.202,184,2019-05-02 21:45:00
1069913,1069913,5058,2019-05-02 22:00:00-05,-0.006,0.202,185,2019-05-02 22:00:00
1069914,1069914,5058,2019-05-02 22:15:00-05,-0.006,0.202,186,2019-05-02 22:15:00
1069915,1069915,5058,2019-05-02 22:30:00-05,-0.006,0.283,187,2019-05-02 22:30:00
1069916,1069916,5058,2019-05-02 22:45:00-05,-0.006,0.243,188,2019-05-02 22:45:00
1069917,1069917,5058,2019-05-02 23:00:00-05,-0.006,0.202,189,2019-05-02 23:00:00
1069918,1069918,5058,2019-05-02 23:15:00-05,-0.006,0.202,190,2019-05-02 23:15:00
1069919,1069919,5058,2019-05-02 23:30:00-05,-0.006,0.203,191,2019-05-02 23:30:00
1069920,1069920,5058,2019-05-02 23:45:00-05,-0.006,0.202,192,2019-05-02 23:45:00
1069921,1069921,5058,2019-05-03 00:00:00-05,-0.006,0.283,193,2019-05-03 00:00:00
1069922,1069922,5058,2019-05-03 00:15:00-05,-0.006,0.241,194,2019-05-03 00:15:00
1069923,1069923,5058,2019-05-03 00:30:00-05,-0.007,1.01,195,2019-05-03 00:30:00
1069924,1069924,5058,2019-05-03 00:45:00-05,-0.007,1.74,196,2019-05-03 00:45:00
1069925,1069925,5058,2019-05-03 01:00:00-05,-0.007,0.787,197,2019-05-03 01:00:00
1069926,1069926,5058,2019-05-03 01:15:00-05,-0.006,0.202,198,2019-05-03 01:15:00
1069927,1069927,5058,2019-05-03 01:30:00-05,-0.006,0.29,199,2019-05-03 01:30:00
1069928,1069928,5058,2019-05-03 01:45:00-05,-0.006,0.232,200,2019-05-03 01:45:00
1069929,1069929,5058,2019-05-03 02:00:00-05,-0.006,0.202,201,2019-05-03 02:00:00
1069930,1069930,5058,2019-05-03 02:15:00-05,-0.006,0.202,202,2019-05-03 02:15:00
1069931,1069931,5058,2019-05-03 02:30:00-05,-0.006,0.689,203,2019-05-03 02:30:00
1069932,1069932,5058,2019-05-03 02:45:00-05,-0.006,0.345,204,2019-05-03 02:45:00
1069933,1069933,5058,2019-05-03 03:00:00-05,-0.006,0.295,205,2019-05-03 03:00:00
1069934,1069934,5058,2019-05-03 03:15:00-05,-0.006,0.249,206,2019-05-03 03:15:00
1069935,1069935,5058,2019-05-03 03:30:00-05,-0.006,0.248,207,2019-05-03 03:30:00
1069936,1069936,5058,2019-05-03 03:45:00-05,-0.006,0.398,208,2019-05-03 03:45:00
1069937,1069937,5058,2019-05-03 04:00:00-05,-0.006,0.384,209,2019-05-03 04:00:00
1069938,1069938,5058,2019-05-03 04:15:00-05,-0.007,1.876,210,2019-05-03 04:15:00
1069939,1069939,5058,2019-05-03 04:30:00-05,-0.007,1.754,211,2019-05-03 04:30:00
1069940,1069940,5058,2019-05-03 04:45:00-05,-0.007,1.737,212,2019-05-03 04:45:00
1069941,1069941,5058,2019-05-03 05:00:00-05,-0.007,1.749,213,2019-05-03 05:00:00
1069942,1069942,5058,2019-05-03 05:15:00-05,-0.014,0.552,214,2019-05-03 05:15:00
1069943,1069943,5058,2019-05-03 05:30:00-05,-0.012,0.32,215,2019-05-03 05:30:00
1069944,1069944,5058,2019-05-03 05:45:00-05,-0.01,0.708,216,2019-05-03 05:45:00
1069945,1069945,5058,2019-05-03 06:00:00-05,-0.003,0.482,217,2019-05-03 06:00:00
1069946,1069946,5058,2019-05-03 06:15:00-05,0.004,0.25,218,2019-05-03 06:15:00
1069947,1069947,5058,2019-05-03 06:30:00-05,0.0,0.186,219,2019-05-03 06:30:00
1069948,1069948,5058,2019-05-03 06:45:00-05,0.028,0.158,220,2019-05-03 06:45:00
1069949,1069949,5058,2019-05-03 07:00:00-05,0.305,-0.053,221,2019-05-03 07:00:00
1069950,1069950,5058,2019-05-03 07:15:00-05,0.419,-0.123,222,2019-05-03 07:15:00
1069951,1069951,5058,2019-05-03 07:30:00-05,0.508,-0.146,223,2019-05-03 07:30:00
1069952,1069952,5058,2019-05-03 07:45:00-05,0.511,-0.107,224,2019-05-03 07:45:00
1069953,1069953,5058,2019-05-03 08:00:00-05,0.998,-0.711,225,2019-05-03 08:00:00
1069954,1069954,5058,2019-05-03 08:15:00-05,0.969,-0.774,226,2019-05-03 08:15:00
1069955,1069955,5058,2019-05-03 08:30:00-05,0.872,-0.67,227,2019-05-03 08:30:00
1069956,1069956,5058,2019-05-03 08:45:00-05,1.341,-1.02,228,2019-05-03 08:45:00
1069957,1069957,5058,2019-05-03 09:00:00-05,1.182,0.024,229,2019-05-03 09:00:00
1069958,1069958,5058,2019-05-03 09:15:00-05,1.878,-0.13,230,2019-05-03 09:15:00
1069959,1069959,5058,2019-05-03 09:30:00-05,1.78,-1.144,231,2019-05-03 09:30:00
1069960,1069960,5058,2019-05-03 09:45:00-05,1.488,-1.258,232,2019-05-03 09:45:00
1069961,1069961,5058,2019-05-03 10:00:00-05,1.167,-0.918,233,2019-05-03 10:00:00
1069962,1069962,5058,2019-05-03 10:15:00-05,1.765,-1.424,234,2019-05-03 10:15:00
1069963,1069963,5058,2019-05-03 10:30:00-05,1.969,-1.72,235,2019-05-03 10:30:00
1069964,1069964,5058,2019-05-03 10:45:00-05,1.264,-1.021,236,2019-05-03 10:45:00
1069965,1069965,5058,2019-05-03 11:00:00-05,0.373,-0.116,237,2019-05-03 11:00:00
1069966,1069966,5058,2019-05-03 11:15:00-05,1.023,-0.57,238,2019-05-03 11:15:00
1069967,1069967,5058,2019-05-03 11:30:00-05,1.328,-0.893,239,2019-05-03 11:30:00
1069968,1069968,5058,2019-05-03 11:45:00-05,1.72,-1.426,240,2019-05-03 11:45:00
1069969,1069969,5058,2019-05-03 12:00:00-05,1.009,-0.792,241,2019-05-03 12:00:00
1069970,1069970,5058,2019-05-03 12:15:00-05,1.608,-1.428,242,2019-05-03 12:15:00
1069971,1069971,5058,2019-05-03 12:30:00-05,2.035,-1.79,243,2019-05-03 12:30:00
1069972,1069972,5058,2019-05-03 12:45:00-05,1.872,-1.546,244,2019-05-03 12:45:00
1069973,1069973,5058,2019-05-03 13:00:00-05,0.579,-0.235,245,2019-05-03 13:00:00
1069974,1069974,5058,2019-05-03 13:15:00-05,0.318,-0.05,246,2019-05-03 13:15:00
1069975,1069975,5058,2019-05-03 13:30:00-05,0.354,0.038,247,2019-05-03 13:30:00
1069976,1069976,5058,2019-05-03 13:45:00-05,0.533,-0.187,248,2019-05-03 13:45:00
1069977,1069977,5058,2019-05-03 14:00:00-05,0.266,-0.077,249,2019-05-03 14:00:00
1069978,1069978,5058,2019-05-03 14:15:00-05,0.166,0.024,250,2019-05-03 14:15:00
1069979,1069979,5058,2019-05-03 14:30:00-05,0.197,-0.007,251,2019-05-03 14:30:00
1069980,1069980,5058,2019-05-03 14:45:00-05,0.21,-0.02,252,2019-05-03 14:45:00
1069981,1069981,5058,2019-05-03 15:00:00-05,0.318,-0.053,253,2019-05-03 15:00:00
1069982,1069982,5058,2019-05-03 15:15:00-05,0.469,-0.007,254,2019-05-03 15:15:00
1069983,1069983,5058,2019-05-03 15:30:00-05,0.337,1.396,255,2019-05-03 15:30:00
1069984,1069984,5058,2019-05-03 15:45:00-05,0.622,0.855,256,2019-05-03 15:45:00
1069985,1069985,5058,2019-05-03 16:00:00-05,0.907,-0.692,257,2019-05-03 16:00:00
1069986,1069986,5058,2019-05-03 16:15:00-05,0.434,-0.199,258,2019-05-03 16:15:00
1069987,1069987,5058,2019-05-03 16:30:00-05,0.451,-0.157,259,2019-05-03 16:30:00
1069988,1069988,5058,2019-05-03 16:45:00-05,0.056,0.151,260,2019-05-03 16:45:00
1069989,1069989,5058,2019-05-03 17:00:00-05,0.01,0.173,261,2019-05-03 17:00:00
1069990,1069990,5058,2019-05-03 17:15:00-05,0.033,0.154,262,2019-05-03 17:15:00
1069991,1069991,5058,2019-05-03 17:30:00-05,-0.001,0.183,263,2019-05-03 17:30:00
1069992,1069992,5058,2019-05-03 17:45:00-05,0.071,0.127,264,2019-05-03 17:45:00
1069993,1069993,5058,2019-05-03 18:00:00-05,0.059,0.228,265,2019-05-03 18:00:00
1069994,1069994,5058,2019-05-03 18:15:00-05,-0.013,0.211,266,2019-05-03 18:15:00
1069995,1069995,5058,2019-05-03 18:30:00-05,-0.019,0.201,267,2019-05-03 18:30:00
1069996,1069996,5058,2019-05-03 18:45:00-05,-0.006,0.203,268,2019-05-03 18:45:00
1069997,1069997,5058,2019-05-03 19:00:00-05,-0.006,0.272,269,2019-05-03 19:00:00
1069998,1069998,5058,2019-05-03 19:15:00-05,-0.006,0.349,270,2019-05-03 19:15:00
1069999,1069999,5058,2019-05-03 19:30:00-05,-0.006,0.816,271,2019-05-03 19:30:00
1070000,1070000,5058,2019-05-03 19:45:00-05,-0.007,1.802,272,2019-05-03 19:45:00
1070001,1070001,5058,2019-05-03 20:00:00-05,-0.007,1.354,273,2019-05-03 20:00:00
1070002,1070002,5058,2019-05-03 20:15:00-05,-0.006,0.206,274,2019-05-03 20:15:00
1070003,1070003,5058,2019-05-03 20:30:00-05,-0.006,0.202,275,2019-05-03 20:30:00
1070004,1070004,5058,2019-05-03 20:45:00-05,-0.006,0.253,276,2019-05-03 20:45:00
1070005,1070005,5058,2019-05-03 21:00:00-05,-0.006,0.275,277,2019-05-03 21:00:00
1070006,1070006,5058,2019-05-03 21:15:00-05,-0.006,0.201,278,2019-05-03 21:15:00
1070007,1070007,5058,2019-05-03 21:30:00-05,-0.006,0.201,279,2019-05-03 21:30:00
