,Unnamed: 0,dataid,local_15min,solar_total,grid
595020,770488,6547,2014-10-01 00:00:00-05,,0.339
595021,770489,6547,2014-10-01 00:15:00-05,,0.272
595022,770490,6547,2014-10-01 00:30:00-05,,0.348
595023,770491,6547,2014-10-01 00:45:00-05,,0.273
595024,770492,6547,2014-10-01 01:00:00-05,,0.349
595025,770493,6547,2014-10-01 01:15:00-05,,0.297
595026,770494,6547,2014-10-01 01:30:00-05,,0.318
595027,770495,6547,2014-10-01 01:45:00-05,,0.314
595028,770496,6547,2014-10-01 02:00:00-05,,0.299
595029,770497,6547,2014-10-01 02:15:00-05,,0.334
595030,770498,6547,2014-10-01 02:30:00-05,,0.277
595031,770499,6547,2014-10-01 02:45:00-05,,0.351
595032,770500,6547,2014-10-01 03:00:00-05,,0.269
595033,770501,6547,2014-10-01 03:15:00-05,,0.293
595034,770502,6547,2014-10-01 03:30:00-05,,0.233
595035,770503,6547,2014-10-01 03:45:00-05,,0.244
595036,770504,6547,2014-10-01 04:00:00-05,,0.221
595037,770505,6547,2014-10-01 04:15:00-05,,0.218
595038,770506,6547,2014-10-01 04:30:00-05,,0.202
595039,770507,6547,2014-10-01 04:45:00-05,,0.154
595040,770508,6547,2014-10-01 05:00:00-05,,0.212
595041,770509,6547,2014-10-01 05:15:00-05,,0.136
595042,770510,6547,2014-10-01 05:30:00-05,,0.216
595043,770511,6547,2014-10-01 05:45:00-05,,0.145
595044,770512,6547,2014-10-01 06:00:00-05,,0.2
595045,770513,6547,2014-10-01 06:15:00-05,,0.156
595046,770514,6547,2014-10-01 06:30:00-05,,0.187
595047,770515,6547,2014-10-01 06:45:00-05,,0.178
595048,770516,6547,2014-10-01 07:00:00-05,,0.165
595049,770517,6547,2014-10-01 07:15:00-05,,0.196
595050,770518,6547,2014-10-01 07:30:00-05,,0.141
595051,770519,6547,2014-10-01 07:45:00-05,,0.204
595052,770520,6547,2014-10-01 08:00:00-05,,0.125
595053,770521,6547,2014-10-01 08:15:00-05,,0.204
595054,770522,6547,2014-10-01 08:30:00-05,,0.137
595055,770523,6547,2014-10-01 08:45:00-05,,0.187
595056,770524,6547,2014-10-01 09:00:00-05,,0.153
595057,770525,6547,2014-10-01 09:15:00-05,,0.171
595058,770526,6547,2014-10-01 09:30:00-05,,0.169
595059,770527,6547,2014-10-01 09:45:00-05,,0.154
595060,770528,6547,2014-10-01 10:00:00-05,,0.201
595061,770529,6547,2014-10-01 10:15:00-05,,0.201
595062,770530,6547,2014-10-01 10:30:00-05,,0.198
595063,770531,6547,2014-10-01 10:45:00-05,,0.129
595064,770532,6547,2014-10-01 11:00:00-05,,0.207
595065,770533,6547,2014-10-01 11:15:00-05,,0.127
595066,770534,6547,2014-10-01 11:30:00-05,,0.197
595067,770535,6547,2014-10-01 11:45:00-05,,0.14
595068,770536,6547,2014-10-01 12:00:00-05,,0.183
595069,770537,6547,2014-10-01 12:15:00-05,,0.153
595070,770538,6547,2014-10-01 12:30:00-05,,0.17
595071,770539,6547,2014-10-01 12:45:00-05,,0.166
595072,770540,6547,2014-10-01 13:00:00-05,,0.157
595073,770541,6547,2014-10-01 13:15:00-05,,0.181
595074,770542,6547,2014-10-01 13:30:00-05,,0.144
595075,770543,6547,2014-10-01 13:45:00-05,,0.196
595076,770544,6547,2014-10-01 14:00:00-05,,0.131
595077,770545,6547,2014-10-01 14:15:00-05,,0.209
595078,770546,6547,2014-10-01 14:30:00-05,,0.125
595079,770547,6547,2014-10-01 14:45:00-05,,0.202
595080,770548,6547,2014-10-01 15:00:00-05,,0.139
595081,770549,6547,2014-10-01 15:15:00-05,,0.188
595082,770550,6547,2014-10-01 15:30:00-05,,0.153
595083,770551,6547,2014-10-01 15:45:00-05,,0.173
595084,770552,6547,2014-10-01 16:00:00-05,,0.165
595085,770553,6547,2014-10-01 16:15:00-05,,0.16
595086,770554,6547,2014-10-01 16:30:00-05,,0.183
595087,770555,6547,2014-10-01 16:45:00-05,,0.142
595088,770556,6547,2014-10-01 17:00:00-05,,0.2
595089,770557,6547,2014-10-01 17:15:00-05,,0.127
595090,770558,6547,2014-10-01 17:30:00-05,,0.208
595091,770559,6547,2014-10-01 17:45:00-05,,0.13
595092,770560,6547,2014-10-01 18:00:00-05,,0.199
595093,770561,6547,2014-10-01 18:15:00-05,,0.147
595094,770562,6547,2014-10-01 18:30:00-05,,0.181
595095,770563,6547,2014-10-01 18:45:00-05,,0.164
595096,770564,6547,2014-10-01 19:00:00-05,,0.165
595097,770565,6547,2014-10-01 19:15:00-05,,0.181
595098,770566,6547,2014-10-01 19:30:00-05,,0.148
595099,770567,6547,2014-10-01 19:45:00-05,,0.199
595100,770568,6547,2014-10-01 20:00:00-05,,0.131
595101,770569,6547,2014-10-01 20:15:00-05,,0.211
595102,770570,6547,2014-10-01 20:30:00-05,,0.13
595103,770571,6547,2014-10-01 20:45:00-05,,0.793
595104,770572,6547,2014-10-01 21:00:00-05,,0.621
595105,770573,6547,2014-10-01 21:15:00-05,,0.321
595106,770574,6547,2014-10-01 21:30:00-05,,0.337
595107,770575,6547,2014-10-01 21:45:00-05,,0.353
595108,770576,6547,2014-10-01 22:00:00-05,,0.451
595109,770577,6547,2014-10-01 22:15:00-05,,0.672
595110,770578,6547,2014-10-01 22:30:00-05,,0.369
595111,770579,6547,2014-10-01 22:45:00-05,,0.377
595112,770580,6547,2014-10-01 23:00:00-05,,0.385
595113,770581,6547,2014-10-01 23:15:00-05,,0.376
595114,770582,6547,2014-10-01 23:30:00-05,,0.315
595115,770583,6547,2014-10-01 23:45:00-05,,0.329
595116,770584,6547,2014-10-02 00:00:00-05,,0.334
595117,770585,6547,2014-10-02 00:15:00-05,,0.294
595118,770586,6547,2014-10-02 00:30:00-05,,0.4
595119,770587,6547,2014-10-02 00:45:00-05,,0.28
595120,770588,6547,2014-10-02 01:00:00-05,,0.35
595121,770589,6547,2014-10-02 01:15:00-05,,0.303
595122,770590,6547,2014-10-02 01:30:00-05,,0.329
595123,770591,6547,2014-10-02 01:45:00-05,,0.321
595124,770592,6547,2014-10-02 02:00:00-05,,0.287
595125,770593,6547,2014-10-02 02:15:00-05,,0.331
595126,770594,6547,2014-10-02 02:30:00-05,,0.265
595127,770595,6547,2014-10-02 02:45:00-05,,0.333
595128,770596,6547,2014-10-02 03:00:00-05,,0.169
595129,770597,6547,2014-10-02 03:15:00-05,,0.238
595130,770598,6547,2014-10-02 03:30:00-05,,0.162
595131,770599,6547,2014-10-02 03:45:00-05,,0.201
595132,770600,6547,2014-10-02 04:00:00-05,,0.152
595133,770601,6547,2014-10-02 04:15:00-05,,0.168
595134,770602,6547,2014-10-02 04:30:00-05,,0.175
595135,770603,6547,2014-10-02 04:45:00-05,,0.159
595136,770604,6547,2014-10-02 05:00:00-05,,0.19
595137,770605,6547,2014-10-02 05:15:00-05,,0.144
595138,770606,6547,2014-10-02 05:30:00-05,,0.202
595139,770607,6547,2014-10-02 05:45:00-05,,0.129
595140,770608,6547,2014-10-02 06:00:00-05,,0.204
595141,770609,6547,2014-10-02 06:15:00-05,,0.127
595142,770610,6547,2014-10-02 06:30:00-05,,0.19
595143,770611,6547,2014-10-02 06:45:00-05,,0.137
595144,770612,6547,2014-10-02 07:00:00-05,,0.169
595145,770613,6547,2014-10-02 07:15:00-05,,0.137
595146,770614,6547,2014-10-02 07:30:00-05,,0.152
595147,770615,6547,2014-10-02 07:45:00-05,,0.148
595148,770616,6547,2014-10-02 08:00:00-05,,0.14
595149,770617,6547,2014-10-02 08:15:00-05,,0.161
595150,770618,6547,2014-10-02 08:30:00-05,,0.128
595151,770619,6547,2014-10-02 08:45:00-05,,0.196
595152,770620,6547,2014-10-02 09:00:00-05,,0.146
595153,770621,6547,2014-10-02 09:15:00-05,,0.259
595154,770622,6547,2014-10-02 09:30:00-05,,0.129
595155,770623,6547,2014-10-02 09:45:00-05,,0.161
595156,770624,6547,2014-10-02 10:00:00-05,,0.139
595157,770625,6547,2014-10-02 10:15:00-05,,0.149
595158,770626,6547,2014-10-02 10:30:00-05,,0.156
595159,770627,6547,2014-10-02 10:45:00-05,,0.13
595160,770628,6547,2014-10-02 11:00:00-05,,0.171
595161,770629,6547,2014-10-02 11:15:00-05,,0.117
595162,770630,6547,2014-10-02 11:30:00-05,,0.185
595163,770631,6547,2014-10-02 11:45:00-05,,0.108
595164,770632,6547,2014-10-02 12:00:00-05,,0.186
595165,770633,6547,2014-10-02 12:15:00-05,,0.117
595166,770634,6547,2014-10-02 12:30:00-05,,0.175
595167,770635,6547,2014-10-02 12:45:00-05,,0.13
595168,770636,6547,2014-10-02 13:00:00-05,,0.161
595169,770637,6547,2014-10-02 13:15:00-05,,0.143
595170,770638,6547,2014-10-02 13:30:00-05,,0.148
595171,770639,6547,2014-10-02 13:45:00-05,,0.158
595172,770640,6547,2014-10-02 14:00:00-05,,0.133
595173,770641,6547,2014-10-02 14:15:00-05,,0.174
595174,770642,6547,2014-10-02 14:30:00-05,,0.118
595175,770643,6547,2014-10-02 14:45:00-05,,0.188
595176,770644,6547,2014-10-02 15:00:00-05,,0.108
595177,770645,6547,2014-10-02 15:15:00-05,,0.188
595178,770646,6547,2014-10-02 15:30:00-05,,0.117
595179,770647,6547,2014-10-02 15:45:00-05,,0.175
595180,770648,6547,2014-10-02 16:00:00-05,,0.125
595181,770649,6547,2014-10-02 16:15:00-05,,0.168
595182,770650,6547,2014-10-02 16:30:00-05,,0.144
595183,770651,6547,2014-10-02 16:45:00-05,,0.149
595184,770652,6547,2014-10-02 17:00:00-05,,0.161
595185,770653,6547,2014-10-02 17:15:00-05,,0.132
595186,770654,6547,2014-10-02 17:30:00-05,,0.179
595187,770655,6547,2014-10-02 17:45:00-05,,0.116
595188,770656,6547,2014-10-02 18:00:00-05,,0.194
595189,770657,6547,2014-10-02 18:15:00-05,,0.109
595190,770658,6547,2014-10-02 18:30:00-05,,0.186
595191,770659,6547,2014-10-02 18:45:00-05,,0.126
595192,770660,6547,2014-10-02 19:00:00-05,,0.169
595193,770661,6547,2014-10-02 19:15:00-05,,0.143
595194,770662,6547,2014-10-02 19:30:00-05,,0.152
595195,770663,6547,2014-10-02 19:45:00-05,,0.162
595196,770664,6547,2014-10-02 20:00:00-05,,0.133
595197,770665,6547,2014-10-02 20:15:00-05,,0.182
595198,770666,6547,2014-10-02 20:30:00-05,,0.271
595199,770667,6547,2014-10-02 20:45:00-05,,1.041
595200,770668,6547,2014-10-02 21:00:00-05,,0.321
595201,770669,6547,2014-10-02 21:15:00-05,,0.298
595202,770670,6547,2014-10-02 21:30:00-05,,0.343
595203,770671,6547,2014-10-02 21:45:00-05,,0.262
595204,770672,6547,2014-10-02 22:00:00-05,,0.344
595205,770673,6547,2014-10-02 22:15:00-05,,0.277
595206,770674,6547,2014-10-02 22:30:00-05,,0.318
595207,770675,6547,2014-10-02 22:45:00-05,,0.298
595208,770676,6547,2014-10-02 23:00:00-05,,0.288
595209,770677,6547,2014-10-02 23:15:00-05,,0.32
595210,770678,6547,2014-10-02 23:30:00-05,,0.266
595211,770679,6547,2014-10-02 23:45:00-05,,0.337
595212,770680,6547,2014-10-03 00:00:00-05,,0.252
595213,770681,6547,2014-10-03 00:15:00-05,,0.332
595214,770682,6547,2014-10-03 00:30:00-05,,0.273
595215,770683,6547,2014-10-03 00:45:00-05,,0.32
595216,770684,6547,2014-10-03 01:00:00-05,,0.294
595217,770685,6547,2014-10-03 01:15:00-05,,0.293
595218,770686,6547,2014-10-03 01:30:00-05,,0.32
595219,770687,6547,2014-10-03 01:45:00-05,,0.269
595220,770688,6547,2014-10-03 02:00:00-05,,0.333
595221,770689,6547,2014-10-03 02:15:00-05,,0.253
595222,770690,6547,2014-10-03 02:30:00-05,,0.351
595223,770691,6547,2014-10-03 02:45:00-05,,0.281
595224,770692,6547,2014-10-03 03:00:00-05,,0.332
595225,770693,6547,2014-10-03 03:15:00-05,,0.331
595226,770694,6547,2014-10-03 03:30:00-05,,0.242
595227,770695,6547,2014-10-03 03:45:00-05,,0.191
595228,770696,6547,2014-10-03 04:00:00-05,,0.171
595229,770697,6547,2014-10-03 04:15:00-05,,0.208
595230,770698,6547,2014-10-03 04:30:00-05,,0.139
595231,770699,6547,2014-10-03 04:45:00-05,,0.206
595232,770700,6547,2014-10-03 05:00:00-05,,0.196
595233,770701,6547,2014-10-03 05:15:00-05,,0.323
595234,770702,6547,2014-10-03 05:30:00-05,,0.264
595235,770703,6547,2014-10-03 05:45:00-05,,0.308
595236,770704,6547,2014-10-03 06:00:00-05,,0.272
595237,770705,6547,2014-10-03 06:15:00-05,,0.28
595238,770706,6547,2014-10-03 06:30:00-05,,0.293
595239,770707,6547,2014-10-03 06:45:00-05,,0.281
595240,770708,6547,2014-10-03 07:00:00-05,,0.306
595241,770709,6547,2014-10-03 07:15:00-05,,0.249
595242,770710,6547,2014-10-03 07:30:00-05,,0.306
595243,770711,6547,2014-10-03 07:45:00-05,,0.239
595244,770712,6547,2014-10-03 08:00:00-05,,0.218
595245,770713,6547,2014-10-03 08:15:00-05,,0.131
595246,770714,6547,2014-10-03 08:30:00-05,,0.201
595247,770715,6547,2014-10-03 08:45:00-05,,0.142
595248,770716,6547,2014-10-03 09:00:00-05,,0.188
595249,770717,6547,2014-10-03 09:15:00-05,,0.139
595250,770718,6547,2014-10-03 09:30:00-05,,0.189
595251,770719,6547,2014-10-03 09:45:00-05,,0.146
595252,770720,6547,2014-10-03 10:00:00-05,,0.186
595253,770721,6547,2014-10-03 10:15:00-05,,0.148
595254,770722,6547,2014-10-03 10:30:00-05,,0.214
595255,770723,6547,2014-10-03 10:45:00-05,,0.181
595256,770724,6547,2014-10-03 11:00:00-05,,0.531
595257,770725,6547,2014-10-03 11:15:00-05,,0.39
595258,770726,6547,2014-10-03 11:30:00-05,,0.174
595259,770727,6547,2014-10-03 11:45:00-05,,0.222
595260,770728,6547,2014-10-03 12:00:00-05,,0.23
595261,770729,6547,2014-10-03 12:15:00-05,,0.184
595262,770730,6547,2014-10-03 12:30:00-05,,0.133
595263,770731,6547,2014-10-03 12:45:00-05,,0.188
595264,770732,6547,2014-10-03 13:00:00-05,,0.106
595265,770733,6547,2014-10-03 13:15:00-05,,0.187
595266,770734,6547,2014-10-03 13:30:00-05,,0.121
595267,770735,6547,2014-10-03 13:45:00-05,,0.168
595268,770736,6547,2014-10-03 14:00:00-05,,0.192
595269,770737,6547,2014-10-03 14:15:00-05,,0.15
595270,770738,6547,2014-10-03 14:30:00-05,,0.152
595271,770739,6547,2014-10-03 14:45:00-05,,0.133
595272,770740,6547,2014-10-03 15:00:00-05,,0.166
595273,770741,6547,2014-10-03 15:15:00-05,,0.121
595274,770742,6547,2014-10-03 15:30:00-05,,0.184
595275,770743,6547,2014-10-03 15:45:00-05,,0.107
595276,770744,6547,2014-10-03 16:00:00-05,,0.19
595277,770745,6547,2014-10-03 16:15:00-05,,0.112
595278,770746,6547,2014-10-03 16:30:00-05,,0.178
595279,770747,6547,2014-10-03 16:45:00-05,,0.129
595280,770748,6547,2014-10-03 17:00:00-05,,0.162
595281,770749,6547,2014-10-03 17:15:00-05,,0.144
595282,770750,6547,2014-10-03 17:30:00-05,,0.146
595283,770751,6547,2014-10-03 17:45:00-05,,0.156
595284,770752,6547,2014-10-03 18:00:00-05,,0.132
595285,770753,6547,2014-10-03 18:15:00-05,,0.176
595286,770754,6547,2014-10-03 18:30:00-05,,0.112
595287,770755,6547,2014-10-03 18:45:00-05,,0.191
595288,770756,6547,2014-10-03 19:00:00-05,,0.106
595289,770757,6547,2014-10-03 19:15:00-05,,0.185
595290,770758,6547,2014-10-03 19:30:00-05,,0.123
595291,770759,6547,2014-10-03 19:45:00-05,,0.167
595292,770760,6547,2014-10-03 20:00:00-05,,0.143
595293,770761,6547,2014-10-03 20:15:00-05,,0.531
595294,770762,6547,2014-10-03 20:30:00-05,,0.702
595295,770763,6547,2014-10-03 20:45:00-05,,0.328
595296,770764,6547,2014-10-03 21:00:00-05,,0.371
595297,770765,6547,2014-10-03 21:15:00-05,,0.325
595298,770766,6547,2014-10-03 21:30:00-05,,0.78
595299,770767,6547,2014-10-03 21:45:00-05,,2.897
595300,770768,6547,2014-10-03 22:00:00-05,,2.878
595301,770769,6547,2014-10-03 22:15:00-05,,2.875
595302,770770,6547,2014-10-03 22:30:00-05,,2.792
595303,770771,6547,2014-10-03 22:45:00-05,,2.87
595304,770772,6547,2014-10-03 23:00:00-05,,2.787
595305,770773,6547,2014-10-03 23:15:00-05,,2.47
595306,770774,6547,2014-10-03 23:30:00-05,,2.41
595307,770775,6547,2014-10-03 23:45:00-05,,2.183
595308,770776,6547,2014-10-04 00:00:00-05,,2.369
595309,770777,6547,2014-10-04 00:15:00-05,,1.504
595310,770778,6547,2014-10-04 00:30:00-05,,0.342
595311,770779,6547,2014-10-04 00:45:00-05,,0.256
595312,770780,6547,2014-10-04 01:00:00-05,,0.337
595313,770781,6547,2014-10-04 01:15:00-05,,0.268
595314,770782,6547,2014-10-04 01:30:00-05,,0.307
595315,770783,6547,2014-10-04 01:45:00-05,,0.281
595316,770784,6547,2014-10-04 02:00:00-05,,0.294
595317,770785,6547,2014-10-04 02:15:00-05,,0.315
595318,770786,6547,2014-10-04 02:30:00-05,,0.273
595319,770787,6547,2014-10-04 02:45:00-05,,0.361
595320,770788,6547,2014-10-04 03:00:00-05,,0.294
595321,770789,6547,2014-10-04 03:15:00-05,,0.357
595322,770790,6547,2014-10-04 03:30:00-05,,0.307
595323,770791,6547,2014-10-04 03:45:00-05,,0.322
595324,770792,6547,2014-10-04 04:00:00-05,,0.33
595325,770793,6547,2014-10-04 04:15:00-05,,0.304
595326,770794,6547,2014-10-04 04:30:00-05,,0.36
595327,770795,6547,2014-10-04 04:45:00-05,,0.279
595328,770796,6547,2014-10-04 05:00:00-05,,0.366
595329,770797,6547,2014-10-04 05:15:00-05,,0.293
595330,770798,6547,2014-10-04 05:30:00-05,,0.289
595331,770799,6547,2014-10-04 05:45:00-05,,0.237
595332,770800,6547,2014-10-04 06:00:00-05,,0.162
595333,770801,6547,2014-10-04 06:15:00-05,,0.161
595334,770802,6547,2014-10-04 06:30:00-05,,0.127
595335,770803,6547,2014-10-04 06:45:00-05,,0.185
595336,770804,6547,2014-10-04 07:00:00-05,,0.107
595337,770805,6547,2014-10-04 07:15:00-05,,0.19
595338,770806,6547,2014-10-04 07:30:00-05,,0.12
595339,770807,6547,2014-10-04 07:45:00-05,,0.171
595340,770808,6547,2014-10-04 08:00:00-05,,0.141
595341,770809,6547,2014-10-04 08:15:00-05,,0.147
595342,770810,6547,2014-10-04 08:30:00-05,,0.163
595343,770811,6547,2014-10-04 08:45:00-05,,0.125
595344,770812,6547,2014-10-04 09:00:00-05,,0.185
595345,770813,6547,2014-10-04 09:15:00-05,,0.106
595346,770814,6547,2014-10-04 09:30:00-05,,0.188
595347,770815,6547,2014-10-04 09:45:00-05,,0.112
595348,770816,6547,2014-10-04 10:00:00-05,,0.177
595349,770817,6547,2014-10-04 10:15:00-05,,0.135
595350,770818,6547,2014-10-04 10:30:00-05,,0.154
595351,770819,6547,2014-10-04 10:45:00-05,,0.156
595352,770820,6547,2014-10-04 11:00:00-05,,0.131
595353,770821,6547,2014-10-04 11:15:00-05,,0.176
595354,770822,6547,2014-10-04 11:30:00-05,,0.111
595355,770823,6547,2014-10-04 11:45:00-05,,0.191
595356,770824,6547,2014-10-04 12:00:00-05,,0.112
595357,770825,6547,2014-10-04 12:15:00-05,,0.177
595358,770826,6547,2014-10-04 12:30:00-05,,0.131
595359,770827,6547,2014-10-04 12:45:00-05,,0.157
595360,770828,6547,2014-10-04 13:00:00-05,,0.171
595361,770829,6547,2014-10-04 13:15:00-05,,0.268
595362,770830,6547,2014-10-04 13:30:00-05,,0.306
595363,770831,6547,2014-10-04 13:45:00-05,,0.26
595364,770832,6547,2014-10-04 14:00:00-05,,0.323
595365,770833,6547,2014-10-04 14:15:00-05,,0.25
595366,770834,6547,2014-10-04 14:30:00-05,,0.328
595367,770835,6547,2014-10-04 14:45:00-05,,0.259
595368,770836,6547,2014-10-04 15:00:00-05,,0.31
595369,770837,6547,2014-10-04 15:15:00-05,,0.282
595370,770838,6547,2014-10-04 15:30:00-05,,0.289
595371,770839,6547,2014-10-04 15:45:00-05,,0.307
