,Unnamed: 0,dataid,local_15min,solar_total,grid
1363339,1538807,9019,2018-01-01 00:00:00-06,-0.008,0.626
1363340,1538808,9019,2018-01-01 00:15:00-06,-0.008,0.636
1363341,1538809,9019,2018-01-01 00:30:00-06,-0.008,0.603
1363342,1538810,9019,2018-01-01 00:45:00-06,-0.007,0.642
1363343,1538811,9019,2018-01-01 01:00:00-06,-0.007,0.697
1363344,1538812,9019,2018-01-01 01:15:00-06,-0.007,0.538
1363345,1538813,9019,2018-01-01 01:30:00-06,-0.008,0.607
1363346,1538814,9019,2018-01-01 01:45:00-06,-0.007,0.723
1363347,1538815,9019,2018-01-01 02:00:00-06,-0.007,0.645
1363348,1538816,9019,2018-01-01 02:15:00-06,-0.007,0.485
1363349,1538817,9019,2018-01-01 02:30:00-06,-0.007,0.641
1363350,1538818,9019,2018-01-01 02:45:00-06,-0.007,0.709
1363351,1538819,9019,2018-01-01 03:00:00-06,-0.007,0.587
1363352,1538820,9019,2018-01-01 03:15:00-06,-0.007,0.557
1363353,1538821,9019,2018-01-01 03:30:00-06,-0.006,0.552
1363354,1538822,9019,2018-01-01 03:45:00-06,-0.007,0.75
1363355,1538823,9019,2018-01-01 04:00:00-06,-0.007,0.734
1363356,1538824,9019,2018-01-01 04:15:00-06,-0.007,0.55
1363357,1538825,9019,2018-01-01 04:30:00-06,-0.007,0.542
1363358,1538826,9019,2018-01-01 04:45:00-06,-0.007,0.463
1363359,1538827,9019,2018-01-01 05:00:00-06,-0.007,0.624
1363360,1538828,9019,2018-01-01 05:15:00-06,-0.007,0.793
1363361,1538829,9019,2018-01-01 05:30:00-06,-0.007,0.713
1363362,1538830,9019,2018-01-01 05:45:00-06,-0.007,0.754
1363363,1538831,9019,2018-01-01 06:00:00-06,-0.007,0.455
1363364,1538832,9019,2018-01-01 06:15:00-06,-0.007,0.57
1363365,1538833,9019,2018-01-01 06:30:00-06,-0.007,0.725
1363366,1538834,9019,2018-01-01 06:45:00-06,-0.007,0.549
1363367,1538835,9019,2018-01-01 07:00:00-06,-0.007,0.546
1363368,1538836,9019,2018-01-01 07:15:00-06,-0.006,0.513
1363369,1538837,9019,2018-01-01 07:30:00-06,-0.008,0.847
1363370,1538838,9019,2018-01-01 07:45:00-06,-0.016,1.541
1363371,1538839,9019,2018-01-01 08:00:00-06,0.023,1.11
1363372,1538840,9019,2018-01-01 08:15:00-06,0.055,1.386
1363373,1538841,9019,2018-01-01 08:30:00-06,0.191,0.952
1363374,1538842,9019,2018-01-01 08:45:00-06,0.252,1.368
1363375,1538843,9019,2018-01-01 09:00:00-06,0.384,0.938
1363376,1538844,9019,2018-01-01 09:15:00-06,0.396,0.848
1363377,1538845,9019,2018-01-01 09:30:00-06,0.476,1.022
1363378,1538846,9019,2018-01-01 09:45:00-06,0.658,0.548
1363379,1538847,9019,2018-01-01 10:00:00-06,0.477,0.515
1363380,1538848,9019,2018-01-01 10:15:00-06,0.544,0.53
1363381,1538849,9019,2018-01-01 10:30:00-06,0.689,0.429
1363382,1538850,9019,2018-01-01 10:45:00-06,0.66,0.354
1363383,1538851,9019,2018-01-01 11:00:00-06,0.782,0.448
1363384,1538852,9019,2018-01-01 11:15:00-06,0.799,0.236
1363385,1538853,9019,2018-01-01 11:30:00-06,0.79,0.119
1363386,1538854,9019,2018-01-01 11:45:00-06,0.75,0.163
1363387,1538855,9019,2018-01-01 12:00:00-06,0.665,0.056
1363388,1538856,9019,2018-01-01 12:15:00-06,0.67,-0.157
1363389,1538857,9019,2018-01-01 12:30:00-06,0.624,-0.204
1363390,1538858,9019,2018-01-01 12:45:00-06,0.499,-0.111
1363391,1538859,9019,2018-01-01 13:00:00-06,0.473,0.175
1363392,1538860,9019,2018-01-01 13:15:00-06,0.472,0.141
1363393,1538861,9019,2018-01-01 13:30:00-06,0.439,0.026
1363394,1538862,9019,2018-01-01 13:45:00-06,0.381,0.095
1363395,1538863,9019,2018-01-01 14:00:00-06,0.377,0.045
1363396,1538864,9019,2018-01-01 14:15:00-06,0.324,0.233
1363397,1538865,9019,2018-01-01 14:30:00-06,0.293,0.426
1363398,1538866,9019,2018-01-01 14:45:00-06,0.352,0.491
1363399,1538867,9019,2018-01-01 15:00:00-06,0.217,0.393
1363400,1538868,9019,2018-01-01 15:15:00-06,0.166,0.479
