,sequence,dataid,local_15min,solar_total,grid,sequence_reset,local_15min_localize
754245,754245,3700,2019-05-01 00:00:00-05,,0.377,1,2019-05-01 00:00:00
754246,754246,3700,2019-05-01 00:15:00-05,,0.649,2,2019-05-01 00:15:00
754247,754247,3700,2019-05-01 00:30:00-05,,0.467,3,2019-05-01 00:30:00
754248,754248,3700,2019-05-01 00:45:00-05,,0.37,4,2019-05-01 00:45:00
754249,754249,3700,2019-05-01 01:00:00-05,,0.317,5,2019-05-01 01:00:00
754250,754250,3700,2019-05-01 01:15:00-05,,0.407,6,2019-05-01 01:15:00
754251,754251,3700,2019-05-01 01:30:00-05,,0.328,7,2019-05-01 01:30:00
754252,754252,3700,2019-05-01 01:45:00-05,,0.41,8,2019-05-01 01:45:00
754253,754253,3700,2019-05-01 02:00:00-05,,0.355,9,2019-05-01 02:00:00
754254,754254,3700,2019-05-01 02:15:00-05,,0.39,10,2019-05-01 02:15:00
754255,754255,3700,2019-05-01 02:30:00-05,,0.361,11,2019-05-01 02:30:00
754256,754256,3700,2019-05-01 02:45:00-05,,0.361,12,2019-05-01 02:45:00
754257,754257,3700,2019-05-01 03:00:00-05,,0.347,13,2019-05-01 03:00:00
754258,754258,3700,2019-05-01 03:15:00-05,,0.394,14,2019-05-01 03:15:00
754259,754259,3700,2019-05-01 03:30:00-05,,0.335,15,2019-05-01 03:30:00
754260,754260,3700,2019-05-01 03:45:00-05,,0.407,16,2019-05-01 03:45:00
754261,754261,3700,2019-05-01 04:00:00-05,,0.379,17,2019-05-01 04:00:00
754262,754262,3700,2019-05-01 04:15:00-05,,0.373,18,2019-05-01 04:15:00
754263,754263,3700,2019-05-01 04:30:00-05,,0.367,19,2019-05-01 04:30:00
754264,754264,3700,2019-05-01 04:45:00-05,,0.35,20,2019-05-01 04:45:00
754265,754265,3700,2019-05-01 05:00:00-05,,0.404,21,2019-05-01 05:00:00
754266,754266,3700,2019-05-01 05:15:00-05,,0.345,22,2019-05-01 05:15:00
754267,754267,3700,2019-05-01 05:30:00-05,,0.447,23,2019-05-01 05:30:00
754268,754268,3700,2019-05-01 05:45:00-05,,0.671,24,2019-05-01 05:45:00
754269,754269,3700,2019-05-01 06:00:00-05,,0.532,25,2019-05-01 06:00:00
754270,754270,3700,2019-05-01 06:15:00-05,,0.363,26,2019-05-01 06:15:00
754271,754271,3700,2019-05-01 06:30:00-05,,0.674,27,2019-05-01 06:30:00
754272,754272,3700,2019-05-01 06:45:00-05,,0.355,28,2019-05-01 06:45:00
754273,754273,3700,2019-05-01 07:00:00-05,,0.291,29,2019-05-01 07:00:00
754274,754274,3700,2019-05-01 07:15:00-05,,0.28,30,2019-05-01 07:15:00
754275,754275,3700,2019-05-01 07:30:00-05,,0.279,31,2019-05-01 07:30:00
754276,754276,3700,2019-05-01 07:45:00-05,,0.267,32,2019-05-01 07:45:00
754277,754277,3700,2019-05-01 08:00:00-05,,0.249,33,2019-05-01 08:00:00
754278,754278,3700,2019-05-01 08:15:00-05,,0.227,34,2019-05-01 08:15:00
754279,754279,3700,2019-05-01 08:30:00-05,,0.256,35,2019-05-01 08:30:00
754280,754280,3700,2019-05-01 08:45:00-05,,0.275,36,2019-05-01 08:45:00
754281,754281,3700,2019-05-01 09:00:00-05,,0.292,37,2019-05-01 09:00:00
754282,754282,3700,2019-05-01 09:15:00-05,,0.237,38,2019-05-01 09:15:00
754283,754283,3700,2019-05-01 09:30:00-05,,0.317,39,2019-05-01 09:30:00
754284,754284,3700,2019-05-01 09:45:00-05,,0.316,40,2019-05-01 09:45:00
754285,754285,3700,2019-05-01 10:00:00-05,,0.319,41,2019-05-01 10:00:00
754286,754286,3700,2019-05-01 10:15:00-05,,0.298,42,2019-05-01 10:15:00
754287,754287,3700,2019-05-01 10:30:00-05,,0.319,43,2019-05-01 10:30:00
754288,754288,3700,2019-05-01 10:45:00-05,,0.321,44,2019-05-01 10:45:00
754289,754289,3700,2019-05-01 11:00:00-05,,0.243,45,2019-05-01 11:00:00
754290,754290,3700,2019-05-01 11:15:00-05,,0.267,46,2019-05-01 11:15:00
754291,754291,3700,2019-05-01 11:30:00-05,,0.263,47,2019-05-01 11:30:00
754292,754292,3700,2019-05-01 11:45:00-05,,0.232,48,2019-05-01 11:45:00
754293,754293,3700,2019-05-01 12:00:00-05,,0.238,49,2019-05-01 12:00:00
754294,754294,3700,2019-05-01 12:15:00-05,,0.255,50,2019-05-01 12:15:00
754295,754295,3700,2019-05-01 12:30:00-05,,0.252,51,2019-05-01 12:30:00
754296,754296,3700,2019-05-01 12:45:00-05,,0.223,52,2019-05-01 12:45:00
754297,754297,3700,2019-05-01 13:00:00-05,,0.257,53,2019-05-01 13:00:00
754298,754298,3700,2019-05-01 13:15:00-05,,0.254,54,2019-05-01 13:15:00
754299,754299,3700,2019-05-01 13:30:00-05,,0.239,55,2019-05-01 13:30:00
754300,754300,3700,2019-05-01 13:45:00-05,,0.232,56,2019-05-01 13:45:00
754301,754301,3700,2019-05-01 14:00:00-05,,0.263,57,2019-05-01 14:00:00
754302,754302,3700,2019-05-01 14:15:00-05,,0.265,58,2019-05-01 14:15:00
754303,754303,3700,2019-05-01 14:30:00-05,,0.244,59,2019-05-01 14:30:00
754304,754304,3700,2019-05-01 14:45:00-05,,0.262,60,2019-05-01 14:45:00
754305,754305,3700,2019-05-01 15:00:00-05,,0.269,61,2019-05-01 15:00:00
754306,754306,3700,2019-05-01 15:15:00-05,,0.632,62,2019-05-01 15:15:00
754307,754307,3700,2019-05-01 15:30:00-05,,0.377,63,2019-05-01 15:30:00
