,dataid,local_15min,solar_total,grid,sequence
1632868,27,2019-05-06 02:15:00,-0.003,0.667,470
1632867,27,2019-05-06 02:30:00,-0.003,1.196,471
1632866,27,2019-05-06 02:45:00,-0.003,0.677,472
1633045,27,2019-05-06 03:00:00,-0.003,0.859,473
1632996,27,2019-05-06 03:15:00,-0.003,0.458,474
1632995,27,2019-05-06 03:30:00,-0.003,0.599,475
1632994,27,2019-05-06 03:45:00,-0.003,0.507,476
1633104,27,2019-05-06 04:00:00,-0.003,0.564,477
1633093,27,2019-05-06 04:15:00,-0.003,0.669,478
1633092,27,2019-05-06 04:30:00,-0.003,0.54,479
1633091,27,2019-05-06 04:45:00,-0.003,0.631,480
1633237,27,2019-05-06 05:00:00,-0.003,0.391,481
1633172,27,2019-05-06 05:15:00,-0.003,0.678,482
1633171,27,2019-05-06 05:30:00,-0.003,0.394,483
1633170,27,2019-05-06 05:45:00,-0.003,0.696,484
1633337,27,2019-05-06 06:00:00,-0.003,0.332,485
1633336,27,2019-05-06 06:15:00,-0.003,0.733,486
1633335,27,2019-05-06 06:30:00,-0.003,0.409,487
1633334,27,2019-05-06 06:45:00,-0.003,0.913,488
1633445,27,2019-05-06 07:00:00,-0.003,0.41,489
1633444,27,2019-05-06 07:15:00,-0.003,0.863,490
1633443,27,2019-05-06 07:30:00,-0.003,0.337,491
1633366,27,2019-05-06 07:45:00,-0.003,0.892,492
1633526,27,2019-05-06 08:00:00,-0.003,0.351,493
1633525,27,2019-05-06 08:15:00,-0.003,0.895,494
1633524,27,2019-05-06 08:30:00,-0.003,0.382,495
1633523,27,2019-05-06 08:45:00,-0.003,0.834,496
1633608,27,2019-05-06 09:00:00,-0.003,0.493,497
1633580,27,2019-05-06 09:15:00,-0.003,0.867,498
1633579,27,2019-05-06 09:30:00,-0.003,0.446,499
1633578,27,2019-05-06 09:45:00,-0.002,0.746,500
1633705,27,2019-05-06 10:00:00,-0.001,0.484,501
1633672,27,2019-05-06 10:15:00,0.008,0.753,502
1633671,27,2019-05-06 10:30:00,0.166,0.837,503
1633670,27,2019-05-06 10:45:00,0.228,0.658,504
1633821,27,2019-05-06 11:00:00,0.506,0.266,505
1633808,27,2019-05-06 11:15:00,0.613,0.214,506
1633807,27,2019-05-06 11:30:00,0.742,0.122,507
1633806,27,2019-05-06 11:45:00,1.171,-0.339,508
1633849,27,2019-05-06 12:00:00,1.363,-0.747,509
1633848,27,2019-05-06 12:15:00,1.976,-1.379,510
1633847,27,2019-05-06 12:30:00,3.643,-2.826,511
1633846,27,2019-05-06 12:45:00,4.552,-4.187,512
1634030,27,2019-05-06 13:00:00,4.747,-4.134,513
1634029,27,2019-05-06 13:15:00,4.975,-3.88,514
1634028,27,2019-05-06 13:30:00,6.089,-4.967,515
1634027,27,2019-05-06 13:45:00,6.475,-5.193,516
1610828,27,2019-05-06 14:00:00,7.105,-5.859,517
1610827,27,2019-05-06 14:15:00,8.109,-7.008,518
1610826,27,2019-05-06 14:30:00,8.663,-7.917,519
1610825,27,2019-05-06 14:45:00,9.141,-8.351,520
1634113,27,2019-05-06 15:00:00,6.486,-5.815,521
1634112,27,2019-05-06 15:15:00,9.568,-8.801,522
1634111,27,2019-05-06 15:30:00,9.858,-9.046,523
1634110,27,2019-05-06 15:45:00,10.201,-9.487,524
1634125,27,2019-05-06 16:00:00,10.493,-9.783,525
1634124,27,2019-05-06 16:15:00,10.582,-9.873,526
1634123,27,2019-05-06 16:30:00,10.709,-10.09,527
1634122,27,2019-05-06 16:45:00,10.806,-10.207,528
1634342,27,2019-05-06 17:00:00,10.716,-10.083,529
1634349,27,2019-05-06 17:15:00,10.773,-10.115,530
1634348,27,2019-05-06 17:30:00,10.637,-10.056,531
1634347,27,2019-05-06 17:45:00,10.579,-9.938,532
1634421,27,2019-05-06 18:00:00,10.408,-9.723,533
1634420,27,2019-05-06 18:15:00,10.175,-9.617,534
1634419,27,2019-05-06 18:30:00,9.889,-9.395,535
1634418,27,2019-05-06 18:45:00,9.641,-9.102,536
1638897,27,2019-05-06 19:00:00,9.323,-8.767,537
1638896,27,2019-05-06 19:15:00,9.008,-8.363,538
1638895,27,2019-05-06 19:30:00,8.619,-7.985,539
1638894,27,2019-05-06 19:45:00,8.194,-7.699,540
1638989,27,2019-05-06 20:00:00,7.841,-7.281,541
1638988,27,2019-05-06 20:15:00,7.266,-6.674,542
1638987,27,2019-05-06 20:30:00,6.746,-6.123,543
1638986,27,2019-05-06 20:45:00,6.172,-5.585,544
1639045,27,2019-05-06 21:00:00,5.539,-5.005,545
1639044,27,2019-05-06 21:15:00,4.879,-4.384,546
1639043,27,2019-05-06 21:30:00,4.196,-3.7,547
1639042,27,2019-05-06 21:45:00,3.474,-2.915,548
1639169,27,2019-05-06 22:00:00,2.747,-2.291,549
1639139,27,2019-05-06 22:15:00,2.052,-1.549,550
1639138,27,2019-05-06 22:30:00,1.402,-0.612,551
1639137,27,2019-05-06 22:45:00,0.849,3.584,552
1639229,27,2019-05-06 23:00:00,0.483,3.957,553
1639228,27,2019-05-06 23:15:00,0.299,3.767,554
1639227,27,2019-05-06 23:30:00,0.192,3.759,555
1639226,27,2019-05-06 23:45:00,0.076,3.937,556
1639353,27,2019-05-07 00:00:00,0.004,4.023,557
1639352,27,2019-05-07 00:15:00,0.0,4.217,558
1639307,27,2019-05-07 00:30:00,-0.001,4.182,559
1639306,27,2019-05-07 00:45:00,-0.002,2.277,560
1639428,27,2019-05-07 01:00:00,-0.003,0.966,561
1639427,27,2019-05-07 01:15:00,-0.003,0.867,562
1639426,27,2019-05-07 01:30:00,-0.003,0.921,563
1639425,27,2019-05-07 01:45:00,-0.003,0.835,564
1639539,27,2019-05-07 02:00:00,-0.003,0.714,565
1639504,27,2019-05-07 02:15:00,-0.003,1.092,566
1639503,27,2019-05-07 02:30:00,-0.003,1.006,567
1639502,27,2019-05-07 02:45:00,-0.003,0.864,568
1639613,27,2019-05-07 03:00:00,-0.003,0.755,569
1639612,27,2019-05-07 03:15:00,-0.003,0.791,570
1639611,27,2019-05-07 03:30:00,-0.003,0.847,571
1639610,27,2019-05-07 03:45:00,-0.003,0.753,572
1639739,27,2019-05-07 04:00:00,-0.003,0.781,573
1639738,27,2019-05-07 04:15:00,-0.003,0.634,574
1639737,27,2019-05-07 04:30:00,-0.003,0.398,575
1639736,27,2019-05-07 04:45:00,-0.003,0.358,576
1639891,27,2019-05-07 05:00:00,-0.003,0.489,577
1639890,27,2019-05-07 05:15:00,-0.004,0.475,578
1639805,27,2019-05-07 05:30:00,-0.003,0.462,579
1639804,27,2019-05-07 05:45:00,-0.003,0.471,580
1639991,27,2019-05-07 06:00:00,-0.003,0.495,581
1639990,27,2019-05-07 06:15:00,-0.003,0.471,582
1639965,27,2019-05-07 06:30:00,-0.003,0.784,583
1639964,27,2019-05-07 06:45:00,-0.003,0.483,584
1640083,27,2019-05-07 07:00:00,-0.003,0.387,585
1640082,27,2019-05-07 07:15:00,-0.003,0.525,586
1640081,27,2019-05-07 07:30:00,-0.003,0.64,587
1640080,27,2019-05-07 07:45:00,-0.003,0.42,588
1640187,27,2019-05-07 08:00:00,-0.003,0.524,589
1640164,27,2019-05-07 08:15:00,-0.003,0.721,590
1640163,27,2019-05-07 08:30:00,-0.003,0.385,591
1640162,27,2019-05-07 08:45:00,-0.003,0.572,592
1640243,27,2019-05-07 09:00:00,-0.003,0.669,593
1640202,27,2019-05-07 09:15:00,-0.003,0.437,594
1640201,27,2019-05-07 09:30:00,-0.003,0.953,595
1640200,27,2019-05-07 09:45:00,-0.003,0.438,596
1640379,27,2019-05-07 10:00:00,0.0,0.769,597
1640358,27,2019-05-07 10:15:00,0.096,0.543,598
1640357,27,2019-05-07 10:30:00,0.347,0.253,599
1640356,27,2019-05-07 10:45:00,0.652,0.76,600
1640411,27,2019-05-07 11:00:00,0.498,-0.041,601
1640410,27,2019-05-07 11:15:00,0.599,0.46,602
1640409,27,2019-05-07 11:30:00,0.938,-0.171,603
1640408,27,2019-05-07 11:45:00,1.466,-0.975,604
1640575,27,2019-05-07 12:00:00,1.409,-0.709,605
1640574,27,2019-05-07 12:15:00,1.296,-0.789,606
1640553,27,2019-05-07 12:30:00,1.499,-0.66,607
1640552,27,2019-05-07 12:45:00,1.61,-1.087,608
1640639,27,2019-05-07 13:00:00,1.57,-1.046,609
1640638,27,2019-05-07 13:15:00,1.277,-0.788,610
1640637,27,2019-05-07 13:30:00,1.766,-1.231,611
1640636,27,2019-05-07 13:45:00,2.818,-2.364,612
1640711,27,2019-05-07 14:00:00,3.652,-3.093,613
1640710,27,2019-05-07 14:15:00,3.182,-2.732,614
1640709,27,2019-05-07 14:30:00,2.486,-2.105,615
1640708,27,2019-05-07 14:45:00,1.728,-1.265,616
1640867,27,2019-05-07 15:00:00,1.662,-1.203,617
1640866,27,2019-05-07 15:15:00,2.202,-1.508,618
1640865,27,2019-05-07 15:30:00,3.545,-2.936,619
1640864,27,2019-05-07 15:45:00,4.11,-3.599,620
1640927,27,2019-05-07 16:00:00,4.066,-3.411,621
1640926,27,2019-05-07 16:15:00,2.689,-2.143,622
1640925,27,2019-05-07 16:30:00,2.862,-2.251,623
1640924,27,2019-05-07 16:45:00,5.349,-4.862,624
1641075,27,2019-05-07 17:00:00,5.972,-5.311,625
1641074,27,2019-05-07 17:15:00,2.999,-2.473,626
1641073,27,2019-05-07 17:30:00,1.573,-1.091,627
1641072,27,2019-05-07 17:45:00,0.616,-0.157,628
1641183,27,2019-05-07 18:00:00,0.55,0.24,629
1641182,27,2019-05-07 18:15:00,1.8,-1.267,630
1641124,27,2019-05-07 18:30:00,1.142,-0.676,631
1641123,27,2019-05-07 18:45:00,0.99,-0.097,632
1641295,27,2019-05-07 19:00:00,1.406,-0.155,633
1641278,27,2019-05-07 19:15:00,0.788,-0.272,634
1641277,27,2019-05-07 19:30:00,0.953,-0.436,635
1641276,27,2019-05-07 19:45:00,0.535,0.521,636
1641371,27,2019-05-07 20:00:00,0.612,0.207,637
1641370,27,2019-05-07 20:15:00,0.66,0.005,638
1641369,27,2019-05-07 20:30:00,0.605,0.413,639
1641368,27,2019-05-07 20:45:00,0.758,0.085,640
1641495,27,2019-05-07 21:00:00,0.495,0.319,641
1641486,27,2019-05-07 21:15:00,0.4,0.558,642
1641485,27,2019-05-07 21:30:00,0.457,1.529,643
1641484,27,2019-05-07 21:45:00,0.45,0.792,644
1641519,27,2019-05-07 22:00:00,0.432,0.879,645
1641518,27,2019-05-07 22:15:00,0.242,0.81,646
1641517,27,2019-05-07 22:30:00,0.214,0.77,647
1641516,27,2019-05-07 22:45:00,0.271,0.75,648
1641627,27,2019-05-07 23:00:00,0.248,0.869,649
1641626,27,2019-05-07 23:15:00,0.12,1.01,650
1641625,27,2019-05-07 23:30:00,0.032,1.141,651
1641624,27,2019-05-07 23:45:00,0.018,1.313,652
1641758,27,2019-05-08 00:00:00,-0.005,1.497,653
1641757,27,2019-05-08 00:15:00,-0.002,1.324,654
1641756,27,2019-05-08 00:30:00,-0.003,1.283,655
1641755,27,2019-05-08 00:45:00,-0.003,1.416,656
1641882,27,2019-05-08 01:00:00,-0.003,2.088,657
1641881,27,2019-05-08 01:15:00,-0.003,2.154,658
1641880,27,2019-05-08 01:30:00,-0.003,1.375,659
1641762,27,2019-05-08 01:45:00,-0.003,1.368,660
1641959,27,2019-05-08 02:00:00,-0.003,0.84,661
1641954,27,2019-05-08 02:15:00,-0.003,1.819,662
1641953,27,2019-05-08 02:30:00,-0.003,1.994,663
1641952,27,2019-05-08 02:45:00,-0.003,1.079,664
1642099,27,2019-05-08 03:00:00,-0.003,1.104,665
1642078,27,2019-05-08 03:15:00,-0.003,0.503,666
1642077,27,2019-05-08 03:30:00,-0.003,0.931,667
1642076,27,2019-05-08 03:45:00,-0.003,0.41,668
1642169,27,2019-05-08 04:00:00,-0.003,0.855,669
1642168,27,2019-05-08 04:15:00,-0.003,0.695,670
1642113,27,2019-05-08 04:30:00,-0.003,0.553,671
1642112,27,2019-05-08 04:45:00,-0.003,0.957,672
1642249,27,2019-05-08 05:00:00,-0.003,0.393,673
1642222,27,2019-05-08 05:15:00,-0.003,0.963,674
1642221,27,2019-05-08 05:30:00,-0.003,0.607,675
1642220,27,2019-05-08 05:45:00,-0.003,0.922,676
1642387,27,2019-05-08 06:00:00,-0.003,0.805,677
1642346,27,2019-05-08 06:15:00,-0.003,0.76,678
1642345,27,2019-05-08 06:30:00,-0.003,0.999,679
1642344,27,2019-05-08 06:45:00,-0.003,0.49,680
1642647,27,2019-05-08 07:00:00,-0.003,0.993,681
1642496,27,2019-05-08 07:15:00,-0.003,0.663,682
1642495,27,2019-05-08 07:30:00,-0.003,0.73,683
1642494,27,2019-05-08 07:45:00,-0.003,0.914,684
1642540,27,2019-05-08 08:00:00,-0.003,0.759,685
1642509,27,2019-05-08 08:15:00,-0.003,1.035,686
1642508,27,2019-05-08 08:30:00,-0.003,0.558,687
1642507,27,2019-05-08 08:45:00,-0.003,1.066,688
1642655,27,2019-05-08 09:00:00,-0.003,1.108,689
1642654,27,2019-05-08 09:15:00,-0.003,0.875,690
1642653,27,2019-05-08 09:30:00,-0.003,1.109,691
1642652,27,2019-05-08 09:45:00,-0.003,0.626,692
1642773,27,2019-05-08 10:00:00,-0.001,1.128,693
1642772,27,2019-05-08 10:15:00,0.002,0.765,694
1642719,27,2019-05-08 10:30:00,0.065,1.21,695
1642718,27,2019-05-08 10:45:00,0.126,0.979,696
1642881,27,2019-05-08 11:00:00,0.206,0.548,697
1642880,27,2019-05-08 11:15:00,0.321,1.037,698
1642879,27,2019-05-08 11:30:00,0.381,0.372,699
1642878,27,2019-05-08 11:45:00,0.28,0.705,700
1642993,27,2019-05-08 12:00:00,0.458,0.59,701
1642992,27,2019-05-08 12:15:00,0.611,-0.007,702
1642991,27,2019-05-08 12:30:00,0.687,0.388,703
1642990,27,2019-05-08 12:45:00,0.85,0.047,704
1643085,27,2019-05-08 13:00:00,1.024,0.213,705
1643084,27,2019-05-08 13:15:00,1.268,-0.083,706
1643083,27,2019-05-08 13:30:00,1.446,-0.526,707
1643082,27,2019-05-08 13:45:00,1.347,0.103,708
1643149,27,2019-05-08 14:00:00,1.688,-0.766,709
1643148,27,2019-05-08 14:15:00,2.535,-1.182,710
1643147,27,2019-05-08 14:30:00,2.665,-1.668,711
1643146,27,2019-05-08 14:45:00,3.052,-2.006,712
1643285,27,2019-05-08 15:00:00,5.621,-4.522,713
1643284,27,2019-05-08 15:15:00,7.436,-6.859,714
1643283,27,2019-05-08 15:30:00,8.211,-7.456,715
1643282,27,2019-05-08 15:45:00,6.017,-5.473,716
1643393,27,2019-05-08 16:00:00,9.241,-8.647,717
1643392,27,2019-05-08 16:15:00,7.988,-7.396,718
1643391,27,2019-05-08 16:30:00,8.898,-8.348,719
1643390,27,2019-05-08 16:45:00,10.976,-10.049,720
1643473,27,2019-05-08 17:00:00,11.063,-10.025,721
1643472,27,2019-05-08 17:15:00,10.91,-9.923,722
1643471,27,2019-05-08 17:30:00,10.893,-10.002,723
1643470,27,2019-05-08 17:45:00,10.796,-9.73,724
1643574,27,2019-05-08 18:00:00,10.598,-9.583,725
1643573,27,2019-05-08 18:15:00,10.429,-9.563,726
1643572,27,2019-05-08 18:30:00,10.148,-9.323,727
1643571,27,2019-05-08 18:45:00,9.951,-9.046,728
1643689,27,2019-05-08 19:00:00,9.661,-8.777,729
1643688,27,2019-05-08 19:15:00,9.314,-8.451,730
1643687,27,2019-05-08 19:30:00,8.79,-8.002,731
1643686,27,2019-05-08 19:45:00,8.389,-7.598,732
1643733,27,2019-05-08 20:00:00,8.077,-7.268,733
1643732,27,2019-05-08 20:15:00,7.621,-6.818,734
1643731,27,2019-05-08 20:30:00,7.071,-6.274,735
1643730,27,2019-05-08 20:45:00,6.491,-5.717,736
1643893,27,2019-05-08 21:00:00,5.856,-5.007,737
1643892,27,2019-05-08 21:15:00,5.19,-4.375,738
1643891,27,2019-05-08 21:30:00,4.524,-3.797,739
1643890,27,2019-05-08 21:45:00,3.803,-3.052,740
1643981,27,2019-05-08 22:00:00,2.943,-2.275,741
1643980,27,2019-05-08 22:15:00,2.186,-1.604,742
1643979,27,2019-05-08 22:30:00,1.561,-1.036,743
1643978,27,2019-05-08 22:45:00,0.931,-0.371,744
1644093,27,2019-05-08 23:00:00,0.507,0.523,745
1644092,27,2019-05-08 23:15:00,0.296,0.618,746
1644091,27,2019-05-08 23:30:00,0.209,0.652,747
1644090,27,2019-05-08 23:45:00,0.109,0.911,748
1644173,27,2019-05-09 00:00:00,0.017,3.828,749
1644172,27,2019-05-09 00:15:00,-0.001,4.561,750
1644171,27,2019-05-09 00:30:00,-0.001,4.347,751
1644170,27,2019-05-09 00:45:00,-0.001,4.111,752
1644229,27,2019-05-09 01:00:00,-0.001,4.183,753
1644228,27,2019-05-09 01:15:00,-0.001,4.184,754
1644226,27,2019-05-09 01:30:00,-0.001,4.158,755
1644227,27,2019-05-09 01:45:00,-0.001,4.286,756
1644385,27,2019-05-09 02:00:00,-0.001,3.508,757
1644384,27,2019-05-09 02:15:00,-0.003,1.576,758
1644383,27,2019-05-09 02:30:00,-0.003,0.875,759
1644382,27,2019-05-09 02:45:00,-0.003,0.593,760
1644481,27,2019-05-09 03:00:00,-0.003,1.005,761
1644480,27,2019-05-09 03:15:00,-0.003,0.61,762
1644479,27,2019-05-09 03:30:00,-0.003,0.605,763
1644478,27,2019-05-09 03:45:00,-0.003,1.03,764
1644545,27,2019-05-09 04:00:00,-0.003,0.451,765
1644544,27,2019-05-09 04:15:00,-0.003,0.921,766
1644543,27,2019-05-09 04:30:00,-0.003,0.809,767
1644542,27,2019-05-09 04:45:00,-0.003,0.576,768
1644689,27,2019-05-09 05:00:00,-0.003,0.997,769
1644688,27,2019-05-09 05:15:00,-0.003,0.804,770
1644687,27,2019-05-09 05:30:00,-0.003,0.725,771
1644686,27,2019-05-09 05:45:00,-0.003,1.062,772
1644785,27,2019-05-09 06:00:00,-0.003,0.776,773
1644784,27,2019-05-09 06:15:00,-0.003,0.915,774
1644783,27,2019-05-09 06:30:00,-0.003,1.071,775
1644782,27,2019-05-09 06:45:00,-0.003,0.642,776
1644861,27,2019-05-09 07:00:00,-0.003,1.025,777
1644860,27,2019-05-09 07:15:00,-0.003,0.745,778
1644859,27,2019-05-09 07:30:00,-0.003,0.791,779
1644858,27,2019-05-09 07:45:00,-0.003,0.969,780
1644985,27,2019-05-09 08:00:00,-0.003,0.645,781
1644984,27,2019-05-09 08:15:00,-0.003,1.106,782
1644983,27,2019-05-09 08:30:00,-0.003,0.701,783
1644982,27,2019-05-09 08:45:00,-0.003,0.976,784
1645077,27,2019-05-09 09:00:00,-0.003,0.975,785
1645076,27,2019-05-09 09:15:00,-0.003,0.695,786
1645075,27,2019-05-09 09:30:00,-0.003,1.065,787
1645074,27,2019-05-09 09:45:00,-0.001,0.534,788
1645161,27,2019-05-09 10:00:00,0.041,1.112,789
1645160,27,2019-05-09 10:15:00,0.135,0.563,790
1645159,27,2019-05-09 10:30:00,0.273,1.48,791
1645158,27,2019-05-09 10:45:00,0.513,0.978,792
1645245,27,2019-05-09 11:00:00,0.606,0.546,793
1645244,27,2019-05-09 11:15:00,0.968,1.07,794
1645243,27,2019-05-09 11:30:00,1.353,-0.514,795
1645242,27,2019-05-09 11:45:00,2.122,-0.728,796
1645381,27,2019-05-09 12:00:00,2.149,-1.313,797
1645380,27,2019-05-09 12:15:00,2.266,-0.933,798
1645379,27,2019-05-09 12:30:00,2.612,-1.482,799
1645378,27,2019-05-09 12:45:00,2.13,-0.328,800
1645441,27,2019-05-09 13:00:00,3.014,-1.619,801
1645440,27,2019-05-09 13:15:00,3.908,-2.606,802
1645439,27,2019-05-09 13:30:00,4.826,-4.053,803
1645438,27,2019-05-09 13:45:00,3.907,-3.148,804
1645577,27,2019-05-09 14:00:00,4.326,-3.692,805
1645576,27,2019-05-09 14:15:00,8.081,-7.53,806
1645575,27,2019-05-09 14:30:00,7.53,-6.927,807
1645574,27,2019-05-09 14:45:00,5.851,-5.272,808
1645645,27,2019-05-09 15:00:00,6.113,-5.574,809
1645644,27,2019-05-09 15:15:00,6.915,-6.348,810
1645643,27,2019-05-09 15:30:00,7.194,-6.547,811
1645642,27,2019-05-09 15:45:00,7.139,-6.476,812
1645725,27,2019-05-09 16:00:00,6.592,-5.988,813
1645724,27,2019-05-09 16:15:00,5.405,-4.874,814
1645723,27,2019-05-09 16:30:00,7.378,-6.777,815
1645722,27,2019-05-09 16:45:00,5.62,-5.047,816
1645841,27,2019-05-09 17:00:00,6.626,-6.067,817
1645840,27,2019-05-09 17:15:00,9.016,-8.358,818
1645839,27,2019-05-09 17:30:00,10.174,-9.412,819
1645838,27,2019-05-09 17:45:00,11.334,-10.577,820
1645913,27,2019-05-09 18:00:00,10.667,-9.949,821
1645912,27,2019-05-09 18:15:00,10.492,-9.759,822
1645911,27,2019-05-09 18:30:00,4.774,-4.215,823
1645910,27,2019-05-09 18:45:00,4.054,-3.493,824
1646049,27,2019-05-09 19:00:00,3.851,-1.285,825
1646048,27,2019-05-09 19:15:00,3.541,0.665,826
1646047,27,2019-05-09 19:30:00,4.038,-0.03,827
1646046,27,2019-05-09 19:45:00,4.413,-0.182,828
1646165,27,2019-05-09 20:00:00,5.055,-1.52,829
1646164,27,2019-05-09 20:15:00,2.261,-0.724,830
1646163,27,2019-05-09 20:30:00,3.594,-2.804,831
1646162,27,2019-05-09 20:45:00,3.306,-2.554,832
1646293,27,2019-05-09 21:00:00,2.2,-1.419,833
1646292,27,2019-05-09 21:15:00,2.961,-2.392,834
1646291,27,2019-05-09 21:30:00,0.803,-0.403,835
1646290,27,2019-05-09 21:45:00,0.745,-0.27,836
1646329,27,2019-05-09 22:00:00,0.521,0.026,837
1646328,27,2019-05-09 22:15:00,0.321,0.139,838
1646327,27,2019-05-09 22:30:00,0.217,0.272,839
1646326,27,2019-05-09 22:45:00,0.126,0.511,840
1646473,27,2019-05-09 23:00:00,0.037,0.743,841
1646472,27,2019-05-09 23:15:00,0.004,1.135,842
1646471,27,2019-05-09 23:30:00,-0.007,0.665,843
1646470,27,2019-05-09 23:45:00,-0.002,0.684,844
1646569,27,2019-05-10 00:00:00,-0.003,0.719,845
1646568,27,2019-05-10 00:15:00,-0.003,0.783,846
1646567,27,2019-05-10 00:30:00,-0.003,0.648,847
1646566,27,2019-05-10 00:45:00,-0.003,0.791,848
1646693,27,2019-05-10 01:00:00,-0.003,1.522,849
1646692,27,2019-05-10 01:15:00,-0.003,1.225,850
1646691,27,2019-05-10 01:30:00,-0.003,1.274,851
1646690,27,2019-05-10 01:45:00,-0.003,1.263,852
1646789,27,2019-05-10 02:00:00,-0.003,1.34,853
1646788,27,2019-05-10 02:15:00,-0.003,1.371,854
1646787,27,2019-05-10 02:30:00,-0.003,1.415,855
1646786,27,2019-05-10 02:45:00,-0.003,1.216,856
1646845,27,2019-05-10 03:00:00,-0.003,1.159,857
1646844,27,2019-05-10 03:15:00,-0.003,1.471,858
1646843,27,2019-05-10 03:30:00,-0.003,0.839,859
1646842,27,2019-05-10 03:45:00,-0.003,0.854,860
1646989,27,2019-05-10 04:00:00,-0.003,0.523,861
1646988,27,2019-05-10 04:15:00,-0.003,0.474,862
1646987,27,2019-05-10 04:30:00,-0.003,0.41,863
1646986,27,2019-05-10 04:45:00,-0.003,0.817,864
1647053,27,2019-05-10 05:00:00,-0.003,0.545,865
1647052,27,2019-05-10 05:15:00,-0.003,0.397,866
1647051,27,2019-05-10 05:30:00,-0.003,0.672,867
1647050,27,2019-05-10 05:45:00,-0.003,0.61,868
1647173,27,2019-05-10 06:00:00,-0.003,0.722,869
1647172,27,2019-05-10 06:15:00,-0.003,0.583,870
1647171,27,2019-05-10 06:30:00,-0.003,0.597,871
1647170,27,2019-05-10 06:45:00,-0.003,0.717,872
1647273,27,2019-05-10 07:00:00,-0.003,0.552,873
1647272,27,2019-05-10 07:15:00,-0.003,0.819,874
1647271,27,2019-05-10 07:30:00,-0.003,0.494,875
1647270,27,2019-05-10 07:45:00,-0.003,0.966,876
1647369,27,2019-05-10 08:00:00,-0.003,0.487,877
1647368,27,2019-05-10 08:15:00,-0.003,0.964,878
1647367,27,2019-05-10 08:30:00,-0.003,0.417,879
1647366,27,2019-05-10 08:45:00,-0.003,0.907,880
1647445,27,2019-05-10 09:00:00,-0.003,0.461,881
1647444,27,2019-05-10 09:15:00,-0.003,0.859,882
1647443,27,2019-05-10 09:30:00,-0.003,0.382,883
1647442,27,2019-05-10 09:45:00,-0.003,0.923,884
1647537,27,2019-05-10 10:00:00,-0.002,0.451,885
1647536,27,2019-05-10 10:15:00,-0.001,0.892,886
1647535,27,2019-05-10 10:30:00,0.006,1.101,887
1647534,27,2019-05-10 10:45:00,0.086,0.922,888
1647681,27,2019-05-10 11:00:00,0.101,0.572,889
1647680,27,2019-05-10 11:15:00,0.093,0.818,890
1647679,27,2019-05-10 11:30:00,0.113,0.653,891
1647678,27,2019-05-10 11:45:00,0.278,0.64,892
1647781,27,2019-05-10 12:00:00,0.436,0.607,893
1647780,27,2019-05-10 12:15:00,0.435,0.103,894
1647779,27,2019-05-10 12:30:00,0.757,0.368,895
1647778,27,2019-05-10 12:45:00,0.65,0.164,896
1647830,27,2019-05-10 13:00:00,0.602,0.456,897
1647829,27,2019-05-10 13:15:00,0.666,0.264,898
1647828,27,2019-05-10 13:30:00,0.519,0.209,899
1647827,27,2019-05-10 13:45:00,0.529,0.707,900
1647989,27,2019-05-10 14:00:00,0.636,0.251,901
1647988,27,2019-05-10 14:15:00,0.609,0.715,902
1647987,27,2019-05-10 14:30:00,1.393,-0.557,903
1647986,27,2019-05-10 14:45:00,2.173,-1.265,904
1648013,27,2019-05-10 15:00:00,3.018,-2.132,905
1648012,27,2019-05-10 15:15:00,6.421,-5.672,906
1648011,27,2019-05-10 15:30:00,6.628,-5.808,907
1648010,27,2019-05-10 15:45:00,8.551,-7.566,908
1648197,27,2019-05-10 16:00:00,9.454,-8.505,909
1648196,27,2019-05-10 16:15:00,8.279,-7.523,910
1648195,27,2019-05-10 16:30:00,7.028,-6.38,911
1648194,27,2019-05-10 16:45:00,5.667,-5.067,912
1648261,27,2019-05-10 17:00:00,2.279,-1.771,913
1648260,27,2019-05-10 17:15:00,9.221,-8.484,914
1648259,27,2019-05-10 17:30:00,10.179,-9.482,915
1648258,27,2019-05-10 17:45:00,8.46,-7.806,916
1648349,27,2019-05-10 18:00:00,8.239,-7.553,917
1648348,27,2019-05-10 18:15:00,6.075,-5.451,918
1648347,27,2019-05-10 18:30:00,2.209,-0.598,919
1648346,27,2019-05-10 18:45:00,7.036,-3.009,920
1648453,27,2019-05-10 19:00:00,2.449,1.574,921
1648452,27,2019-05-10 19:15:00,0.494,3.516,922
1648451,27,2019-05-10 19:30:00,1.101,3.123,923
1648450,27,2019-05-10 19:45:00,4.22,-0.076,924
1648577,27,2019-05-10 20:00:00,6.554,-2.431,925
1648576,27,2019-05-10 20:15:00,5.434,-1.356,926
1648575,27,2019-05-10 20:30:00,2.796,0.208,927
1648574,27,2019-05-10 20:45:00,0.732,0.194,928
1648621,27,2019-05-10 21:00:00,2.777,-2.175,929
1648620,27,2019-05-10 21:15:00,3.014,-2.334,930
1648619,27,2019-05-10 21:30:00,3.081,-2.167,931
1648618,27,2019-05-10 21:45:00,4.066,-3.181,932
1648765,27,2019-05-10 22:00:00,2.25,-1.377,933
1648764,27,2019-05-10 22:15:00,1.297,-0.485,934
1648763,27,2019-05-10 22:30:00,0.803,0.062,935
1648762,27,2019-05-10 22:45:00,0.86,0.222,936
1648845,27,2019-05-10 23:00:00,0.733,0.495,937
