,sequence,dataid,local_15min,solar_total,grid,sequence_reset,local_15min_localize
1858102,1858102,9053,2019-05-01 00:00:00-05,,0.763,1,2019-05-01 00:00:00
1858103,1858103,9053,2019-05-01 00:15:00-05,,0.795,2,2019-05-01 00:15:00
1858104,1858104,9053,2019-05-01 00:30:00-05,,0.762,3,2019-05-01 00:30:00
1858105,1858105,9053,2019-05-01 00:45:00-05,,0.813,4,2019-05-01 00:45:00
1858106,1858106,9053,2019-05-01 01:00:00-05,,0.78,5,2019-05-01 01:00:00
1858107,1858107,9053,2019-05-01 01:15:00-05,,1.037,6,2019-05-01 01:15:00
1858108,1858108,9053,2019-05-01 01:30:00-05,,0.796,7,2019-05-01 01:30:00
1858109,1858109,9053,2019-05-01 01:45:00-05,,0.772,8,2019-05-01 01:45:00
1858110,1858110,9053,2019-05-01 02:00:00-05,,0.712,9,2019-05-01 02:00:00
1858111,1858111,9053,2019-05-01 02:15:00-05,,0.537,10,2019-05-01 02:15:00
1858112,1858112,9053,2019-05-01 02:30:00-05,,0.353,11,2019-05-01 02:30:00
1858113,1858113,9053,2019-05-01 02:45:00-05,,0.35,12,2019-05-01 02:45:00
1858114,1858114,9053,2019-05-01 03:00:00-05,,0.323,13,2019-05-01 03:00:00
1858115,1858115,9053,2019-05-01 03:15:00-05,,0.603,14,2019-05-01 03:15:00
1858116,1858116,9053,2019-05-01 03:30:00-05,,0.558,15,2019-05-01 03:30:00
1858117,1858117,9053,2019-05-01 03:45:00-05,,0.26,16,2019-05-01 03:45:00
1858118,1858118,9053,2019-05-01 04:00:00-05,,0.195,17,2019-05-01 04:00:00
1858119,1858119,9053,2019-05-01 04:15:00-05,,0.25,18,2019-05-01 04:15:00
1858120,1858120,9053,2019-05-01 04:30:00-05,,0.238,19,2019-05-01 04:30:00
1858121,1858121,9053,2019-05-01 04:45:00-05,,0.234,20,2019-05-01 04:45:00
1858122,1858122,9053,2019-05-01 05:00:00-05,,0.34,21,2019-05-01 05:00:00
1858123,1858123,9053,2019-05-01 05:15:00-05,,0.428,22,2019-05-01 05:15:00
1858124,1858124,9053,2019-05-01 05:30:00-05,,0.789,23,2019-05-01 05:30:00
1858125,1858125,9053,2019-05-01 05:45:00-05,,0.792,24,2019-05-01 05:45:00
1858126,1858126,9053,2019-05-01 06:00:00-05,,0.722,25,2019-05-01 06:00:00
1858127,1858127,9053,2019-05-01 06:15:00-05,,0.962,26,2019-05-01 06:15:00
1858128,1858128,9053,2019-05-01 06:30:00-05,,0.832,27,2019-05-01 06:30:00
1858129,1858129,9053,2019-05-01 06:45:00-05,,0.601,28,2019-05-01 06:45:00
1858130,1858130,9053,2019-05-01 07:00:00-05,,0.595,29,2019-05-01 07:00:00
1858131,1858131,9053,2019-05-01 07:15:00-05,,0.694,30,2019-05-01 07:15:00
1858132,1858132,9053,2019-05-01 07:30:00-05,,0.662,31,2019-05-01 07:30:00
1858133,1858133,9053,2019-05-01 07:45:00-05,,0.741,32,2019-05-01 07:45:00
1858134,1858134,9053,2019-05-01 08:00:00-05,,0.82,33,2019-05-01 08:00:00
1858135,1858135,9053,2019-05-01 08:15:00-05,,0.803,34,2019-05-01 08:15:00
1858136,1858136,9053,2019-05-01 08:30:00-05,,0.74,35,2019-05-01 08:30:00
1858137,1858137,9053,2019-05-01 08:45:00-05,,0.664,36,2019-05-01 08:45:00
1858138,1858138,9053,2019-05-01 09:00:00-05,,0.641,37,2019-05-01 09:00:00
1858139,1858139,9053,2019-05-01 09:15:00-05,,0.649,38,2019-05-01 09:15:00
1858140,1858140,9053,2019-05-01 09:30:00-05,,0.702,39,2019-05-01 09:30:00
1858141,1858141,9053,2019-05-01 09:45:00-05,,0.767,40,2019-05-01 09:45:00
1858142,1858142,9053,2019-05-01 10:00:00-05,,0.886,41,2019-05-01 10:00:00
1858143,1858143,9053,2019-05-01 10:15:00-05,,0.841,42,2019-05-01 10:15:00
1858144,1858144,9053,2019-05-01 10:30:00-05,,0.686,43,2019-05-01 10:30:00
1858145,1858145,9053,2019-05-01 10:45:00-05,,0.323,44,2019-05-01 10:45:00
1858146,1858146,9053,2019-05-01 11:00:00-05,,0.189,45,2019-05-01 11:00:00
1858147,1858147,9053,2019-05-01 11:15:00-05,,0.238,46,2019-05-01 11:15:00
1858148,1858148,9053,2019-05-01 11:30:00-05,,0.235,47,2019-05-01 11:30:00
1858149,1858149,9053,2019-05-01 11:45:00-05,,0.203,48,2019-05-01 11:45:00
1858150,1858150,9053,2019-05-01 12:00:00-05,,0.291,49,2019-05-01 12:00:00
1858151,1858151,9053,2019-05-01 12:15:00-05,,0.256,50,2019-05-01 12:15:00
1858152,1858152,9053,2019-05-01 12:30:00-05,,0.247,51,2019-05-01 12:30:00
1858153,1858153,9053,2019-05-01 12:45:00-05,,0.242,52,2019-05-01 12:45:00
1858154,1858154,9053,2019-05-01 13:00:00-05,,0.218,53,2019-05-01 13:00:00
1858155,1858155,9053,2019-05-01 13:15:00-05,,0.217,54,2019-05-01 13:15:00
1858156,1858156,9053,2019-05-01 13:30:00-05,,0.179,55,2019-05-01 13:30:00
1858157,1858157,9053,2019-05-01 13:45:00-05,,0.14,56,2019-05-01 13:45:00
1858158,1858158,9053,2019-05-01 14:00:00-05,,0.167,57,2019-05-01 14:00:00
1858159,1858159,9053,2019-05-01 14:15:00-05,,0.252,58,2019-05-01 14:15:00
1858160,1858160,9053,2019-05-01 14:30:00-05,,0.37,59,2019-05-01 14:30:00
1858161,1858161,9053,2019-05-01 14:45:00-05,,0.323,60,2019-05-01 14:45:00
1858162,1858162,9053,2019-05-01 15:00:00-05,,0.228,61,2019-05-01 15:00:00
1858163,1858163,9053,2019-05-01 15:15:00-05,,0.159,62,2019-05-01 15:15:00
1858164,1858164,9053,2019-05-01 15:30:00-05,,0.139,63,2019-05-01 15:30:00
1858165,1858165,9053,2019-05-01 15:45:00-05,,0.155,64,2019-05-01 15:45:00
1858166,1858166,9053,2019-05-01 16:00:00-05,,0.201,65,2019-05-01 16:00:00
1858167,1858167,9053,2019-05-01 16:15:00-05,,0.734,66,2019-05-01 16:15:00
1858168,1858168,9053,2019-05-01 16:30:00-05,,1.884,67,2019-05-01 16:30:00
1858169,1858169,9053,2019-05-01 16:45:00-05,,1.073,68,2019-05-01 16:45:00
1858170,1858170,9053,2019-05-01 17:00:00-05,,0.199,69,2019-05-01 17:00:00
1858171,1858171,9053,2019-05-01 17:15:00-05,,0.586,70,2019-05-01 17:15:00
1858172,1858172,9053,2019-05-01 17:30:00-05,,0.344,71,2019-05-01 17:30:00
1858173,1858173,9053,2019-05-01 17:45:00-05,,0.469,72,2019-05-01 17:45:00
1858174,1858174,9053,2019-05-01 18:00:00-05,,0.726,73,2019-05-01 18:00:00
1858175,1858175,9053,2019-05-01 18:15:00-05,,0.692,74,2019-05-01 18:15:00
1858176,1858176,9053,2019-05-01 18:30:00-05,,1.079,75,2019-05-01 18:30:00
1858177,1858177,9053,2019-05-01 18:45:00-05,,2.254,76,2019-05-01 18:45:00
1858178,1858178,9053,2019-05-01 19:00:00-05,,2.118,77,2019-05-01 19:00:00
1858179,1858179,9053,2019-05-01 19:15:00-05,,2.267,78,2019-05-01 19:15:00
1858180,1858180,9053,2019-05-01 19:30:00-05,,2.078,79,2019-05-01 19:30:00
1858181,1858181,9053,2019-05-01 19:45:00-05,,2.223,80,2019-05-01 19:45:00
1858182,1858182,9053,2019-05-01 20:00:00-05,,2.167,81,2019-05-01 20:00:00
1858183,1858183,9053,2019-05-01 20:15:00-05,,2.206,82,2019-05-01 20:15:00
1858184,1858184,9053,2019-05-01 20:30:00-05,,2.197,83,2019-05-01 20:30:00
1858185,1858185,9053,2019-05-01 20:45:00-05,,2.173,84,2019-05-01 20:45:00
1858186,1858186,9053,2019-05-01 21:00:00-05,,2.202,85,2019-05-01 21:00:00
1858187,1858187,9053,2019-05-01 21:15:00-05,,1.936,86,2019-05-01 21:15:00
1858188,1858188,9053,2019-05-01 21:30:00-05,,2.064,87,2019-05-01 21:30:00
1858189,1858189,9053,2019-05-01 21:45:00-05,,2.295,88,2019-05-01 21:45:00
1858190,1858190,9053,2019-05-01 22:00:00-05,,2.167,89,2019-05-01 22:00:00
1858191,1858191,9053,2019-05-01 22:15:00-05,,2.14,90,2019-05-01 22:15:00
1858192,1858192,9053,2019-05-01 22:30:00-05,,2.144,91,2019-05-01 22:30:00
1858193,1858193,9053,2019-05-01 22:45:00-05,,2.053,92,2019-05-01 22:45:00
1858194,1858194,9053,2019-05-01 23:00:00-05,,2.166,93,2019-05-01 23:00:00
1858195,1858195,9053,2019-05-01 23:15:00-05,,2.129,94,2019-05-01 23:15:00
1858196,1858196,9053,2019-05-01 23:30:00-05,,2.126,95,2019-05-01 23:30:00
1858197,1858197,9053,2019-05-01 23:45:00-05,,2.088,96,2019-05-01 23:45:00
1858198,1858198,9053,2019-05-02 00:00:00-05,,2.16,97,2019-05-02 00:00:00
1858199,1858199,9053,2019-05-02 00:15:00-05,,2.203,98,2019-05-02 00:15:00
