,sequence,dataid,local_15min,solar_total,grid,sequence_reset,local_15min_localize
666537,666537,3517,2019-05-01 07:00:00-05,0.099,0.68,29,2019-05-01 07:00:00
666538,666538,3517,2019-05-01 07:15:00-05,0.146,0.282,30,2019-05-01 07:15:00
666539,666539,3517,2019-05-01 07:30:00-05,0.149,0.138,31,2019-05-01 07:30:00
666540,666540,3517,2019-05-01 07:45:00-05,0.162,0.089,32,2019-05-01 07:45:00
666541,666541,3517,2019-05-01 08:00:00-05,0.193,0.144,33,2019-05-01 08:00:00
666542,666542,3517,2019-05-01 08:15:00-05,0.231,0.15,34,2019-05-01 08:15:00
666543,666543,3517,2019-05-01 08:30:00-05,0.278,-0.076,35,2019-05-01 08:30:00
666544,666544,3517,2019-05-01 08:45:00-05,0.341,-0.078,36,2019-05-01 08:45:00
666545,666545,3517,2019-05-01 09:00:00-05,0.392,0.044,37,2019-05-01 09:00:00
666546,666546,3517,2019-05-01 09:15:00-05,0.396,-0.156,38,2019-05-01 09:15:00
666547,666547,3517,2019-05-01 09:30:00-05,0.49,-0.261,39,2019-05-01 09:30:00
666548,666548,3517,2019-05-01 09:45:00-05,0.504,-0.146,40,2019-05-01 09:45:00
666549,666549,3517,2019-05-01 10:00:00-05,0.636,-0.29,41,2019-05-01 10:00:00
666550,666550,3517,2019-05-01 10:15:00-05,0.697,-0.496,42,2019-05-01 10:15:00
666551,666551,3517,2019-05-01 10:30:00-05,0.975,-0.619,43,2019-05-01 10:30:00
666552,666552,3517,2019-05-01 10:45:00-05,0.884,-0.627,44,2019-05-01 10:45:00
666553,666553,3517,2019-05-01 11:00:00-05,1.198,-0.882,45,2019-05-01 11:00:00
666554,666554,3517,2019-05-01 11:15:00-05,1.039,-0.753,46,2019-05-01 11:15:00
666555,666555,3517,2019-05-01 11:30:00-05,1.469,-1.193,47,2019-05-01 11:30:00
666556,666556,3517,2019-05-01 11:45:00-05,1.838,-1.598,48,2019-05-01 11:45:00
666557,666557,3517,2019-05-01 12:00:00-05,1.666,-1.349,49,2019-05-01 12:00:00
666558,666558,3517,2019-05-01 12:15:00-05,2.037,-1.689,50,2019-05-01 12:15:00
666559,666559,3517,2019-05-01 12:30:00-05,2.627,-2.438,51,2019-05-01 12:30:00
666560,666560,3517,2019-05-01 12:45:00-05,3.523,-3.266,52,2019-05-01 12:45:00
666561,666561,3517,2019-05-01 13:00:00-05,3.405,-2.98,53,2019-05-01 13:00:00
666562,666562,3517,2019-05-01 13:15:00-05,3.264,-2.147,54,2019-05-01 13:15:00
666563,666563,3517,2019-05-01 13:30:00-05,2.921,-1.673,55,2019-05-01 13:30:00
666564,666564,3517,2019-05-01 13:45:00-05,2.74,-1.343,56,2019-05-01 13:45:00
666565,666565,3517,2019-05-01 14:00:00-05,2.118,-0.688,57,2019-05-01 14:00:00
666566,666566,3517,2019-05-01 14:15:00-05,1.038,0.304,58,2019-05-01 14:15:00
666567,666567,3517,2019-05-01 14:30:00-05,0.793,0.588,59,2019-05-01 14:30:00
666568,666568,3517,2019-05-01 14:45:00-05,1.594,-0.29,60,2019-05-01 14:45:00
666569,666569,3517,2019-05-01 15:00:00-05,1.184,0.033,61,2019-05-01 15:00:00
666570,666570,3517,2019-05-01 15:15:00-05,1.003,0.202,62,2019-05-01 15:15:00
666571,666571,3517,2019-05-01 15:30:00-05,1.081,0.276,63,2019-05-01 15:30:00
666572,666572,3517,2019-05-01 15:45:00-05,0.617,0.837,64,2019-05-01 15:45:00
666573,666573,3517,2019-05-01 16:00:00-05,0.557,0.65,65,2019-05-01 16:00:00
666574,666574,3517,2019-05-01 16:15:00-05,0.446,0.758,66,2019-05-01 16:15:00
666575,666575,3517,2019-05-01 16:30:00-05,0.342,0.896,67,2019-05-01 16:30:00
666576,666576,3517,2019-05-01 16:45:00-05,0.347,1.11,68,2019-05-01 16:45:00
666577,666577,3517,2019-05-01 17:00:00-05,0.278,1.011,69,2019-05-01 17:00:00
666578,666578,3517,2019-05-01 17:15:00-05,0.181,1.091,70,2019-05-01 17:15:00
666579,666579,3517,2019-05-01 17:30:00-05,0.097,1.556,71,2019-05-01 17:30:00
666580,666580,3517,2019-05-01 17:45:00-05,0.077,1.834,72,2019-05-01 17:45:00
666581,666581,3517,2019-05-01 18:00:00-05,0.044,1.357,73,2019-05-01 18:00:00
666582,666582,3517,2019-05-01 18:15:00-05,0.026,1.329,74,2019-05-01 18:15:00
666583,666583,3517,2019-05-01 18:30:00-05,0.003,1.318,75,2019-05-01 18:30:00
666584,666584,3517,2019-05-01 18:45:00-05,-0.014,1.299,76,2019-05-01 18:45:00
666585,666585,3517,2019-05-01 19:00:00-05,-0.022,1.426,77,2019-05-01 19:00:00
666586,666586,3517,2019-05-01 19:15:00-05,-0.006,1.406,78,2019-05-01 19:15:00
666587,666587,3517,2019-05-01 19:30:00-05,0.001,1.375,79,2019-05-01 19:30:00
666588,666588,3517,2019-05-01 19:45:00-05,0.001,1.273,80,2019-05-01 19:45:00
666589,666589,3517,2019-05-01 20:00:00-05,0.001,1.299,81,2019-05-01 20:00:00
666590,666590,3517,2019-05-01 20:15:00-05,0.001,1.612,82,2019-05-01 20:15:00
666591,666591,3517,2019-05-01 20:30:00-05,0.001,1.365,83,2019-05-01 20:30:00
666592,666592,3517,2019-05-01 20:45:00-05,0.001,1.408,84,2019-05-01 20:45:00
666593,666593,3517,2019-05-01 21:00:00-05,0.001,1.407,85,2019-05-01 21:00:00
666594,666594,3517,2019-05-01 21:15:00-05,0.001,1.436,86,2019-05-01 21:15:00
666595,666595,3517,2019-05-01 21:30:00-05,0.001,1.46,87,2019-05-01 21:30:00
666596,666596,3517,2019-05-01 21:45:00-05,0.001,1.379,88,2019-05-01 21:45:00
666597,666597,3517,2019-05-01 22:00:00-05,0.001,1.354,89,2019-05-01 22:00:00
666598,666598,3517,2019-05-01 22:15:00-05,0.001,1.506,90,2019-05-01 22:15:00
666599,666599,3517,2019-05-01 22:30:00-05,0.001,1.593,91,2019-05-01 22:30:00
666600,666600,3517,2019-05-01 22:45:00-05,0.001,1.42,92,2019-05-01 22:45:00
666601,666601,3517,2019-05-01 23:00:00-05,0.001,1.37,93,2019-05-01 23:00:00
666602,666602,3517,2019-05-01 23:15:00-05,0.001,1.441,94,2019-05-01 23:15:00
666603,666603,3517,2019-05-01 23:30:00-05,0.001,1.479,95,2019-05-01 23:30:00
666604,666604,3517,2019-05-01 23:45:00-05,0.001,1.29,96,2019-05-01 23:45:00
666605,666605,3517,2019-05-02 00:00:00-05,0.001,1.283,97,2019-05-02 00:00:00
666606,666606,3517,2019-05-02 00:15:00-05,0.001,1.268,98,2019-05-02 00:15:00
666607,666607,3517,2019-05-02 00:30:00-05,0.001,0.684,99,2019-05-02 00:30:00
666608,666608,3517,2019-05-02 00:45:00-05,0.001,0.353,100,2019-05-02 00:45:00
666609,666609,3517,2019-05-02 01:00:00-05,0.001,0.282,101,2019-05-02 01:00:00
666610,666610,3517,2019-05-02 01:15:00-05,0.001,0.279,102,2019-05-02 01:15:00
666611,666611,3517,2019-05-02 01:30:00-05,0.001,0.452,103,2019-05-02 01:30:00
666612,666612,3517,2019-05-02 01:45:00-05,0.001,0.375,104,2019-05-02 01:45:00
666613,666613,3517,2019-05-02 02:00:00-05,0.001,0.264,105,2019-05-02 02:00:00
666614,666614,3517,2019-05-02 02:15:00-05,0.001,0.285,106,2019-05-02 02:15:00
666615,666615,3517,2019-05-02 02:30:00-05,0.002,0.382,107,2019-05-02 02:30:00
666616,666616,3517,2019-05-02 02:45:00-05,0.001,0.418,108,2019-05-02 02:45:00
666617,666617,3517,2019-05-02 03:00:00-05,0.001,0.243,109,2019-05-02 03:00:00
666618,666618,3517,2019-05-02 03:15:00-05,0.001,0.33,110,2019-05-02 03:15:00
666619,666619,3517,2019-05-02 03:30:00-05,0.001,0.305,111,2019-05-02 03:30:00
666620,666620,3517,2019-05-02 03:45:00-05,0.001,0.433,112,2019-05-02 03:45:00
666621,666621,3517,2019-05-02 04:00:00-05,0.001,0.245,113,2019-05-02 04:00:00
666622,666622,3517,2019-05-02 04:15:00-05,0.001,0.35,114,2019-05-02 04:15:00
666623,666623,3517,2019-05-02 04:30:00-05,0.001,0.272,115,2019-05-02 04:30:00
666624,666624,3517,2019-05-02 04:45:00-05,0.001,0.436,116,2019-05-02 04:45:00
666625,666625,3517,2019-05-02 05:00:00-05,0.001,0.255,117,2019-05-02 05:00:00
666626,666626,3517,2019-05-02 05:15:00-05,-0.001,0.316,118,2019-05-02 05:15:00
666627,666627,3517,2019-05-02 05:30:00-05,0.005,0.223,119,2019-05-02 05:30:00
666628,666628,3517,2019-05-02 05:45:00-05,0.043,0.344,120,2019-05-02 05:45:00
666629,666629,3517,2019-05-02 06:00:00-05,0.057,0.28,121,2019-05-02 06:00:00
666630,666630,3517,2019-05-02 06:15:00-05,0.088,0.19,122,2019-05-02 06:15:00
666631,666631,3517,2019-05-02 06:30:00-05,0.061,0.177,123,2019-05-02 06:30:00
666632,666632,3517,2019-05-02 06:45:00-05,0.075,0.296,124,2019-05-02 06:45:00
666633,666633,3517,2019-05-02 07:00:00-05,0.062,0.516,125,2019-05-02 07:00:00
666634,666634,3517,2019-05-02 07:15:00-05,0.137,0.434,126,2019-05-02 07:15:00
666635,666635,3517,2019-05-02 07:30:00-05,0.115,0.345,127,2019-05-02 07:30:00
666636,666636,3517,2019-05-02 07:45:00-05,0.056,0.36,128,2019-05-02 07:45:00
666637,666637,3517,2019-05-02 08:00:00-05,0.067,0.38,129,2019-05-02 08:00:00
666638,666638,3517,2019-05-02 08:15:00-05,0.127,0.121,130,2019-05-02 08:15:00
666639,666639,3517,2019-05-02 08:30:00-05,0.155,0.05,131,2019-05-02 08:30:00
666640,666640,3517,2019-05-02 08:45:00-05,0.19,0.126,132,2019-05-02 08:45:00
666641,666641,3517,2019-05-02 09:00:00-05,0.22,0.235,133,2019-05-02 09:00:00
666642,666642,3517,2019-05-02 09:15:00-05,0.232,0.018,134,2019-05-02 09:15:00
666643,666643,3517,2019-05-02 09:30:00-05,0.181,0.012,135,2019-05-02 09:30:00
666644,666644,3517,2019-05-02 09:45:00-05,0.261,0.029,136,2019-05-02 09:45:00
666645,666645,3517,2019-05-02 10:00:00-05,0.558,-0.105,137,2019-05-02 10:00:00
666646,666646,3517,2019-05-02 10:15:00-05,0.605,-0.372,138,2019-05-02 10:15:00
666647,666647,3517,2019-05-02 10:30:00-05,0.892,-0.69,139,2019-05-02 10:30:00
666648,666648,3517,2019-05-02 10:45:00-05,0.855,-0.599,140,2019-05-02 10:45:00
666649,666649,3517,2019-05-02 11:00:00-05,0.572,-0.11,141,2019-05-02 11:00:00
666650,666650,3517,2019-05-02 11:15:00-05,1.017,-0.789,142,2019-05-02 11:15:00
666651,666651,3517,2019-05-02 11:30:00-05,0.665,-0.432,143,2019-05-02 11:30:00
666652,666652,3517,2019-05-02 11:45:00-05,0.686,-0.447,144,2019-05-02 11:45:00
666653,666653,3517,2019-05-02 12:00:00-05,0.752,-0.3,145,2019-05-02 12:00:00
666654,666654,3517,2019-05-02 12:15:00-05,0.893,-0.646,146,2019-05-02 12:15:00
666655,666655,3517,2019-05-02 12:30:00-05,1.898,-1.669,147,2019-05-02 12:30:00
666656,666656,3517,2019-05-02 12:45:00-05,2.845,-2.594,148,2019-05-02 12:45:00
666657,666657,3517,2019-05-02 13:00:00-05,1.63,-1.236,149,2019-05-02 13:00:00
666658,666658,3517,2019-05-02 13:15:00-05,3.343,-3.059,150,2019-05-02 13:15:00
666659,666659,3517,2019-05-02 13:30:00-05,3.005,-2.825,151,2019-05-02 13:30:00
666660,666660,3517,2019-05-02 13:45:00-05,2.346,-2.047,152,2019-05-02 13:45:00
666661,666661,3517,2019-05-02 14:00:00-05,2.489,-2.138,153,2019-05-02 14:00:00
666662,666662,3517,2019-05-02 14:15:00-05,2.772,-2.44,154,2019-05-02 14:15:00
666663,666663,3517,2019-05-02 14:30:00-05,2.64,-2.449,155,2019-05-02 14:30:00
666664,666664,3517,2019-05-02 14:45:00-05,2.419,-1.232,156,2019-05-02 14:45:00
666665,666665,3517,2019-05-02 15:00:00-05,2.146,-0.801,157,2019-05-02 15:00:00
666666,666666,3517,2019-05-02 15:15:00-05,1.801,-1.422,158,2019-05-02 15:15:00
666667,666667,3517,2019-05-02 15:30:00-05,1.477,-1.254,159,2019-05-02 15:30:00
666668,666668,3517,2019-05-02 15:45:00-05,1.153,-0.836,160,2019-05-02 15:45:00
666669,666669,3517,2019-05-02 16:00:00-05,0.837,-0.422,161,2019-05-02 16:00:00
666670,666670,3517,2019-05-02 16:15:00-05,0.662,-0.413,162,2019-05-02 16:15:00
666671,666671,3517,2019-05-02 16:30:00-05,0.514,-0.258,163,2019-05-02 16:30:00
666672,666672,3517,2019-05-02 16:45:00-05,0.362,-0.086,164,2019-05-02 16:45:00
666673,666673,3517,2019-05-02 17:00:00-05,0.251,0.207,165,2019-05-02 17:00:00
666674,666674,3517,2019-05-02 17:15:00-05,0.228,0.251,166,2019-05-02 17:15:00
666675,666675,3517,2019-05-02 17:30:00-05,0.212,0.154,167,2019-05-02 17:30:00
666676,666676,3517,2019-05-02 17:45:00-05,0.146,0.827,168,2019-05-02 17:45:00
666677,666677,3517,2019-05-02 18:00:00-05,0.123,1.258,169,2019-05-02 18:00:00
666678,666678,3517,2019-05-02 18:15:00-05,0.078,1.273,170,2019-05-02 18:15:00
666679,666679,3517,2019-05-02 18:30:00-05,0.046,1.278,171,2019-05-02 18:30:00
666680,666680,3517,2019-05-02 18:45:00-05,0.002,1.477,172,2019-05-02 18:45:00
666681,666681,3517,2019-05-02 19:00:00-05,-0.02,1.239,173,2019-05-02 19:00:00
666682,666682,3517,2019-05-02 19:15:00-05,-0.013,1.534,174,2019-05-02 19:15:00
666683,666683,3517,2019-05-02 19:30:00-05,0.001,1.598,175,2019-05-02 19:30:00
666684,666684,3517,2019-05-02 19:45:00-05,0.001,1.434,176,2019-05-02 19:45:00
666685,666685,3517,2019-05-02 20:00:00-05,0.001,1.29,177,2019-05-02 20:00:00
666686,666686,3517,2019-05-02 20:15:00-05,0.001,1.232,178,2019-05-02 20:15:00
666687,666687,3517,2019-05-02 20:30:00-05,0.001,1.593,179,2019-05-02 20:30:00
666688,666688,3517,2019-05-02 20:45:00-05,0.001,1.476,180,2019-05-02 20:45:00
666689,666689,3517,2019-05-02 21:00:00-05,0.001,1.368,181,2019-05-02 21:00:00
666690,666690,3517,2019-05-02 21:15:00-05,0.001,1.263,182,2019-05-02 21:15:00
666691,666691,3517,2019-05-02 21:30:00-05,0.001,1.358,183,2019-05-02 21:30:00
666692,666692,3517,2019-05-02 21:45:00-05,0.001,1.474,184,2019-05-02 21:45:00
666693,666693,3517,2019-05-02 22:00:00-05,0.001,1.534,185,2019-05-02 22:00:00
666694,666694,3517,2019-05-02 22:15:00-05,0.002,1.445,186,2019-05-02 22:15:00
666695,666695,3517,2019-05-02 22:30:00-05,0.002,1.46,187,2019-05-02 22:30:00
666696,666696,3517,2019-05-02 22:45:00-05,0.001,1.335,188,2019-05-02 22:45:00
666697,666697,3517,2019-05-02 23:00:00-05,0.001,1.377,189,2019-05-02 23:00:00
666698,666698,3517,2019-05-02 23:15:00-05,0.001,1.287,190,2019-05-02 23:15:00
666699,666699,3517,2019-05-02 23:30:00-05,0.001,1.283,191,2019-05-02 23:30:00
666700,666700,3517,2019-05-02 23:45:00-05,0.001,1.243,192,2019-05-02 23:45:00
666701,666701,3517,2019-05-03 00:00:00-05,0.001,1.399,193,2019-05-03 00:00:00
666702,666702,3517,2019-05-03 00:15:00-05,0.001,1.303,194,2019-05-03 00:15:00
666703,666703,3517,2019-05-03 00:30:00-05,0.001,1.298,195,2019-05-03 00:30:00
666704,666704,3517,2019-05-03 00:45:00-05,0.001,1.203,196,2019-05-03 00:45:00
666705,666705,3517,2019-05-03 01:00:00-05,0.001,1.404,197,2019-05-03 01:00:00
666706,666706,3517,2019-05-03 01:15:00-05,0.001,1.364,198,2019-05-03 01:15:00
666707,666707,3517,2019-05-03 01:30:00-05,0.001,1.265,199,2019-05-03 01:30:00
666708,666708,3517,2019-05-03 01:45:00-05,0.001,1.22,200,2019-05-03 01:45:00
666709,666709,3517,2019-05-03 02:00:00-05,0.002,1.321,201,2019-05-03 02:00:00
666710,666710,3517,2019-05-03 02:15:00-05,0.001,1.462,202,2019-05-03 02:15:00
666711,666711,3517,2019-05-03 02:30:00-05,0.001,1.299,203,2019-05-03 02:30:00
666712,666712,3517,2019-05-03 02:45:00-05,0.001,1.239,204,2019-05-03 02:45:00
666713,666713,3517,2019-05-03 03:00:00-05,0.001,1.273,205,2019-05-03 03:00:00
666714,666714,3517,2019-05-03 03:15:00-05,0.002,1.469,206,2019-05-03 03:15:00
666715,666715,3517,2019-05-03 03:30:00-05,0.002,1.212,207,2019-05-03 03:30:00
666716,666716,3517,2019-05-03 03:45:00-05,0.001,1.179,208,2019-05-03 03:45:00
666717,666717,3517,2019-05-03 04:00:00-05,0.002,1.132,209,2019-05-03 04:00:00
666718,666718,3517,2019-05-03 04:15:00-05,0.001,0.504,210,2019-05-03 04:15:00
666719,666719,3517,2019-05-03 04:30:00-05,0.001,0.324,211,2019-05-03 04:30:00
666720,666720,3517,2019-05-03 04:45:00-05,0.001,0.224,212,2019-05-03 04:45:00
666721,666721,3517,2019-05-03 05:00:00-05,0.001,0.25,213,2019-05-03 05:00:00
666722,666722,3517,2019-05-03 05:15:00-05,-0.002,0.445,214,2019-05-03 05:15:00
666723,666723,3517,2019-05-03 05:30:00-05,0.012,0.321,215,2019-05-03 05:30:00
666724,666724,3517,2019-05-03 05:45:00-05,0.03,0.206,216,2019-05-03 05:45:00
666725,666725,3517,2019-05-03 06:00:00-05,0.038,0.171,217,2019-05-03 06:00:00
666726,666726,3517,2019-05-03 06:15:00-05,0.056,0.374,218,2019-05-03 06:15:00
666727,666727,3517,2019-05-03 06:30:00-05,0.086,0.266,219,2019-05-03 06:30:00
666728,666728,3517,2019-05-03 06:45:00-05,0.133,0.117,220,2019-05-03 06:45:00
666729,666729,3517,2019-05-03 07:00:00-05,0.317,-0.113,221,2019-05-03 07:00:00
666730,666730,3517,2019-05-03 07:15:00-05,0.37,0.018,222,2019-05-03 07:15:00
666731,666731,3517,2019-05-03 07:30:00-05,0.435,-0.033,223,2019-05-03 07:30:00
666732,666732,3517,2019-05-03 07:45:00-05,0.454,-0.249,224,2019-05-03 07:45:00
666733,666733,3517,2019-05-03 08:00:00-05,1.072,-0.754,225,2019-05-03 08:00:00
666734,666734,3517,2019-05-03 08:15:00-05,1.087,-0.647,226,2019-05-03 08:15:00
666735,666735,3517,2019-05-03 08:30:00-05,0.804,-0.255,227,2019-05-03 08:30:00
666736,666736,3517,2019-05-03 08:45:00-05,0.76,-0.306,228,2019-05-03 08:45:00
666737,666737,3517,2019-05-03 09:00:00-05,0.792,-0.536,229,2019-05-03 09:00:00
666738,666738,3517,2019-05-03 09:15:00-05,1.466,-1.056,230,2019-05-03 09:15:00
666739,666739,3517,2019-05-03 09:30:00-05,1.561,-1.273,231,2019-05-03 09:30:00
666740,666740,3517,2019-05-03 09:45:00-05,1.933,-1.672,232,2019-05-03 09:45:00
666741,666741,3517,2019-05-03 10:00:00-05,1.509,-1.235,233,2019-05-03 10:00:00
666742,666742,3517,2019-05-03 10:15:00-05,1.244,-0.849,234,2019-05-03 10:15:00
666743,666743,3517,2019-05-03 10:30:00-05,1.423,-1.213,235,2019-05-03 10:30:00
666744,666744,3517,2019-05-03 10:45:00-05,1.115,-0.779,236,2019-05-03 10:45:00
666745,666745,3517,2019-05-03 11:00:00-05,0.737,-0.484,237,2019-05-03 11:00:00
666746,666746,3517,2019-05-03 11:15:00-05,0.533,-0.251,238,2019-05-03 11:15:00
666747,666747,3517,2019-05-03 11:30:00-05,0.379,-0.051,239,2019-05-03 11:30:00
666748,666748,3517,2019-05-03 11:45:00-05,1.367,-1.113,240,2019-05-03 11:45:00
666749,666749,3517,2019-05-03 12:00:00-05,1.124,-0.881,241,2019-05-03 12:00:00
666750,666750,3517,2019-05-03 12:15:00-05,0.462,-0.131,242,2019-05-03 12:15:00
666751,666751,3517,2019-05-03 12:30:00-05,1.085,-0.778,243,2019-05-03 12:30:00
666752,666752,3517,2019-05-03 12:45:00-05,0.634,-0.424,244,2019-05-03 12:45:00
666753,666753,3517,2019-05-03 13:00:00-05,0.602,-0.37,245,2019-05-03 13:00:00
666754,666754,3517,2019-05-03 13:15:00-05,0.612,-0.167,246,2019-05-03 13:15:00
666755,666755,3517,2019-05-03 13:30:00-05,0.568,-0.385,247,2019-05-03 13:30:00
666756,666756,3517,2019-05-03 13:45:00-05,0.272,-0.045,248,2019-05-03 13:45:00
666757,666757,3517,2019-05-03 14:00:00-05,0.248,0.133,249,2019-05-03 14:00:00
666758,666758,3517,2019-05-03 14:15:00-05,0.222,0.079,250,2019-05-03 14:15:00
666759,666759,3517,2019-05-03 14:30:00-05,0.146,0.072,251,2019-05-03 14:30:00
666760,666760,3517,2019-05-03 14:45:00-05,0.164,0.16,252,2019-05-03 14:45:00
666761,666761,3517,2019-05-03 15:00:00-05,0.253,0.038,253,2019-05-03 15:00:00
666762,666762,3517,2019-05-03 15:15:00-05,0.379,-0.106,254,2019-05-03 15:15:00
666763,666763,3517,2019-05-03 15:30:00-05,0.236,0.096,255,2019-05-03 15:30:00
666764,666764,3517,2019-05-03 15:45:00-05,0.28,0.276,256,2019-05-03 15:45:00
666765,666765,3517,2019-05-03 16:00:00-05,0.325,0.018,257,2019-05-03 16:00:00
666766,666766,3517,2019-05-03 16:15:00-05,0.428,-0.023,258,2019-05-03 16:15:00
666767,666767,3517,2019-05-03 16:30:00-05,0.377,0.23,259,2019-05-03 16:30:00
666768,666768,3517,2019-05-03 16:45:00-05,0.15,1.152,260,2019-05-03 16:45:00
666769,666769,3517,2019-05-03 17:00:00-05,0.077,1.262,261,2019-05-03 17:00:00
666770,666770,3517,2019-05-03 17:15:00-05,0.044,1.461,262,2019-05-03 17:15:00
666771,666771,3517,2019-05-03 17:30:00-05,0.004,1.346,263,2019-05-03 17:30:00
666772,666772,3517,2019-05-03 17:45:00-05,0.04,1.288,264,2019-05-03 17:45:00
666773,666773,3517,2019-05-03 18:00:00-05,0.092,1.272,265,2019-05-03 18:00:00
666774,666774,3517,2019-05-03 18:15:00-05,0.013,1.433,266,2019-05-03 18:15:00
666775,666775,3517,2019-05-03 18:30:00-05,-0.018,1.942,267,2019-05-03 18:30:00
666776,666776,3517,2019-05-03 18:45:00-05,-0.021,1.803,268,2019-05-03 18:45:00
666777,666777,3517,2019-05-03 19:00:00-05,-0.022,1.62,269,2019-05-03 19:00:00
666778,666778,3517,2019-05-03 19:15:00-05,-0.006,1.262,270,2019-05-03 19:15:00
666779,666779,3517,2019-05-03 19:30:00-05,0.001,1.538,271,2019-05-03 19:30:00
666780,666780,3517,2019-05-03 19:45:00-05,0.001,1.984,272,2019-05-03 19:45:00
666781,666781,3517,2019-05-03 20:00:00-05,0.001,1.967,273,2019-05-03 20:00:00
666782,666782,3517,2019-05-03 20:15:00-05,0.001,1.623,274,2019-05-03 20:15:00
666783,666783,3517,2019-05-03 20:30:00-05,0.001,1.469,275,2019-05-03 20:30:00
666784,666784,3517,2019-05-03 20:45:00-05,0.001,1.457,276,2019-05-03 20:45:00
666785,666785,3517,2019-05-03 21:00:00-05,0.001,1.363,277,2019-05-03 21:00:00
666786,666786,3517,2019-05-03 21:15:00-05,0.001,2.074,278,2019-05-03 21:15:00
666787,666787,3517,2019-05-03 21:30:00-05,0.001,1.808,279,2019-05-03 21:30:00
666788,666788,3517,2019-05-03 21:45:00-05,0.001,1.371,280,2019-05-03 21:45:00
666789,666789,3517,2019-05-03 22:00:00-05,0.002,1.414,281,2019-05-03 22:00:00
666790,666790,3517,2019-05-03 22:15:00-05,0.001,1.432,282,2019-05-03 22:15:00
666791,666791,3517,2019-05-03 22:30:00-05,0.001,1.567,283,2019-05-03 22:30:00
666792,666792,3517,2019-05-03 22:45:00-05,0.001,1.478,284,2019-05-03 22:45:00
666793,666793,3517,2019-05-03 23:00:00-05,0.002,1.411,285,2019-05-03 23:00:00
666794,666794,3517,2019-05-03 23:15:00-05,0.001,1.483,286,2019-05-03 23:15:00
666795,666795,3517,2019-05-03 23:30:00-05,0.001,1.594,287,2019-05-03 23:30:00
666796,666796,3517,2019-05-03 23:45:00-05,0.001,1.423,288,2019-05-03 23:45:00
666797,666797,3517,2019-05-04 00:00:00-05,0.001,1.303,289,2019-05-04 00:00:00
666798,666798,3517,2019-05-04 00:15:00-05,0.001,1.451,290,2019-05-04 00:15:00
666799,666799,3517,2019-05-04 00:30:00-05,0.001,1.411,291,2019-05-04 00:30:00
666800,666800,3517,2019-05-04 00:45:00-05,0.001,1.299,292,2019-05-04 00:45:00
666801,666801,3517,2019-05-04 01:00:00-05,0.001,1.354,293,2019-05-04 01:00:00
666802,666802,3517,2019-05-04 01:15:00-05,0.001,1.545,294,2019-05-04 01:15:00
