,Unnamed: 0,dataid,local_15min,solar_total,grid
1118455,1293923,7719,2018-01-01 00:00:00-06,-0.008,1.823
1118456,1293924,7719,2018-01-01 00:15:00-06,-0.012,2.91
1118457,1293925,7719,2018-01-01 00:30:00-06,-0.013,3.052
1118458,1293926,7719,2018-01-01 00:45:00-06,-0.009,1.891
1118459,1293927,7719,2018-01-01 01:00:00-06,-0.009,1.528
1118460,1293928,7719,2018-01-01 01:15:00-06,-0.008,1.419
1118461,1293929,7719,2018-01-01 01:30:00-06,-0.009,1.512
1118462,1293930,7719,2018-01-01 01:45:00-06,-0.009,1.493
1118463,1293931,7719,2018-01-01 02:00:00-06,-0.008,1.456
1118464,1293932,7719,2018-01-01 02:15:00-06,-0.009,1.463
1118465,1293933,7719,2018-01-01 02:30:00-06,-0.009,1.386
1118466,1293934,7719,2018-01-01 02:45:00-06,-0.009,1.385
1118467,1293935,7719,2018-01-01 03:00:00-06,-0.009,1.334
1118468,1293936,7719,2018-01-01 03:15:00-06,-0.009,1.44
1118469,1293937,7719,2018-01-01 03:30:00-06,-0.009,1.347
1118470,1293938,7719,2018-01-01 03:45:00-06,-0.009,1.395
1118471,1293939,7719,2018-01-01 04:00:00-06,-0.008,1.291
1118472,1293940,7719,2018-01-01 04:15:00-06,-0.009,1.466
1118473,1293941,7719,2018-01-01 04:30:00-06,-0.008,1.332
1118474,1293942,7719,2018-01-01 04:45:00-06,-0.009,1.38
1118475,1293943,7719,2018-01-01 05:00:00-06,-0.008,1.318
1118476,1293944,7719,2018-01-01 05:15:00-06,-0.009,1.452
1118477,1293945,7719,2018-01-01 05:30:00-06,-0.008,1.4
1118478,1293946,7719,2018-01-01 05:45:00-06,-0.008,1.481
1118479,1293947,7719,2018-01-01 06:00:00-06,-0.006,2.086
1118480,1293948,7719,2018-01-01 06:15:00-06,-0.009,1.495
1118481,1293949,7719,2018-01-01 06:30:00-06,-0.008,1.42
1118482,1293950,7719,2018-01-01 06:45:00-06,-0.009,1.354
1118483,1293951,7719,2018-01-01 07:00:00-06,-0.009,1.333
1118484,1293952,7719,2018-01-01 07:15:00-06,-0.009,1.426
1118485,1293953,7719,2018-01-01 07:30:00-06,-0.011,1.367
1118486,1293954,7719,2018-01-01 07:45:00-06,-0.005,1.322
1118487,1293955,7719,2018-01-01 08:00:00-06,0.081,1.262
1118488,1293956,7719,2018-01-01 08:15:00-06,0.151,1.245
1118489,1293957,7719,2018-01-01 08:30:00-06,0.462,0.938
1118490,1293958,7719,2018-01-01 08:45:00-06,0.665,0.937
1118491,1293959,7719,2018-01-01 09:00:00-06,1.375,0.09
1118492,1293960,7719,2018-01-01 09:15:00-06,1.102,1.615
1118493,1293961,7719,2018-01-01 09:30:00-06,1.519,0.344
1118494,1293962,7719,2018-01-01 09:45:00-06,1.563,0.02
1118495,1293963,7719,2018-01-01 10:00:00-06,1.344,0.514
1118496,1293964,7719,2018-01-01 10:15:00-06,1.511,1.184
1118497,1293965,7719,2018-01-01 10:30:00-06,1.658,0.215
1118498,1293966,7719,2018-01-01 10:45:00-06,2.055,-0.62
