,Unnamed: 0,dataid,local_15min,solar_total,grid
560656,736124,9836,2014-07-08 00:00:00-05,0.001,0.758
560657,736125,9836,2014-07-08 00:15:00-05,0.001,0.702
560658,736126,9836,2014-07-08 00:30:00-05,0.002,0.637
560659,736127,9836,2014-07-08 00:45:00-05,0.001,0.926
560660,736128,9836,2014-07-08 01:00:00-05,0.002,0.677
560661,736129,9836,2014-07-08 01:15:00-05,0.0,0.406
560662,736130,9836,2014-07-08 01:30:00-05,0.0,0.412
560663,736131,9836,2014-07-08 01:45:00-05,0.0,0.288
560664,736132,9836,2014-07-08 02:00:00-05,0.0,0.318
560665,736133,9836,2014-07-08 02:15:00-05,0.0,0.365
560666,736134,9836,2014-07-08 02:30:00-05,0.0,0.396
560667,736135,9836,2014-07-08 02:45:00-05,0.0,0.342
560668,736136,9836,2014-07-08 03:00:00-05,0.0,0.268
560669,736137,9836,2014-07-08 03:15:00-05,0.0,0.366
560670,736138,9836,2014-07-08 03:30:00-05,0.0,0.326
560671,736139,9836,2014-07-08 03:45:00-05,0.0,0.272
560672,736140,9836,2014-07-08 04:00:00-05,0.0,0.338
560673,736141,9836,2014-07-08 04:15:00-05,0.0,0.342
560674,736142,9836,2014-07-08 04:30:00-05,0.0,0.295
560675,736143,9836,2014-07-08 04:45:00-05,0.0,0.294
560676,736144,9836,2014-07-08 05:00:00-05,0.0,0.353
560677,736145,9836,2014-07-08 05:15:00-05,0.0,0.3
560678,736146,9836,2014-07-08 05:30:00-05,0.0,0.276
560679,736147,9836,2014-07-08 05:45:00-05,0.0,0.379
560680,736148,9836,2014-07-08 06:00:00-05,0.0,0.363
560681,736149,9836,2014-07-08 06:15:00-05,0.0,0.279
560682,736150,9836,2014-07-08 06:30:00-05,0.0,0.295
560683,736151,9836,2014-07-08 06:45:00-05,0.0,0.344
560684,736152,9836,2014-07-08 07:00:00-05,0.0,0.308
560685,736153,9836,2014-07-08 07:15:00-05,0.0,0.292
560686,736154,9836,2014-07-08 07:30:00-05,0.0,0.309
560687,736155,9836,2014-07-08 07:45:00-05,-0.001,0.296
560688,736156,9836,2014-07-08 08:00:00-05,0.003,0.256
560689,736157,9836,2014-07-08 08:15:00-05,0.024,0.22
560690,736158,9836,2014-07-08 08:30:00-05,0.059,0.317
560691,736159,9836,2014-07-08 08:45:00-05,0.106,0.148
560692,736160,9836,2014-07-08 09:00:00-05,0.202,-0.03
560693,736161,9836,2014-07-08 09:15:00-05,0.245,-0.016
560694,736162,9836,2014-07-08 09:30:00-05,0.259,0.005
560695,736163,9836,2014-07-08 09:45:00-05,0.378,-0.133
560696,736164,9836,2014-07-08 10:00:00-05,0.626,-0.44
560697,736165,9836,2014-07-08 10:15:00-05,0.635,-0.483
560698,736166,9836,2014-07-08 10:30:00-05,0.7,-0.551
560699,736167,9836,2014-07-08 10:45:00-05,0.842,-0.686
560700,736168,9836,2014-07-08 11:00:00-05,0.947,-0.697
560701,736169,9836,2014-07-08 11:15:00-05,1.041,-0.821
560702,736170,9836,2014-07-08 11:30:00-05,1.123,-0.887
560703,736171,9836,2014-07-08 11:45:00-05,1.225,-1.067
560704,736172,9836,2014-07-08 12:00:00-05,1.336,-1.181
560705,736173,9836,2014-07-08 12:15:00-05,1.406,-1.233
560706,736174,9836,2014-07-08 12:30:00-05,1.488,-1.272
560707,736175,9836,2014-07-08 12:45:00-05,1.636,-1.375
560708,736176,9836,2014-07-08 13:00:00-05,1.699,-1.48
560709,736177,9836,2014-07-08 13:15:00-05,1.765,-1.6
560710,736178,9836,2014-07-08 13:30:00-05,1.809,-1.631
560711,736179,9836,2014-07-08 13:45:00-05,1.867,-1.728
560712,736180,9836,2014-07-08 14:00:00-05,1.651,-1.393
560713,736181,9836,2014-07-08 14:15:00-05,1.957,-1.692
560714,736182,9836,2014-07-08 14:30:00-05,1.935,-1.727
560715,736183,9836,2014-07-08 14:45:00-05,1.946,-1.764
560716,736184,9836,2014-07-08 15:00:00-05,1.915,-1.782
560717,736185,9836,2014-07-08 15:15:00-05,1.903,-1.761
560718,736186,9836,2014-07-08 15:30:00-05,1.899,-1.615
560719,736187,9836,2014-07-08 15:45:00-05,1.884,-1.612
560720,736188,9836,2014-07-08 16:00:00-05,1.849,-1.633
560721,736189,9836,2014-07-08 16:15:00-05,1.811,-1.64
560722,736190,9836,2014-07-08 16:30:00-05,1.776,-1.591
560723,736191,9836,2014-07-08 16:45:00-05,1.72,-1.531
560724,736192,9836,2014-07-08 17:00:00-05,1.674,-1.45
560725,736193,9836,2014-07-08 17:15:00-05,1.619,-1.358
560726,736194,9836,2014-07-08 17:30:00-05,1.545,-1.31
560727,736195,9836,2014-07-08 17:45:00-05,1.475,-1.324
560728,736196,9836,2014-07-08 18:00:00-05,1.389,-1.228
560729,736197,9836,2014-07-08 18:15:00-05,1.303,-1.112
