,sequence,dataid,local_15min,solar_total,grid,sequence_reset,local_15min_localize
1210313,1210313,5997,2019-05-01 15:00:00-05,2.731,-1.674,61,2019-05-01 15:00:00
1210314,1210314,5997,2019-05-01 15:15:00-05,3.014,-2.175,62,2019-05-01 15:15:00
1210315,1210315,5997,2019-05-01 15:30:00-05,4.647,-3.753,63,2019-05-01 15:30:00
1210316,1210316,5997,2019-05-01 15:45:00-05,1.909,-0.784,64,2019-05-01 15:45:00
1210317,1210317,5997,2019-05-01 16:00:00-05,1.21,-0.237,65,2019-05-01 16:00:00
1210318,1210318,5997,2019-05-01 16:15:00-05,0.876,0.024,66,2019-05-01 16:15:00
1210319,1210319,5997,2019-05-01 16:30:00-05,0.607,0.304,67,2019-05-01 16:30:00
1210320,1210320,5997,2019-05-01 16:45:00-05,0.607,0.137,68,2019-05-01 16:45:00
1210321,1210321,5997,2019-05-01 17:00:00-05,0.505,0.375,69,2019-05-01 17:00:00
1210322,1210322,5997,2019-05-01 17:15:00-05,0.322,0.109,70,2019-05-01 17:15:00
1210323,1210323,5997,2019-05-01 17:30:00-05,0.16,0.242,71,2019-05-01 17:30:00
1210324,1210324,5997,2019-05-01 17:45:00-05,0.145,0.207,72,2019-05-01 17:45:00
1210325,1210325,5997,2019-05-01 18:00:00-05,0.084,0.173,73,2019-05-01 18:00:00
1210326,1210326,5997,2019-05-01 18:15:00-05,0.07,0.208,74,2019-05-01 18:15:00
1210327,1210327,5997,2019-05-01 18:30:00-05,0.026,0.394,75,2019-05-01 18:30:00
1210328,1210328,5997,2019-05-01 18:45:00-05,0.002,0.336,76,2019-05-01 18:45:00
1210329,1210329,5997,2019-05-01 19:00:00-05,-0.052,0.312,77,2019-05-01 19:00:00
1210330,1210330,5997,2019-05-01 19:15:00-05,-0.003,0.64,78,2019-05-01 19:15:00
1210331,1210331,5997,2019-05-01 19:30:00-05,-0.002,0.793,79,2019-05-01 19:30:00
1210332,1210332,5997,2019-05-01 19:45:00-05,-0.002,0.673,80,2019-05-01 19:45:00
1210333,1210333,5997,2019-05-01 20:00:00-05,-0.002,0.703,81,2019-05-01 20:00:00
1210334,1210334,5997,2019-05-01 20:15:00-05,-0.002,0.895,82,2019-05-01 20:15:00
1210335,1210335,5997,2019-05-01 20:30:00-05,-0.003,0.677,83,2019-05-01 20:30:00
1210336,1210336,5997,2019-05-01 20:45:00-05,-0.003,0.605,84,2019-05-01 20:45:00
1210337,1210337,5997,2019-05-01 21:00:00-05,-0.01,0.738,85,2019-05-01 21:00:00
1210338,1210338,5997,2019-05-01 21:15:00-05,-0.003,0.475,86,2019-05-01 21:15:00
1210339,1210339,5997,2019-05-01 21:30:00-05,-0.003,0.422,87,2019-05-01 21:30:00
1210340,1210340,5997,2019-05-01 21:45:00-05,-0.003,0.458,88,2019-05-01 21:45:00
1210341,1210341,5997,2019-05-01 22:00:00-05,-0.003,0.366,89,2019-05-01 22:00:00
1210342,1210342,5997,2019-05-01 22:15:00-05,-0.003,0.392,90,2019-05-01 22:15:00
1210343,1210343,5997,2019-05-01 22:30:00-05,-0.003,0.4,91,2019-05-01 22:30:00
1210344,1210344,5997,2019-05-01 22:45:00-05,-0.003,0.291,92,2019-05-01 22:45:00
1210345,1210345,5997,2019-05-01 23:00:00-05,-0.01,0.364,93,2019-05-01 23:00:00
1210346,1210346,5997,2019-05-01 23:15:00-05,-0.003,0.471,94,2019-05-01 23:15:00
1210347,1210347,5997,2019-05-01 23:30:00-05,-0.003,0.564,95,2019-05-01 23:30:00
1210348,1210348,5997,2019-05-01 23:45:00-05,-0.003,0.467,96,2019-05-01 23:45:00
1210349,1210349,5997,2019-05-02 00:00:00-05,-0.003,0.4,97,2019-05-02 00:00:00
1210350,1210350,5997,2019-05-02 00:15:00-05,-0.003,0.448,98,2019-05-02 00:15:00
1210351,1210351,5997,2019-05-02 00:30:00-05,-0.003,0.394,99,2019-05-02 00:30:00
1210352,1210352,5997,2019-05-02 00:45:00-05,-0.003,0.429,100,2019-05-02 00:45:00
1210353,1210353,5997,2019-05-02 01:00:00-05,-0.01,0.514,101,2019-05-02 01:00:00
1210354,1210354,5997,2019-05-02 01:15:00-05,-0.003,0.393,102,2019-05-02 01:15:00
1210355,1210355,5997,2019-05-02 01:30:00-05,-0.003,0.278,103,2019-05-02 01:30:00
1210356,1210356,5997,2019-05-02 01:45:00-05,-0.003,0.407,104,2019-05-02 01:45:00
1210357,1210357,5997,2019-05-02 02:00:00-05,-0.003,0.436,105,2019-05-02 02:00:00
1210358,1210358,5997,2019-05-02 02:15:00-05,-0.003,0.293,106,2019-05-02 02:15:00
1210359,1210359,5997,2019-05-02 02:30:00-05,-0.003,0.274,107,2019-05-02 02:30:00
1210360,1210360,5997,2019-05-02 02:45:00-05,-0.003,0.46,108,2019-05-02 02:45:00
1210361,1210361,5997,2019-05-02 03:00:00-05,-0.01,0.454,109,2019-05-02 03:00:00
1210362,1210362,5997,2019-05-02 03:15:00-05,-0.003,0.322,110,2019-05-02 03:15:00
1210363,1210363,5997,2019-05-02 03:30:00-05,-0.003,0.314,111,2019-05-02 03:30:00
1210364,1210364,5997,2019-05-02 03:45:00-05,-0.003,0.381,112,2019-05-02 03:45:00
1210365,1210365,5997,2019-05-02 04:00:00-05,-0.003,0.32,113,2019-05-02 04:00:00
1210366,1210366,5997,2019-05-02 04:15:00-05,-0.003,0.679,114,2019-05-02 04:15:00
1210367,1210367,5997,2019-05-02 04:30:00-05,-0.003,0.897,115,2019-05-02 04:30:00
1210368,1210368,5997,2019-05-02 04:45:00-05,-0.004,0.543,116,2019-05-02 04:45:00
1210369,1210369,5997,2019-05-02 05:00:00-05,-0.195,0.554,117,2019-05-02 05:00:00
1210370,1210370,5997,2019-05-02 05:15:00-05,0.007,0.515,118,2019-05-02 05:15:00
1210371,1210371,5997,2019-05-02 05:30:00-05,0.04,0.494,119,2019-05-02 05:30:00
1210372,1210372,5997,2019-05-02 05:45:00-05,0.092,0.291,120,2019-05-02 05:45:00
1210373,1210373,5997,2019-05-02 06:00:00-05,0.141,0.345,121,2019-05-02 06:00:00
1210374,1210374,5997,2019-05-02 06:15:00-05,0.222,0.294,122,2019-05-02 06:15:00
1210375,1210375,5997,2019-05-02 06:30:00-05,0.232,0.557,123,2019-05-02 06:30:00
1210376,1210376,5997,2019-05-02 06:45:00-05,0.231,0.735,124,2019-05-02 06:45:00
1210377,1210377,5997,2019-05-02 07:00:00-05,0.184,0.843,125,2019-05-02 07:00:00
1210378,1210378,5997,2019-05-02 07:15:00-05,0.215,3.394,126,2019-05-02 07:15:00
1210379,1210379,5997,2019-05-02 07:30:00-05,0.206,4.65,127,2019-05-02 07:30:00
1210380,1210380,5997,2019-05-02 07:45:00-05,0.18,4.706,128,2019-05-02 07:45:00
1210381,1210381,5997,2019-05-02 08:00:00-05,0.144,4.782,129,2019-05-02 08:00:00
1210382,1210382,5997,2019-05-02 08:15:00-05,0.311,4.465,130,2019-05-02 08:15:00
1210383,1210383,5997,2019-05-02 08:30:00-05,0.37,0.091,131,2019-05-02 08:30:00
1210384,1210384,5997,2019-05-02 08:45:00-05,0.395,-0.057,132,2019-05-02 08:45:00
1210385,1210385,5997,2019-05-02 09:00:00-05,0.483,-0.127,133,2019-05-02 09:00:00
1210386,1210386,5997,2019-05-02 09:15:00-05,0.52,-0.165,134,2019-05-02 09:15:00
1210387,1210387,5997,2019-05-02 09:30:00-05,0.36,0.009,135,2019-05-02 09:30:00
1210388,1210388,5997,2019-05-02 09:45:00-05,0.518,-0.117,136,2019-05-02 09:45:00
1210389,1210389,5997,2019-05-02 10:00:00-05,0.867,-0.516,137,2019-05-02 10:00:00
1210390,1210390,5997,2019-05-02 10:15:00-05,0.947,-0.708,138,2019-05-02 10:15:00
1210391,1210391,5997,2019-05-02 10:30:00-05,1.943,-1.642,139,2019-05-02 10:30:00
1210392,1210392,5997,2019-05-02 10:45:00-05,1.816,-1.329,140,2019-05-02 10:45:00
1210393,1210393,5997,2019-05-02 11:00:00-05,1.653,-1.288,141,2019-05-02 11:00:00
1210394,1210394,5997,2019-05-02 11:15:00-05,2.788,-2.527,142,2019-05-02 11:15:00
1210395,1210395,5997,2019-05-02 11:30:00-05,2.234,-1.869,143,2019-05-02 11:30:00
1210396,1210396,5997,2019-05-02 11:45:00-05,1.752,-1.362,144,2019-05-02 11:45:00
1210397,1210397,5997,2019-05-02 12:00:00-05,1.978,-1.718,145,2019-05-02 12:00:00
1210398,1210398,5997,2019-05-02 12:15:00-05,2.477,-2.207,146,2019-05-02 12:15:00
1210399,1210399,5997,2019-05-02 12:30:00-05,4.503,-4.018,147,2019-05-02 12:30:00
1210400,1210400,5997,2019-05-02 12:45:00-05,4.356,-3.96,148,2019-05-02 12:45:00
1210401,1210401,5997,2019-05-02 13:00:00-05,3.409,-3.12,149,2019-05-02 13:00:00
1210402,1210402,5997,2019-05-02 13:15:00-05,4.738,-4.42,150,2019-05-02 13:15:00
1210403,1210403,5997,2019-05-02 13:30:00-05,3.787,-3.418,151,2019-05-02 13:30:00
1210404,1210404,5997,2019-05-02 13:45:00-05,3.658,-3.292,152,2019-05-02 13:45:00
1210405,1210405,5997,2019-05-02 14:00:00-05,5.785,-5.335,153,2019-05-02 14:00:00
1210406,1210406,5997,2019-05-02 14:15:00-05,6.833,-6.257,154,2019-05-02 14:15:00
1210407,1210407,5997,2019-05-02 14:30:00-05,6.634,-6.27,155,2019-05-02 14:30:00
1210408,1210408,5997,2019-05-02 14:45:00-05,6.549,-6.218,156,2019-05-02 14:45:00
1210409,1210409,5997,2019-05-02 15:00:00-05,6.544,-6.156,157,2019-05-02 15:00:00
1210410,1210410,5997,2019-05-02 15:15:00-05,6.39,-5.932,158,2019-05-02 15:15:00
1210411,1210411,5997,2019-05-02 15:30:00-05,6.26,-5.834,159,2019-05-02 15:30:00
1210412,1210412,5997,2019-05-02 15:45:00-05,6.141,-5.548,160,2019-05-02 15:45:00
1210413,1210413,5997,2019-05-02 16:00:00-05,5.94,-5.444,161,2019-05-02 16:00:00
1210414,1210414,5997,2019-05-02 16:15:00-05,5.505,-5.119,162,2019-05-02 16:15:00
1210415,1210415,5997,2019-05-02 16:30:00-05,4.799,-4.383,163,2019-05-02 16:30:00
1210416,1210416,5997,2019-05-02 16:45:00-05,3.657,-3.196,164,2019-05-02 16:45:00
1210417,1210417,5997,2019-05-02 17:00:00-05,2.307,-1.88,165,2019-05-02 17:00:00
1210418,1210418,5997,2019-05-02 17:15:00-05,1.595,-1.26,166,2019-05-02 17:15:00
1210419,1210419,5997,2019-05-02 17:30:00-05,1.209,-0.862,167,2019-05-02 17:30:00
1210420,1210420,5997,2019-05-02 17:45:00-05,0.982,-0.551,168,2019-05-02 17:45:00
1210421,1210421,5997,2019-05-02 18:00:00-05,0.601,-0.154,169,2019-05-02 18:00:00
1210422,1210422,5997,2019-05-02 18:15:00-05,0.259,0.142,170,2019-05-02 18:15:00
1210423,1210423,5997,2019-05-02 18:30:00-05,0.198,0.235,171,2019-05-02 18:30:00
1210424,1210424,5997,2019-05-02 18:45:00-05,0.051,0.585,172,2019-05-02 18:45:00
1210425,1210425,5997,2019-05-02 19:00:00-05,-0.047,4.642,173,2019-05-02 19:00:00
1210426,1210426,5997,2019-05-02 19:15:00-05,-0.002,5.485,174,2019-05-02 19:15:00
1210427,1210427,5997,2019-05-02 19:30:00-05,-0.002,5.04,175,2019-05-02 19:30:00
1210428,1210428,5997,2019-05-02 19:45:00-05,-0.003,4.283,176,2019-05-02 19:45:00
1210429,1210429,5997,2019-05-02 20:00:00-05,-0.003,3.501,177,2019-05-02 20:00:00
1210430,1210430,5997,2019-05-02 20:15:00-05,-0.003,2.981,178,2019-05-02 20:15:00
1210431,1210431,5997,2019-05-02 20:30:00-05,-0.003,0.958,179,2019-05-02 20:30:00
1210432,1210432,5997,2019-05-02 20:45:00-05,-0.003,1.028,180,2019-05-02 20:45:00
1210433,1210433,5997,2019-05-02 21:00:00-05,-0.01,1.218,181,2019-05-02 21:00:00
1210434,1210434,5997,2019-05-02 21:15:00-05,-0.003,1.087,182,2019-05-02 21:15:00
1210435,1210435,5997,2019-05-02 21:30:00-05,-0.003,1.022,183,2019-05-02 21:30:00
1210436,1210436,5997,2019-05-02 21:45:00-05,-0.003,1.058,184,2019-05-02 21:45:00
1210437,1210437,5997,2019-05-02 22:00:00-05,-0.003,1.092,185,2019-05-02 22:00:00
1210438,1210438,5997,2019-05-02 22:15:00-05,-0.003,0.975,186,2019-05-02 22:15:00
1210439,1210439,5997,2019-05-02 22:30:00-05,-0.003,0.81,187,2019-05-02 22:30:00
1210440,1210440,5997,2019-05-02 22:45:00-05,-0.003,0.476,188,2019-05-02 22:45:00
1210441,1210441,5997,2019-05-02 23:00:00-05,-0.01,0.445,189,2019-05-02 23:00:00
1210442,1210442,5997,2019-05-02 23:15:00-05,-0.003,0.401,190,2019-05-02 23:15:00
1210443,1210443,5997,2019-05-02 23:30:00-05,-0.003,0.345,191,2019-05-02 23:30:00
1210444,1210444,5997,2019-05-02 23:45:00-05,-0.003,0.413,192,2019-05-02 23:45:00
1210445,1210445,5997,2019-05-03 00:00:00-05,-0.003,0.366,193,2019-05-03 00:00:00
1210446,1210446,5997,2019-05-03 00:15:00-05,-0.003,0.364,194,2019-05-03 00:15:00
1210447,1210447,5997,2019-05-03 00:30:00-05,-0.003,0.423,195,2019-05-03 00:30:00
1210448,1210448,5997,2019-05-03 00:45:00-05,-0.003,0.304,196,2019-05-03 00:45:00
1210449,1210449,5997,2019-05-03 01:00:00-05,-0.01,0.295,197,2019-05-03 01:00:00
1210450,1210450,5997,2019-05-03 01:15:00-05,-0.003,0.414,198,2019-05-03 01:15:00
1210451,1210451,5997,2019-05-03 01:30:00-05,-0.003,0.485,199,2019-05-03 01:30:00
1210452,1210452,5997,2019-05-03 01:45:00-05,-0.003,0.318,200,2019-05-03 01:45:00
1210453,1210453,5997,2019-05-03 02:00:00-05,-0.003,0.288,201,2019-05-03 02:00:00
1210454,1210454,5997,2019-05-03 02:15:00-05,-0.003,0.439,202,2019-05-03 02:15:00
1210455,1210455,5997,2019-05-03 02:30:00-05,-0.003,0.392,203,2019-05-03 02:30:00
1210456,1210456,5997,2019-05-03 02:45:00-05,-0.003,0.304,204,2019-05-03 02:45:00
1210457,1210457,5997,2019-05-03 03:00:00-05,-0.01,0.37,205,2019-05-03 03:00:00
1210458,1210458,5997,2019-05-03 03:15:00-05,-0.003,0.454,206,2019-05-03 03:15:00
1210459,1210459,5997,2019-05-03 03:30:00-05,-0.003,0.381,207,2019-05-03 03:30:00
1210460,1210460,5997,2019-05-03 03:45:00-05,-0.003,0.308,208,2019-05-03 03:45:00
1210461,1210461,5997,2019-05-03 04:00:00-05,-0.003,0.404,209,2019-05-03 04:00:00
1210462,1210462,5997,2019-05-03 04:15:00-05,-0.003,0.29,210,2019-05-03 04:15:00
1210463,1210463,5997,2019-05-03 04:30:00-05,-0.003,0.466,211,2019-05-03 04:30:00
1210464,1210464,5997,2019-05-03 04:45:00-05,-0.043,1.399,212,2019-05-03 04:45:00
1210465,1210465,5997,2019-05-03 05:00:00-05,-0.15,0.683,213,2019-05-03 05:00:00
1210466,1210466,5997,2019-05-03 05:15:00-05,-0.002,0.443,214,2019-05-03 05:15:00
1210467,1210467,5997,2019-05-03 05:30:00-05,0.012,0.655,215,2019-05-03 05:30:00
1210468,1210468,5997,2019-05-03 05:45:00-05,0.04,0.837,216,2019-05-03 05:45:00
1210469,1210469,5997,2019-05-03 06:00:00-05,0.074,0.582,217,2019-05-03 06:00:00
1210470,1210470,5997,2019-05-03 06:15:00-05,0.085,0.45,218,2019-05-03 06:15:00
1210471,1210471,5997,2019-05-03 06:30:00-05,0.258,2.304,219,2019-05-03 06:30:00
1210472,1210472,5997,2019-05-03 06:45:00-05,0.323,3.91,220,2019-05-03 06:45:00
1210473,1210473,5997,2019-05-03 07:00:00-05,0.632,2.49,221,2019-05-03 07:00:00
1210474,1210474,5997,2019-05-03 07:15:00-05,0.811,1.805,222,2019-05-03 07:15:00
1210475,1210475,5997,2019-05-03 07:30:00-05,1.075,0.129,223,2019-05-03 07:30:00
1210476,1210476,5997,2019-05-03 07:45:00-05,1.001,0.046,224,2019-05-03 07:45:00
1210477,1210477,5997,2019-05-03 08:00:00-05,3.384,-2.824,225,2019-05-03 08:00:00
1210478,1210478,5997,2019-05-03 08:15:00-05,3.061,-2.589,226,2019-05-03 08:15:00
1210479,1210479,5997,2019-05-03 08:30:00-05,4.885,-4.507,227,2019-05-03 08:30:00
1210480,1210480,5997,2019-05-03 08:45:00-05,2.522,-2.014,228,2019-05-03 08:45:00
1210481,1210481,5997,2019-05-03 09:00:00-05,2.192,-1.724,229,2019-05-03 09:00:00
1210482,1210482,5997,2019-05-03 09:15:00-05,4.658,-4.275,230,2019-05-03 09:15:00
1210483,1210483,5997,2019-05-03 09:30:00-05,5.103,-4.762,231,2019-05-03 09:30:00
1210484,1210484,5997,2019-05-03 09:45:00-05,2.234,-1.853,232,2019-05-03 09:45:00
1210485,1210485,5997,2019-05-03 10:00:00-05,4.865,-4.427,233,2019-05-03 10:00:00
1210486,1210486,5997,2019-05-03 10:15:00-05,3.811,-3.479,234,2019-05-03 10:15:00
1210487,1210487,5997,2019-05-03 10:30:00-05,3.346,-2.871,235,2019-05-03 10:30:00
1210488,1210488,5997,2019-05-03 10:45:00-05,3.046,-2.646,236,2019-05-03 10:45:00
1210489,1210489,5997,2019-05-03 11:00:00-05,1.5,-1.08,237,2019-05-03 11:00:00
1210490,1210490,5997,2019-05-03 11:15:00-05,0.487,0.008,238,2019-05-03 11:15:00
1210491,1210491,5997,2019-05-03 11:30:00-05,0.627,-0.13,239,2019-05-03 11:30:00
1210492,1210492,5997,2019-05-03 11:45:00-05,1.268,-0.754,240,2019-05-03 11:45:00
1210493,1210493,5997,2019-05-03 12:00:00-05,1.929,-1.518,241,2019-05-03 12:00:00
1210494,1210494,5997,2019-05-03 12:15:00-05,2.796,-2.143,242,2019-05-03 12:15:00
1210495,1210495,5997,2019-05-03 12:30:00-05,1.701,-1.18,243,2019-05-03 12:30:00
1210496,1210496,5997,2019-05-03 12:45:00-05,0.813,-0.395,244,2019-05-03 12:45:00
1210497,1210497,5997,2019-05-03 13:00:00-05,0.929,-0.457,245,2019-05-03 13:00:00
1210498,1210498,5997,2019-05-03 13:15:00-05,0.998,-0.451,246,2019-05-03 13:15:00
1210499,1210499,5997,2019-05-03 13:30:00-05,0.32,0.197,247,2019-05-03 13:30:00
1210500,1210500,5997,2019-05-03 13:45:00-05,0.259,0.278,248,2019-05-03 13:45:00
1210501,1210501,5997,2019-05-03 14:00:00-05,0.236,0.292,249,2019-05-03 14:00:00
1210502,1210502,5997,2019-05-03 14:15:00-05,0.122,0.314,250,2019-05-03 14:15:00
1210503,1210503,5997,2019-05-03 14:30:00-05,0.311,0.172,251,2019-05-03 14:30:00
1210504,1210504,5997,2019-05-03 14:45:00-05,0.201,0.602,252,2019-05-03 14:45:00
1210505,1210505,5997,2019-05-03 15:00:00-05,0.358,0.581,253,2019-05-03 15:00:00
1210506,1210506,5997,2019-05-03 15:15:00-05,0.389,0.577,254,2019-05-03 15:15:00
1210507,1210507,5997,2019-05-03 15:30:00-05,0.502,0.407,255,2019-05-03 15:30:00
1210508,1210508,5997,2019-05-03 15:45:00-05,0.663,0.504,256,2019-05-03 15:45:00
1210509,1210509,5997,2019-05-03 16:00:00-05,0.438,0.605,257,2019-05-03 16:00:00
1210510,1210510,5997,2019-05-03 16:15:00-05,0.358,0.494,258,2019-05-03 16:15:00
1210511,1210511,5997,2019-05-03 16:30:00-05,0.548,0.534,259,2019-05-03 16:30:00
1210512,1210512,5997,2019-05-03 16:45:00-05,0.343,0.628,260,2019-05-03 16:45:00
1210513,1210513,5997,2019-05-03 17:00:00-05,0.121,1.163,261,2019-05-03 17:00:00
1210514,1210514,5997,2019-05-03 17:15:00-05,0.026,1.1,262,2019-05-03 17:15:00
1210515,1210515,5997,2019-05-03 17:30:00-05,0.009,0.87,263,2019-05-03 17:30:00
1210516,1210516,5997,2019-05-03 17:45:00-05,0.071,1.029,264,2019-05-03 17:45:00
1210517,1210517,5997,2019-05-03 18:00:00-05,0.147,0.979,265,2019-05-03 18:00:00
1210518,1210518,5997,2019-05-03 18:15:00-05,0.022,1.016,266,2019-05-03 18:15:00
1210519,1210519,5997,2019-05-03 18:30:00-05,-0.004,1.047,267,2019-05-03 18:30:00
1210520,1210520,5997,2019-05-03 18:45:00-05,-0.005,0.76,268,2019-05-03 18:45:00
1210521,1210521,5997,2019-05-03 19:00:00-05,-0.051,0.741,269,2019-05-03 19:00:00
1210522,1210522,5997,2019-05-03 19:15:00-05,-0.002,0.728,270,2019-05-03 19:15:00
1210523,1210523,5997,2019-05-03 19:30:00-05,-0.002,0.716,271,2019-05-03 19:30:00
1210524,1210524,5997,2019-05-03 19:45:00-05,-0.002,0.725,272,2019-05-03 19:45:00
1210525,1210525,5997,2019-05-03 20:00:00-05,-0.002,0.737,273,2019-05-03 20:00:00
1210526,1210526,5997,2019-05-03 20:15:00-05,-0.002,0.645,274,2019-05-03 20:15:00
1210527,1210527,5997,2019-05-03 20:30:00-05,-0.002,0.631,275,2019-05-03 20:30:00
1210528,1210528,5997,2019-05-03 20:45:00-05,-0.003,0.71,276,2019-05-03 20:45:00
1210529,1210529,5997,2019-05-03 21:00:00-05,-0.01,0.603,277,2019-05-03 21:00:00
1210530,1210530,5997,2019-05-03 21:15:00-05,-0.003,0.417,278,2019-05-03 21:15:00
1210531,1210531,5997,2019-05-03 21:30:00-05,-0.003,0.479,279,2019-05-03 21:30:00
