,sequence,dataid,local_15min,solar_total,grid,sequence_reset,local_15min_localize
176144,176144,1222,2019-05-01 23:15:00-05,-0.005,0.333,94,2019-05-01 23:15:00
176145,176145,1222,2019-05-01 23:30:00-05,-0.005,0.329,95,2019-05-01 23:30:00
176146,176146,1222,2019-05-01 23:45:00-05,-0.005,0.41,96,2019-05-01 23:45:00
176147,176147,1222,2019-05-02 00:00:00-05,-0.005,0.343,97,2019-05-02 00:00:00
176148,176148,1222,2019-05-02 00:15:00-05,-0.005,0.282,98,2019-05-02 00:15:00
176149,176149,1222,2019-05-02 00:30:00-05,-0.005,0.3,99,2019-05-02 00:30:00
176150,176150,1222,2019-05-02 00:45:00-05,-0.005,0.337,100,2019-05-02 00:45:00
176151,176151,1222,2019-05-02 01:00:00-05,-0.005,0.281,101,2019-05-02 01:00:00
176152,176152,1222,2019-05-02 01:15:00-05,-0.005,0.412,102,2019-05-02 01:15:00
176153,176153,1222,2019-05-02 01:30:00-05,-0.005,0.338,103,2019-05-02 01:30:00
176154,176154,1222,2019-05-02 01:45:00-05,-0.005,0.293,104,2019-05-02 01:45:00
176155,176155,1222,2019-05-02 02:00:00-05,-0.005,0.294,105,2019-05-02 02:00:00
176156,176156,1222,2019-05-02 02:15:00-05,-0.005,0.332,106,2019-05-02 02:15:00
176157,176157,1222,2019-05-02 02:30:00-05,-0.005,0.284,107,2019-05-02 02:30:00
176158,176158,1222,2019-05-02 02:45:00-05,-0.005,0.339,108,2019-05-02 02:45:00
176159,176159,1222,2019-05-02 03:00:00-05,-0.005,0.391,109,2019-05-02 03:00:00
176160,176160,1222,2019-05-02 03:15:00-05,-0.005,0.259,110,2019-05-02 03:15:00
176161,176161,1222,2019-05-02 03:30:00-05,-0.005,0.283,111,2019-05-02 03:30:00
176162,176162,1222,2019-05-02 03:45:00-05,-0.005,0.303,112,2019-05-02 03:45:00
176163,176163,1222,2019-05-02 04:00:00-05,-0.005,0.257,113,2019-05-02 04:00:00
176164,176164,1222,2019-05-02 04:15:00-05,-0.005,0.264,114,2019-05-02 04:15:00
176165,176165,1222,2019-05-02 04:30:00-05,-0.005,0.379,115,2019-05-02 04:30:00
176166,176166,1222,2019-05-02 04:45:00-05,-0.004,0.283,116,2019-05-02 04:45:00
176167,176167,1222,2019-05-02 05:00:00-05,-0.004,0.234,117,2019-05-02 05:00:00
176168,176168,1222,2019-05-02 05:15:00-05,0.006,2.285,118,2019-05-02 05:15:00
176169,176169,1222,2019-05-02 05:30:00-05,0.054,3.158,119,2019-05-02 05:30:00
176170,176170,1222,2019-05-02 05:45:00-05,0.063,3.342,120,2019-05-02 05:45:00
176171,176171,1222,2019-05-02 06:00:00-05,0.172,3.382,121,2019-05-02 06:00:00
176172,176172,1222,2019-05-02 06:15:00-05,0.169,3.478,122,2019-05-02 06:15:00
176173,176173,1222,2019-05-02 06:30:00-05,0.352,5.354,123,2019-05-02 06:30:00
176174,176174,1222,2019-05-02 06:45:00-05,0.267,2.379,124,2019-05-02 06:45:00
176175,176175,1222,2019-05-02 07:00:00-05,0.206,1.921,125,2019-05-02 07:00:00
176176,176176,1222,2019-05-02 07:15:00-05,0.325,3.739,126,2019-05-02 07:15:00
176177,176177,1222,2019-05-02 07:30:00-05,0.304,1.55,127,2019-05-02 07:30:00
176178,176178,1222,2019-05-02 07:45:00-05,0.356,0.364,128,2019-05-02 07:45:00
176179,176179,1222,2019-05-02 08:00:00-05,0.261,0.227,129,2019-05-02 08:00:00
176180,176180,1222,2019-05-02 08:15:00-05,0.541,4.169,130,2019-05-02 08:15:00
176181,176181,1222,2019-05-02 08:30:00-05,0.665,3.912,131,2019-05-02 08:30:00
176182,176182,1222,2019-05-02 08:45:00-05,0.711,3.579,132,2019-05-02 08:45:00
176183,176183,1222,2019-05-02 09:00:00-05,0.946,2.098,133,2019-05-02 09:00:00
176184,176184,1222,2019-05-02 09:15:00-05,0.661,-0.046,134,2019-05-02 09:15:00
176185,176185,1222,2019-05-02 09:30:00-05,0.591,1.063,135,2019-05-02 09:30:00
176186,176186,1222,2019-05-02 09:45:00-05,0.552,-0.003,136,2019-05-02 09:45:00
176187,176187,1222,2019-05-02 10:00:00-05,0.952,-0.47,137,2019-05-02 10:00:00
176188,176188,1222,2019-05-02 10:15:00-05,1.893,-1.401,138,2019-05-02 10:15:00
176189,176189,1222,2019-05-02 10:30:00-05,1.428,-0.872,139,2019-05-02 10:30:00
176190,176190,1222,2019-05-02 10:45:00-05,1.56,-1.001,140,2019-05-02 10:45:00
176191,176191,1222,2019-05-02 11:00:00-05,1.722,-1.171,141,2019-05-02 11:00:00
176192,176192,1222,2019-05-02 11:15:00-05,1.19,-0.675,142,2019-05-02 11:15:00
176193,176193,1222,2019-05-02 11:30:00-05,1.569,-1.014,143,2019-05-02 11:30:00
176194,176194,1222,2019-05-02 11:45:00-05,1.261,-1.009,144,2019-05-02 11:45:00
176195,176195,1222,2019-05-02 12:00:00-05,1.644,-1.515,145,2019-05-02 12:00:00
176196,176196,1222,2019-05-02 12:15:00-05,1.935,-1.698,146,2019-05-02 12:15:00
176197,176197,1222,2019-05-02 12:30:00-05,2.819,-1.326,147,2019-05-02 12:30:00
176198,176198,1222,2019-05-02 12:45:00-05,3.423,-2.295,148,2019-05-02 12:45:00
176199,176199,1222,2019-05-02 13:00:00-05,2.368,-1.754,149,2019-05-02 13:00:00
176200,176200,1222,2019-05-02 13:15:00-05,3.688,-3.484,150,2019-05-02 13:15:00
176201,176201,1222,2019-05-02 13:30:00-05,4.549,-4.342,151,2019-05-02 13:30:00
176202,176202,1222,2019-05-02 13:45:00-05,4.725,-4.587,152,2019-05-02 13:45:00
176203,176203,1222,2019-05-02 14:00:00-05,4.354,-4.269,153,2019-05-02 14:00:00
176204,176204,1222,2019-05-02 14:15:00-05,4.206,-4.087,154,2019-05-02 14:15:00
176205,176205,1222,2019-05-02 14:30:00-05,4.14,-3.957,155,2019-05-02 14:30:00
176206,176206,1222,2019-05-02 14:45:00-05,3.947,-3.766,156,2019-05-02 14:45:00
176207,176207,1222,2019-05-02 15:00:00-05,3.782,-3.595,157,2019-05-02 15:00:00
176208,176208,1222,2019-05-02 15:15:00-05,3.566,-3.389,158,2019-05-02 15:15:00
176209,176209,1222,2019-05-02 15:30:00-05,3.363,-3.232,159,2019-05-02 15:30:00
176210,176210,1222,2019-05-02 15:45:00-05,3.13,-1.891,160,2019-05-02 15:45:00
176211,176211,1222,2019-05-02 16:00:00-05,2.893,-2.681,161,2019-05-02 16:00:00
176212,176212,1222,2019-05-02 16:15:00-05,2.574,-2.424,162,2019-05-02 16:15:00
176213,176213,1222,2019-05-02 16:30:00-05,2.238,-2.14,163,2019-05-02 16:30:00
176214,176214,1222,2019-05-02 16:45:00-05,1.887,-1.747,164,2019-05-02 16:45:00
176215,176215,1222,2019-05-02 17:00:00-05,1.367,-1.247,165,2019-05-02 17:00:00
176216,176216,1222,2019-05-02 17:15:00-05,0.86,-0.767,166,2019-05-02 17:15:00
176217,176217,1222,2019-05-02 17:30:00-05,0.607,0.253,167,2019-05-02 17:30:00
176218,176218,1222,2019-05-02 17:45:00-05,0.433,0.512,168,2019-05-02 17:45:00
176219,176219,1222,2019-05-02 18:00:00-05,0.345,0.376,169,2019-05-02 18:00:00
176220,176220,1222,2019-05-02 18:15:00-05,0.229,1.479,170,2019-05-02 18:15:00
176221,176221,1222,2019-05-02 18:30:00-05,0.142,2.13,171,2019-05-02 18:30:00
176222,176222,1222,2019-05-02 18:45:00-05,0.044,0.612,172,2019-05-02 18:45:00
176223,176223,1222,2019-05-02 19:00:00-05,-0.001,0.526,173,2019-05-02 19:00:00
176224,176224,1222,2019-05-02 19:15:00-05,-0.004,0.836,174,2019-05-02 19:15:00
176225,176225,1222,2019-05-02 19:30:00-05,-0.005,0.889,175,2019-05-02 19:30:00
176226,176226,1222,2019-05-02 19:45:00-05,-0.005,0.901,176,2019-05-02 19:45:00
176227,176227,1222,2019-05-02 20:00:00-05,-0.005,0.825,177,2019-05-02 20:00:00
176228,176228,1222,2019-05-02 20:15:00-05,-0.005,0.816,178,2019-05-02 20:15:00
176229,176229,1222,2019-05-02 20:30:00-05,-0.005,0.79,179,2019-05-02 20:30:00
176230,176230,1222,2019-05-02 20:45:00-05,-0.005,0.773,180,2019-05-02 20:45:00
176231,176231,1222,2019-05-02 21:00:00-05,-0.005,0.564,181,2019-05-02 21:00:00
176232,176232,1222,2019-05-02 21:15:00-05,-0.005,0.471,182,2019-05-02 21:15:00
176233,176233,1222,2019-05-02 21:30:00-05,-0.005,0.482,183,2019-05-02 21:30:00
176234,176234,1222,2019-05-02 21:45:00-05,-0.005,0.461,184,2019-05-02 21:45:00
176235,176235,1222,2019-05-02 22:00:00-05,-0.005,0.454,185,2019-05-02 22:00:00
176236,176236,1222,2019-05-02 22:15:00-05,-0.005,0.407,186,2019-05-02 22:15:00
176237,176237,1222,2019-05-02 22:30:00-05,-0.005,0.408,187,2019-05-02 22:30:00
176238,176238,1222,2019-05-02 22:45:00-05,-0.005,0.364,188,2019-05-02 22:45:00
176239,176239,1222,2019-05-02 23:00:00-05,-0.005,0.375,189,2019-05-02 23:00:00
176240,176240,1222,2019-05-02 23:15:00-05,-0.005,0.423,190,2019-05-02 23:15:00
176241,176241,1222,2019-05-02 23:30:00-05,-0.005,0.309,191,2019-05-02 23:30:00
176242,176242,1222,2019-05-02 23:45:00-05,-0.005,0.313,192,2019-05-02 23:45:00
176243,176243,1222,2019-05-03 00:00:00-05,-0.005,0.334,193,2019-05-03 00:00:00
176244,176244,1222,2019-05-03 00:15:00-05,-0.005,0.289,194,2019-05-03 00:15:00
176245,176245,1222,2019-05-03 00:30:00-05,-0.005,0.348,195,2019-05-03 00:30:00
176246,176246,1222,2019-05-03 00:45:00-05,-0.005,0.388,196,2019-05-03 00:45:00
176247,176247,1222,2019-05-03 01:00:00-05,-0.005,0.26,197,2019-05-03 01:00:00
176248,176248,1222,2019-05-03 01:15:00-05,-0.005,0.286,198,2019-05-03 01:15:00
176249,176249,1222,2019-05-03 01:30:00-05,-0.005,0.303,199,2019-05-03 01:30:00
176250,176250,1222,2019-05-03 01:45:00-05,-0.005,0.274,200,2019-05-03 01:45:00
176251,176251,1222,2019-05-03 02:00:00-05,-0.005,0.368,201,2019-05-03 02:00:00
176252,176252,1222,2019-05-03 02:15:00-05,-0.005,0.345,202,2019-05-03 02:15:00
176253,176253,1222,2019-05-03 02:30:00-05,-0.005,0.271,203,2019-05-03 02:30:00
176254,176254,1222,2019-05-03 02:45:00-05,-0.005,0.263,204,2019-05-03 02:45:00
176255,176255,1222,2019-05-03 03:00:00-05,-0.005,0.201,205,2019-05-03 03:00:00
176256,176256,1222,2019-05-03 03:15:00-05,-0.005,0.11,206,2019-05-03 03:15:00
176257,176257,1222,2019-05-03 03:30:00-05,-0.005,0.199,207,2019-05-03 03:30:00
176258,176258,1222,2019-05-03 03:45:00-05,-0.005,0.148,208,2019-05-03 03:45:00
176259,176259,1222,2019-05-03 04:00:00-05,-0.004,1.739,209,2019-05-03 04:00:00
176260,176260,1222,2019-05-03 04:15:00-05,-0.004,3.075,210,2019-05-03 04:15:00
176261,176261,1222,2019-05-03 04:30:00-05,-0.004,3.289,211,2019-05-03 04:30:00
176262,176262,1222,2019-05-03 04:45:00-05,-0.004,3.384,212,2019-05-03 04:45:00
176263,176263,1222,2019-05-03 05:00:00-05,-0.003,3.471,213,2019-05-03 05:00:00
176264,176264,1222,2019-05-03 05:15:00-05,-0.003,3.651,214,2019-05-03 05:15:00
176265,176265,1222,2019-05-03 05:30:00-05,0.018,2.09,215,2019-05-03 05:30:00
176266,176266,1222,2019-05-03 05:45:00-05,0.055,1.313,216,2019-05-03 05:45:00
176267,176267,1222,2019-05-03 06:00:00-05,0.07,3.071,217,2019-05-03 06:00:00
176268,176268,1222,2019-05-03 06:15:00-05,0.09,1.722,218,2019-05-03 06:15:00
176269,176269,1222,2019-05-03 06:30:00-05,0.126,0.821,219,2019-05-03 06:30:00
176270,176270,1222,2019-05-03 06:45:00-05,0.298,2.3,220,2019-05-03 06:45:00
176271,176271,1222,2019-05-03 07:00:00-05,0.507,0.3,221,2019-05-03 07:00:00
176272,176272,1222,2019-05-03 07:15:00-05,0.688,0.16,222,2019-05-03 07:15:00
176273,176273,1222,2019-05-03 07:30:00-05,0.725,-0.026,223,2019-05-03 07:30:00
176274,176274,1222,2019-05-03 07:45:00-05,0.583,0.075,224,2019-05-03 07:45:00
176275,176275,1222,2019-05-03 08:00:00-05,0.396,-0.105,225,2019-05-03 08:00:00
176276,176276,1222,2019-05-03 08:15:00-05,0.704,-0.509,226,2019-05-03 08:15:00
176277,176277,1222,2019-05-03 08:30:00-05,1.004,-0.78,227,2019-05-03 08:30:00
176278,176278,1222,2019-05-03 08:45:00-05,1.527,-1.341,228,2019-05-03 08:45:00
176279,176279,1222,2019-05-03 09:00:00-05,1.667,-1.511,229,2019-05-03 09:00:00
176280,176280,1222,2019-05-03 09:15:00-05,1.831,-1.678,230,2019-05-03 09:15:00
176281,176281,1222,2019-05-03 09:30:00-05,1.954,-1.871,231,2019-05-03 09:30:00
176282,176282,1222,2019-05-03 09:45:00-05,2.093,-1.992,232,2019-05-03 09:45:00
176283,176283,1222,2019-05-03 10:00:00-05,2.114,-1.899,233,2019-05-03 10:00:00
176284,176284,1222,2019-05-03 10:15:00-05,3.26,-3.105,234,2019-05-03 10:15:00
176285,176285,1222,2019-05-03 10:30:00-05,1.237,-1.151,235,2019-05-03 10:30:00
176286,176286,1222,2019-05-03 10:45:00-05,1.338,-1.179,236,2019-05-03 10:45:00
176287,176287,1222,2019-05-03 11:00:00-05,0.954,-0.855,237,2019-05-03 11:00:00
176288,176288,1222,2019-05-03 11:15:00-05,0.691,-0.555,238,2019-05-03 11:15:00
176289,176289,1222,2019-05-03 11:30:00-05,0.569,-0.354,239,2019-05-03 11:30:00
176290,176290,1222,2019-05-03 11:45:00-05,0.753,-0.646,240,2019-05-03 11:45:00
176291,176291,1222,2019-05-03 12:00:00-05,0.824,-0.722,241,2019-05-03 12:00:00
176292,176292,1222,2019-05-03 12:15:00-05,2.483,-2.359,242,2019-05-03 12:15:00
176293,176293,1222,2019-05-03 12:30:00-05,1.03,-0.896,243,2019-05-03 12:30:00
176294,176294,1222,2019-05-03 12:45:00-05,0.653,-0.486,244,2019-05-03 12:45:00
176295,176295,1222,2019-05-03 13:00:00-05,0.234,-0.063,245,2019-05-03 13:00:00
176296,176296,1222,2019-05-03 13:15:00-05,0.306,-0.181,246,2019-05-03 13:15:00
176297,176297,1222,2019-05-03 13:30:00-05,0.41,-0.314,247,2019-05-03 13:30:00
176298,176298,1222,2019-05-03 13:45:00-05,0.404,-0.287,248,2019-05-03 13:45:00
176299,176299,1222,2019-05-03 14:00:00-05,0.358,-0.227,249,2019-05-03 14:00:00
176300,176300,1222,2019-05-03 14:15:00-05,0.165,0.029,250,2019-05-03 14:15:00
176301,176301,1222,2019-05-03 14:30:00-05,0.109,0.024,251,2019-05-03 14:30:00
176302,176302,1222,2019-05-03 14:45:00-05,0.117,0.04,252,2019-05-03 14:45:00
176303,176303,1222,2019-05-03 15:00:00-05,0.362,-0.276,253,2019-05-03 15:00:00
176304,176304,1222,2019-05-03 15:15:00-05,0.187,-0.073,254,2019-05-03 15:15:00
176305,176305,1222,2019-05-03 15:30:00-05,0.2,-0.053,255,2019-05-03 15:30:00
176306,176306,1222,2019-05-03 15:45:00-05,1.236,-1.054,256,2019-05-03 15:45:00
176307,176307,1222,2019-05-03 16:00:00-05,0.526,-0.398,257,2019-05-03 16:00:00
176308,176308,1222,2019-05-03 16:15:00-05,0.325,-0.178,258,2019-05-03 16:15:00
176309,176309,1222,2019-05-03 16:30:00-05,0.281,-0.171,259,2019-05-03 16:30:00
176310,176310,1222,2019-05-03 16:45:00-05,0.373,-0.287,260,2019-05-03 16:45:00
176311,176311,1222,2019-05-03 17:00:00-05,0.501,1.29,261,2019-05-03 17:00:00
176312,176312,1222,2019-05-03 17:15:00-05,0.149,7.445,262,2019-05-03 17:15:00
176313,176313,1222,2019-05-03 17:30:00-05,0.061,3.228,263,2019-05-03 17:30:00
176314,176314,1222,2019-05-03 17:45:00-05,0.021,5.971,264,2019-05-03 17:45:00
176315,176315,1222,2019-05-03 18:00:00-05,0.067,7.502,265,2019-05-03 18:00:00
176316,176316,1222,2019-05-03 18:15:00-05,0.074,7.421,266,2019-05-03 18:15:00
176317,176317,1222,2019-05-03 18:30:00-05,0.002,7.717,267,2019-05-03 18:30:00
176318,176318,1222,2019-05-03 18:45:00-05,-0.003,7.736,268,2019-05-03 18:45:00
176319,176319,1222,2019-05-03 19:00:00-05,-0.004,7.527,269,2019-05-03 19:00:00
176320,176320,1222,2019-05-03 19:15:00-05,-0.004,5.392,270,2019-05-03 19:15:00
176321,176321,1222,2019-05-03 19:30:00-05,-0.004,3.225,271,2019-05-03 19:30:00
176322,176322,1222,2019-05-03 19:45:00-05,-0.005,0.783,272,2019-05-03 19:45:00
176323,176323,1222,2019-05-03 20:00:00-05,-0.005,0.649,273,2019-05-03 20:00:00
176324,176324,1222,2019-05-03 20:15:00-05,-0.005,0.492,274,2019-05-03 20:15:00
176325,176325,1222,2019-05-03 20:30:00-05,-0.005,0.676,275,2019-05-03 20:30:00
176326,176326,1222,2019-05-03 20:45:00-05,-0.004,1.503,276,2019-05-03 20:45:00
176327,176327,1222,2019-05-03 21:00:00-05,-0.004,3.457,277,2019-05-03 21:00:00
176328,176328,1222,2019-05-03 21:15:00-05,-0.004,3.341,278,2019-05-03 21:15:00
176329,176329,1222,2019-05-03 21:30:00-05,-0.004,3.514,279,2019-05-03 21:30:00
176330,176330,1222,2019-05-03 21:45:00-05,-0.004,3.691,280,2019-05-03 21:45:00
176331,176331,1222,2019-05-03 22:00:00-05,-0.004,3.856,281,2019-05-03 22:00:00
176332,176332,1222,2019-05-03 22:15:00-05,-0.004,3.325,282,2019-05-03 22:15:00
176333,176333,1222,2019-05-03 22:30:00-05,-0.005,0.553,283,2019-05-03 22:30:00
176334,176334,1222,2019-05-03 22:45:00-05,-0.005,0.43,284,2019-05-03 22:45:00
176335,176335,1222,2019-05-03 23:00:00-05,-0.005,0.419,285,2019-05-03 23:00:00
176336,176336,1222,2019-05-03 23:15:00-05,-0.005,0.555,286,2019-05-03 23:15:00
176337,176337,1222,2019-05-03 23:30:00-05,-0.005,0.473,287,2019-05-03 23:30:00
176338,176338,1222,2019-05-03 23:45:00-05,-0.005,0.422,288,2019-05-03 23:45:00
176339,176339,1222,2019-05-04 00:00:00-05,-0.005,0.429,289,2019-05-04 00:00:00
176340,176340,1222,2019-05-04 00:15:00-05,-0.005,0.437,290,2019-05-04 00:15:00
176341,176341,1222,2019-05-04 00:30:00-05,-0.005,0.432,291,2019-05-04 00:30:00
