"bldg_id"
"329096"
"420924"
"422820"
"448939"
"224274"
"169485"
"173840"
"394642"
"183730"
"88626"
"229477"
"470665"
"130386"
"294497"
"333457"
"276174"
"269971"
"484593"
"492244"
"287858"
"549110"
"259293"
"199045"
"382968"
"238720"
"503039"
"88183"
"75078"
"122781"
"201689"
"330921"
"414738"
"423929"
"411506"
"237900"
"536387"
"419962"
"538656"
"134371"
"402027"
"145969"
"137492"
"362971"
"378403"
"200296"
"534106"
"135342"
"312137"
"548680"
"152985"
